id,restaurant_id,category_id,item_name,description,price,cost_price,profit,prep_time,calories,is_veg,is_available,status,created_at,updated_at
1546,15,173,Veg Fried Rice,Freshly prepared Veg Fried Rice,14.58,6.4,8.18,9,602,False,True,Active,2026-06-18 12:17:05.372744,2026-06-18 12:17:05.372744
1547,15,173,Veg Fried Rice,Freshly prepared Veg Fried Rice,18.97,7.72,11.25,30,350,True,True,Active,2026-06-18 12:17:05.372744,2026-06-18 12:17:05.372744
1548,15,177,Chocolate Brownie,Freshly prepared Chocolate Brownie,14.26,8.91,5.35,26,301,False,True,Active,2026-06-18 12:17:05.372744,2026-06-18 12:17:05.372744
1549,15,178,Coffee,Freshly prepared Coffee,10.79,2.48,8.31,6,248,False,True,Active,2026-06-18 12:17:05.373836,2026-06-18 12:17:05.373836
1550,15,178,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,6.8,2.2,4.6,21,815,False,True,Active,2026-06-18 12:17:05.373836,2026-06-18 12:17:05.373836
1551,15,178,Coffee,Freshly prepared Coffee,13.7,8.34,5.36,17,400,True,True,Active,2026-06-18 12:17:05.373836,2026-06-18 12:17:05.373836
1552,15,176,Chicken Burger,Freshly prepared Chicken Burger,12.41,8.64,3.77,27,760,True,True,Active,2026-06-18 12:17:05.373836,2026-06-18 12:17:05.373836
1553,15,177,Ice Cream,Freshly prepared Ice Cream,12.76,11.67,1.09,26,824,True,True,Active,2026-06-18 12:17:05.374838,2026-06-18 12:17:05.374838
1554,15,178,Tea,Freshly prepared Tea,11.65,7.28,4.37,13,797,False,True,Active,2026-06-18 12:17:05.374838,2026-06-18 12:17:05.374838
1555,15,177,Chocolate Brownie,Freshly prepared Chocolate Brownie,7.12,3.36,3.76,8,650,True,True,Active,2026-06-18 12:17:05.374838,2026-06-18 12:17:05.374838
1556,15,175,Margherita Pizza,Freshly prepared Margherita Pizza,17.87,16.76,1.11,20,430,True,True,Active,2026-06-18 12:17:05.374838,2026-06-18 12:17:05.374838
1557,15,169,Garlic Bread,Freshly prepared Garlic Bread,9.84,8.84,1.0,27,594,False,True,Active,2026-06-18 12:17:05.375837,2026-06-18 12:17:05.375837
1558,15,169,French Fries,Freshly prepared French Fries,5.99,2.19,3.8,30,700,True,True,Active,2026-06-18 12:17:05.375837,2026-06-18 12:17:05.375837
1559,15,177,Ice Cream,Freshly prepared Ice Cream,13.13,2.2,10.93,22,699,False,True,Active,2026-06-18 12:17:05.376468,2026-06-18 12:17:05.376468
1560,15,176,Veg Burger,Freshly prepared Veg Burger,13.19,9.2,3.99,27,817,True,True,Active,2026-06-18 12:17:05.376468,2026-06-18 12:17:05.376468
1561,15,172,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,23.66,21.16,2.5,10,763,True,True,Active,2026-06-18 12:17:05.377502,2026-06-18 12:17:05.377502
1562,15,175,Margherita Pizza,Freshly prepared Margherita Pizza,17.55,14.84,2.71,8,190,True,True,Active,2026-06-18 12:17:05.377502,2026-06-18 12:17:05.377502
1563,15,172,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,20.53,9.01,11.52,13,185,True,True,Active,2026-06-18 12:17:05.377502,2026-06-18 12:17:05.377502
1564,15,176,Chicken Burger,Freshly prepared Chicken Burger,15.06,8.93,6.13,22,325,False,True,Active,2026-06-18 12:17:05.377502,2026-06-18 12:17:05.377502
1565,15,175,Margherita Pizza,Freshly prepared Margherita Pizza,14.48,8.25,6.23,21,450,False,True,Active,2026-06-18 12:17:05.378501,2026-06-18 12:17:05.378501
1566,15,169,French Fries,Freshly prepared French Fries,10.77,7.4,3.37,21,510,True,True,Active,2026-06-18 12:17:05.378501,2026-06-18 12:17:05.378501
1567,15,176,Chicken Burger,Freshly prepared Chicken Burger,16.63,6.43,10.2,6,342,True,True,Active,2026-06-18 12:17:05.378501,2026-06-18 12:17:05.378501
1568,15,173,Veg Fried Rice,Freshly prepared Veg Fried Rice,18.56,7.7,10.86,9,766,True,True,Active,2026-06-18 12:17:05.378501,2026-06-18 12:17:05.378501
1569,15,177,Chocolate Brownie,Freshly prepared Chocolate Brownie,9.77,7.21,2.56,18,226,False,True,Active,2026-06-18 12:17:05.378501,2026-06-18 12:17:05.378501
1570,15,173,Chicken Biryani,Freshly prepared Chicken Biryani,18.82,16.87,1.95,17,617,True,True,Active,2026-06-18 12:17:05.379501,2026-06-18 12:17:05.379501
1571,15,173,Chicken Biryani,Freshly prepared Chicken Biryani,21.77,20.01,1.76,9,698,True,True,Active,2026-06-18 12:17:05.379501,2026-06-18 12:17:05.379501
1572,15,176,Veg Burger,Freshly prepared Veg Burger,14.3,7.24,7.06,25,863,True,True,Active,2026-06-18 12:17:05.379501,2026-06-18 12:17:05.379501
1573,15,177,Chocolate Brownie,Freshly prepared Chocolate Brownie,12.64,8.6,4.04,21,769,True,True,Active,2026-06-18 12:17:05.379501,2026-06-18 12:17:05.379501
1574,15,178,Coffee,Freshly prepared Coffee,12.22,4.23,7.99,30,594,False,True,Active,2026-06-18 12:17:05.380501,2026-06-18 12:17:05.380501
1575,15,175,Margherita Pizza,Freshly prepared Margherita Pizza,21.64,11.13,10.51,13,277,True,True,Active,2026-06-18 12:17:05.380501,2026-06-18 12:17:05.380501
1576,15,178,Coffee,Freshly prepared Coffee,4.66,2.7,1.96,16,491,False,True,Active,2026-06-18 12:17:05.381147,2026-06-18 12:17:05.381147
1577,15,169,French Fries,Freshly prepared French Fries,13.69,4.41,9.28,5,250,False,True,Active,2026-06-18 12:17:05.381147,2026-06-18 12:17:05.381147
1578,15,172,Butter Chicken,Freshly prepared Butter Chicken,19.79,10.03,9.76,8,329,False,True,Active,2026-06-18 12:17:05.381147,2026-06-18 12:17:05.381147
1579,15,178,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,5.96,3.03,2.93,23,438,False,True,Active,2026-06-18 12:17:05.381147,2026-06-18 12:17:05.381147
1580,15,176,Chicken Burger,Freshly prepared Chicken Burger,18.97,8.04,10.93,29,548,True,True,Active,2026-06-18 12:17:05.381147,2026-06-18 12:17:05.381147
1581,15,177,Chocolate Brownie,Freshly prepared Chocolate Brownie,15.06,10.5,4.56,30,694,False,True,Active,2026-06-18 12:17:05.381147,2026-06-18 12:17:05.381147
1582,15,178,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,10.92,4.05,6.87,26,675,True,True,Active,2026-06-18 12:17:05.381147,2026-06-18 12:17:05.381147
1583,15,169,French Fries,Freshly prepared French Fries,6.43,3.95,2.48,13,204,False,True,Active,2026-06-18 12:17:05.383626,2026-06-18 12:17:05.383626
1584,16,190,Coffee,Freshly prepared Coffee,11.07,2.66,8.41,16,629,False,True,Active,2026-06-18 12:17:05.384137,2026-06-18 12:17:05.384137
1585,16,185,Chicken Biryani,Freshly prepared Chicken Biryani,24.53,16.08,8.45,27,384,False,True,Active,2026-06-18 12:17:05.384137,2026-06-18 12:17:05.384137
1586,16,188,Veg Burger,Freshly prepared Veg Burger,17.47,9.66,7.81,15,242,True,True,Active,2026-06-18 12:17:05.384642,2026-06-18 12:17:05.384642
1587,16,188,Veg Burger,Freshly prepared Veg Burger,15.3,13.79,1.51,10,739,True,True,Active,2026-06-18 12:17:05.384642,2026-06-18 12:17:05.384642
1588,16,188,Veg Burger,Freshly prepared Veg Burger,15.43,10.23,5.2,20,160,False,True,Active,2026-06-18 12:17:05.385205,2026-06-18 12:17:05.385205
1589,16,181,French Fries,Freshly prepared French Fries,9.8,5.5,4.3,26,695,True,True,Active,2026-06-18 12:17:05.385205,2026-06-18 12:17:05.385205
1590,16,189,Ice Cream,Freshly prepared Ice Cream,5.14,2.41,2.73,28,157,False,True,Active,2026-06-18 12:17:05.385205,2026-06-18 12:17:05.385205
1591,16,189,Chocolate Brownie,Freshly prepared Chocolate Brownie,9.44,7.02,2.42,21,850,True,True,Active,2026-06-18 12:17:05.385205,2026-06-18 12:17:05.385205
1592,16,190,Tea,Freshly prepared Tea,12.65,8.18,4.47,29,686,True,True,Active,2026-06-18 12:17:05.385205,2026-06-18 12:17:05.385205
1593,16,181,Garlic Bread,Freshly prepared Garlic Bread,6.75,5.15,1.6,21,511,True,True,Active,2026-06-18 12:17:05.385205,2026-06-18 12:17:05.385205
1594,16,190,Coffee,Freshly prepared Coffee,8.96,2.19,6.77,8,496,True,True,Active,2026-06-18 12:17:05.385205,2026-06-18 12:17:05.385205
1595,16,188,Chicken Burger,Freshly prepared Chicken Burger,12.9,8.85,4.05,13,368,True,True,Active,2026-06-18 12:17:05.387209,2026-06-18 12:17:05.387209
1596,16,189,Ice Cream,Freshly prepared Ice Cream,7.17,3.27,3.9,25,677,True,True,Active,2026-06-18 12:17:05.387209,2026-06-18 12:17:05.387209
1597,16,190,Tea,Freshly prepared Tea,11.92,9.42,2.5,6,514,True,True,Active,2026-06-18 12:17:05.387209,2026-06-18 12:17:05.387209
1598,16,190,Tea,Freshly prepared Tea,6.29,2.52,3.77,5,508,True,True,Active,2026-06-18 12:17:05.387209,2026-06-18 12:17:05.387209
1599,16,189,Ice Cream,Freshly prepared Ice Cream,8.55,2.56,5.99,20,352,True,True,Active,2026-06-18 12:17:05.387209,2026-06-18 12:17:05.387209
1600,16,181,French Fries,Freshly prepared French Fries,9.11,7.58,1.53,5,309,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1601,16,184,Butter Chicken,Freshly prepared Butter Chicken,20.71,13.01,7.7,16,588,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1602,16,185,Chicken Biryani,Freshly prepared Chicken Biryani,16.09,11.11,4.98,19,315,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1603,16,189,Chocolate Brownie,Freshly prepared Chocolate Brownie,14.47,3.06,11.41,27,353,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1604,16,184,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,16.85,9.05,7.8,18,489,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1605,16,181,Garlic Bread,Freshly prepared Garlic Bread,12.66,11.16,1.5,26,422,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1606,16,190,Coffee,Freshly prepared Coffee,8.89,4.41,4.48,26,881,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1607,16,186,Hakka Noodles,Freshly prepared Hakka Noodles,18.51,14.76,3.75,17,663,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1608,16,181,French Fries,Freshly prepared French Fries,6.1,2.33,3.77,5,279,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1609,16,189,Chocolate Brownie,Freshly prepared Chocolate Brownie,12.0,9.14,2.86,12,203,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1610,16,190,Coffee,Freshly prepared Coffee,13.76,9.67,4.09,18,641,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1611,16,185,Veg Fried Rice,Freshly prepared Veg Fried Rice,14.86,11.74,3.12,12,782,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1612,16,181,Garlic Bread,Freshly prepared Garlic Bread,8.49,6.21,2.28,13,867,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1613,16,190,Coffee,Freshly prepared Coffee,5.98,3.81,2.17,30,255,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1614,16,184,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,23.93,16.83,7.1,25,302,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1615,16,188,Chicken Burger,Freshly prepared Chicken Burger,11.32,6.17,5.15,11,299,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1616,16,187,Margherita Pizza,Freshly prepared Margherita Pizza,18.16,8.83,9.33,6,539,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1617,16,185,Veg Fried Rice,Freshly prepared Veg Fried Rice,17.0,15.78,1.22,12,494,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1618,16,190,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,5.61,3.11,2.5,6,461,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1619,16,185,Chicken Biryani,Freshly prepared Chicken Biryani,18.64,17.09,1.55,27,578,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1620,16,186,Hakka Noodles,Freshly prepared Hakka Noodles,19.95,7.54,12.41,5,203,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1621,16,184,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,16.85,10.2,6.65,24,253,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1622,16,181,Garlic Bread,Freshly prepared Garlic Bread,8.52,4.71,3.81,15,461,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1623,16,188,Chicken Burger,Freshly prepared Chicken Burger,16.69,12.62,4.07,29,283,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1624,16,189,Chocolate Brownie,Freshly prepared Chocolate Brownie,14.41,6.76,7.65,29,753,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1625,16,184,Butter Chicken,Freshly prepared Butter Chicken,22.5,11.63,10.87,17,239,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1626,16,181,French Fries,Freshly prepared French Fries,11.3,7.0,4.3,6,750,True,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1627,16,184,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,21.05,19.15,1.9,7,709,False,True,Active,2026-06-18 12:17:05.389310,2026-06-18 12:17:05.389310
1628,16,185,Veg Fried Rice,Freshly prepared Veg Fried Rice,17.25,16.13,1.12,11,696,True,True,Active,2026-06-18 12:17:05.397496,2026-06-18 12:17:05.397496
1629,16,187,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,16.28,12.21,4.07,27,408,False,True,Active,2026-06-18 12:17:05.397496,2026-06-18 12:17:05.397496
1630,16,189,Chocolate Brownie,Freshly prepared Chocolate Brownie,11.48,8.37,3.11,18,219,False,True,Active,2026-06-18 12:17:05.397496,2026-06-18 12:17:05.397496
1631,16,190,Coffee,Freshly prepared Coffee,9.24,7.9,1.34,30,172,True,True,Active,2026-06-18 12:17:05.398578,2026-06-18 12:17:05.398578
1632,16,185,Chicken Biryani,Freshly prepared Chicken Biryani,21.97,9.67,12.3,6,729,True,True,Active,2026-06-18 12:17:05.398578,2026-06-18 12:17:05.398578
1633,16,184,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,21.41,12.93,8.48,26,695,True,True,Active,2026-06-18 12:17:05.398578,2026-06-18 12:17:05.398578
1634,16,181,Garlic Bread,Freshly prepared Garlic Bread,10.38,5.76,4.62,22,549,False,True,Active,2026-06-18 12:17:05.398578,2026-06-18 12:17:05.398578
1635,16,185,Chicken Biryani,Freshly prepared Chicken Biryani,17.07,8.03,9.04,23,373,True,True,Active,2026-06-18 12:17:05.399579,2026-06-18 12:17:05.399579
1636,16,190,Tea,Freshly prepared Tea,8.04,5.35,2.69,13,460,True,True,Active,2026-06-18 12:17:05.399579,2026-06-18 12:17:05.399579
1637,16,185,Veg Fried Rice,Freshly prepared Veg Fried Rice,17.08,11.12,5.96,10,379,True,True,Active,2026-06-18 12:17:05.399579,2026-06-18 12:17:05.399579
1638,16,184,Butter Chicken,Freshly prepared Butter Chicken,18.92,14.71,4.21,13,286,False,True,Active,2026-06-18 12:17:05.399579,2026-06-18 12:17:05.399579
1639,16,187,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,21.42,12.59,8.83,11,697,True,True,Active,2026-06-18 12:17:05.400579,2026-06-18 12:17:05.400579
1640,16,187,Margherita Pizza,Freshly prepared Margherita Pizza,18.49,14.0,4.49,16,482,True,True,Active,2026-06-18 12:17:05.400579,2026-06-18 12:17:05.400579
1641,16,185,Chicken Biryani,Freshly prepared Chicken Biryani,22.22,13.4,8.82,24,451,False,True,Active,2026-06-18 12:17:05.400579,2026-06-18 12:17:05.400579
1642,16,187,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,21.26,10.11,11.15,16,374,False,True,Active,2026-06-18 12:17:05.401579,2026-06-18 12:17:05.401579
1643,16,181,Garlic Bread,Freshly prepared Garlic Bread,8.56,2.09,6.47,26,747,True,True,Active,2026-06-18 12:17:05.401579,2026-06-18 12:17:05.401579
1644,16,189,Ice Cream,Freshly prepared Ice Cream,14.46,4.95,9.51,25,799,True,True,Active,2026-06-18 12:17:05.401579,2026-06-18 12:17:05.401579
1645,16,190,Tea,Freshly prepared Tea,5.21,1.86,3.35,23,794,False,True,Active,2026-06-18 12:17:05.401579,2026-06-18 12:17:05.401579
1646,16,181,French Fries,Freshly prepared French Fries,9.46,6.71,2.75,18,527,True,True,Active,2026-06-18 12:17:05.402578,2026-06-18 12:17:05.402578
1647,16,190,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,5.94,2.53,3.41,10,330,True,True,Active,2026-06-18 12:17:05.402578,2026-06-18 12:17:05.402578
1648,16,190,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,14.43,4.06,10.37,14,171,False,True,Active,2026-06-18 12:17:05.402578,2026-06-18 12:17:05.402578
1649,16,181,Garlic Bread,Freshly prepared Garlic Bread,14.85,11.69,3.16,26,772,True,True,Active,2026-06-18 12:17:05.402578,2026-06-18 12:17:05.402578
1650,16,188,Veg Burger,Freshly prepared Veg Burger,9.44,6.47,2.97,19,810,False,True,Active,2026-06-18 12:17:05.403580,2026-06-18 12:17:05.403580
1651,16,188,Chicken Burger,Freshly prepared Chicken Burger,17.24,7.41,9.83,29,162,True,True,Active,2026-06-18 12:17:05.403580,2026-06-18 12:17:05.403580
1652,16,189,Ice Cream,Freshly prepared Ice Cream,8.84,2.64,6.2,5,809,True,True,Active,2026-06-18 12:17:05.403580,2026-06-18 12:17:05.403580
1653,16,181,French Fries,Freshly prepared French Fries,7.48,2.37,5.11,9,792,True,True,Active,2026-06-18 12:17:05.403580,2026-06-18 12:17:05.403580
1654,16,187,Margherita Pizza,Freshly prepared Margherita Pizza,21.58,9.34,12.24,28,496,True,True,Active,2026-06-18 12:17:05.403580,2026-06-18 12:17:05.403580
1655,16,184,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,15.39,12.85,2.54,19,317,False,True,Active,2026-06-18 12:17:05.404608,2026-06-18 12:17:05.404608
1656,16,186,Hakka Noodles,Freshly prepared Hakka Noodles,15.79,7.39,8.4,22,858,False,True,Active,2026-06-18 12:17:05.404608,2026-06-18 12:17:05.404608
1657,16,188,Chicken Burger,Freshly prepared Chicken Burger,10.21,6.14,4.07,22,453,True,True,Active,2026-06-18 12:17:05.404608,2026-06-18 12:17:05.404608
1658,16,190,Coffee,Freshly prepared Coffee,5.42,4.12,1.3,5,382,False,True,Active,2026-06-18 12:17:05.405580,2026-06-18 12:17:05.405580
1659,16,189,Ice Cream,Freshly prepared Ice Cream,6.47,4.27,2.2,12,850,False,True,Active,2026-06-18 12:17:05.406011,2026-06-18 12:17:05.406011
1660,16,188,Chicken Burger,Freshly prepared Chicken Burger,14.92,13.85,1.07,12,254,False,True,Active,2026-06-18 12:17:05.406011,2026-06-18 12:17:05.406011
1661,16,189,Chocolate Brownie,Freshly prepared Chocolate Brownie,7.76,4.25,3.51,16,236,True,True,Active,2026-06-18 12:17:05.406011,2026-06-18 12:17:05.406011
1662,16,181,French Fries,Freshly prepared French Fries,6.78,4.01,2.77,24,335,False,True,Active,2026-06-18 12:17:05.406011,2026-06-18 12:17:05.406011
1663,16,181,French Fries,Freshly prepared French Fries,13.93,9.51,4.42,24,443,False,True,Active,2026-06-18 12:17:05.407077,2026-06-18 12:17:05.407077
1664,16,188,Chicken Burger,Freshly prepared Chicken Burger,12.71,8.85,3.86,16,421,True,True,Active,2026-06-18 12:17:05.407077,2026-06-18 12:17:05.407077
1665,16,187,Margherita Pizza,Freshly prepared Margherita Pizza,20.62,19.36,1.26,29,821,True,True,Active,2026-06-18 12:17:05.407077,2026-06-18 12:17:05.407077
1666,16,186,Hakka Noodles,Freshly prepared Hakka Noodles,12.48,7.89,4.59,30,639,True,True,Active,2026-06-18 12:17:05.408049,2026-06-18 12:17:05.408049
1667,16,188,Chicken Burger,Freshly prepared Chicken Burger,15.78,14.43,1.35,13,298,True,True,Active,2026-06-18 12:17:05.408049,2026-06-18 12:17:05.408049
1668,16,186,Hakka Noodles,Freshly prepared Hakka Noodles,20.95,7.72,13.23,17,511,False,True,Active,2026-06-18 12:17:05.408049,2026-06-18 12:17:05.408049
1669,16,190,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,9.24,6.33,2.91,18,766,False,True,Active,2026-06-18 12:17:05.408049,2026-06-18 12:17:05.408049
1670,16,181,French Fries,Freshly prepared French Fries,13.02,8.55,4.47,12,542,False,True,Active,2026-06-18 12:17:05.409049,2026-06-18 12:17:05.409049
1671,16,190,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,10.39,5.64,4.75,22,385,False,True,Active,2026-06-18 12:17:05.409049,2026-06-18 12:17:05.409049
1672,16,188,Veg Burger,Freshly prepared Veg Burger,13.81,8.29,5.52,23,860,True,True,Active,2026-06-18 12:17:05.409049,2026-06-18 12:17:05.409049
1673,16,188,Veg Burger,Freshly prepared Veg Burger,10.35,5.01,5.34,5,521,False,True,Active,2026-06-18 12:17:05.410051,2026-06-18 12:17:05.410051
1674,16,181,French Fries,Freshly prepared French Fries,14.21,2.67,11.54,16,519,True,True,Active,2026-06-18 12:17:05.410051,2026-06-18 12:17:05.410051
1675,16,185,Veg Fried Rice,Freshly prepared Veg Fried Rice,14.6,12.18,2.42,22,581,True,True,Active,2026-06-18 12:17:05.410051,2026-06-18 12:17:05.410051
1676,16,184,Paneer Butter Masala,Freshly prepared Paneer Butter Masala,22.28,8.74,13.54,9,270,True,True,Active,2026-06-18 12:17:05.410051,2026-06-18 12:17:05.410051
1677,16,189,Ice Cream,Freshly prepared Ice Cream,12.33,8.49,3.84,18,530,True,True,Active,2026-06-18 12:17:05.411051,2026-06-18 12:17:05.411051
1678,16,188,Chicken Burger,Freshly prepared Chicken Burger,16.63,6.71,9.92,24,311,True,True,Active,2026-06-18 12:17:05.411557,2026-06-18 12:17:05.411557
1679,17,201,Chocolate Brownie,Freshly prepared Chocolate Brownie,8.41,4.08,4.33,5,732,False,True,Active,2026-06-18 12:17:05.411557,2026-06-18 12:17:05.411557
1680,17,193,French Fries,Freshly prepared French Fries,12.65,6.53,6.12,9,690,False,True,Active,2026-06-18 12:17:05.411557,2026-06-18 12:17:05.411557
1681,17,202,Fresh Lime Soda,Freshly prepared Fresh Lime Soda,9.12,4.06,5.06,30,810,True,True,Active,2026-06-18 12:17:05.412563,2026-06-18 12:17:05.412563
1682,17,197,Veg Fried Rice,Freshly prepared Veg Fried Rice,11.11,5.31,5.8,25,182,True,True,Active,2026-06-18 12:17:05.412563,2026-06-18 12:17:05.412563
1683,17,193,Garlic Bread,Freshly prepared Garlic Bread,6.11,4.59,1.52,26,615,False,True,Active,2026-06-18 12:17:05.412563,2026-06-18 12:17:05.412563
1684,17,197,Veg Fried Rice,Freshly prepared Veg Fried Rice,17.09,9.7,7.39,10,428,True,True,Active,2026-06-18 12:17:05.412563,2026-06-18 12:17:05.412563
1685,17,201,Ice Cream,Freshly prepared Ice Cream,14.78,3.47,11.31,11,560,True,True,Active,2026-06-18 12:17:05.413563,2026-06-18 12:17:05.413563
1686,17,196,Butter Chicken,Freshly prepared Butter Chicken,19.92,17.16,2.76,22,769,True,True,Active,2026-06-18 12:17:05.413563,2026-06-18 12:17:05.413563
1687,17,202,Tea,Freshly prepared Tea,7.77,4.77,3.0,17,539,True,True,Active,2026-06-18 12:17:05.413563,2026-06-18 12:17:05.413563
1688,17,199,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,23.03,17.78,5.25,11,426,True,True,Active,2026-06-18 12:17:05.413563,2026-06-18 12:17:05.413563
1689,17,200,Chicken Burger,Freshly prepared Chicken Burger,10.78,8.28,2.5,15,178,True,True,Active,2026-06-18 12:17:05.414563,2026-06-18 12:17:05.414563
1690,17,197,Veg Fried Rice,Freshly prepared Veg Fried Rice,11.63,5.6,6.03,11,761,True,True,Active,2026-06-18 12:17:05.414563,2026-06-18 12:17:05.414563
1691,17,197,Veg Fried Rice,Freshly prepared Veg Fried Rice,11.88,6.19,5.69,6,396,False,True,Active,2026-06-18 12:17:05.414563,2026-06-18 12:17:05.414563
1692,17,200,Veg Burger,Freshly prepared Veg Burger,17.77,11.65,6.12,23,645,True,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1693,17,199,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,18.15,16.75,1.4,5,515,False,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1694,17,201,Ice Cream,Freshly prepared Ice Cream,10.0,4.2,5.8,17,893,False,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1695,17,193,French Fries,Freshly prepared French Fries,12.03,2.88,9.15,18,665,True,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1696,17,193,French Fries,Freshly prepared French Fries,5.24,3.78,1.46,20,750,True,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1697,17,197,Veg Fried Rice,Freshly prepared Veg Fried Rice,11.61,8.83,2.78,7,790,True,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1698,17,196,Butter Chicken,Freshly prepared Butter Chicken,24.84,20.98,3.86,25,294,True,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1699,17,198,Hakka Noodles,Freshly prepared Hakka Noodles,15.47,6.24,9.23,14,518,False,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1700,17,199,Pepperoni Pizza,Freshly prepared Pepperoni Pizza,23.91,19.99,3.92,17,394,True,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1701,17,200,Veg Burger,Freshly prepared Veg Burger,17.58,11.56,6.02,20,249,True,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1702,17,193,French Fries,Freshly prepared French Fries,12.66,4.99,7.67,30,239,False,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1703,17,200,Chicken Burger,Freshly prepared Chicken Burger,14.55,7.28,7.27,14,315,True,True,Active,2026-06-18 12:17:05.415563,2026-06-18 12:17:05.415563
1704,17,197,Chicken Biryani,Freshly prepared Chicken Biryani,20.77,12.16,8.61,7,333,False,True,Active,2026-06-18 12:17:05.419092,2026-06-18 12:17:05.419092
1705,17,197,Chicken Biryani,Freshly prepared Chicken Biryani,24.86,23.52,1.34,29,602,True,True,Active,2026-06-18 12:17:05.419092,2026-06-18 12:17:05.419092
1706,17,200,Chicken Burger,Freshly prepared Chicken Burger,19.72,12.21,7.51,16,443,False,True,Active,2026-06-18 12:17:05.419092,2026-06-18 12:17:05.419092
1707,17,202,Coffee,Freshly prepared Coffee,12.57,10.69,1.88,9,601,False,True,Active,2026-06-18 12:17:05.419092,2026-06-18 12:17:05.419092
1708,17,198,Hakka Noodles,Freshly prepared Hakka Noodles,14.74,10.96,3.78,21,610,False,True,Active,2026-06-18 12:17:05.419092,2026-06-18 12:17:05.419092
