id,restaurant_id,supplier_id,item_name,category,unit,quantity,minimum_stock,maximum_stock,unit_cost,inventory_value,status,created_at,updated_at
2520,17,195,Chicken Breast,Meat,kg,132,24,180,37.89,5001.48,Active,2026-06-18 12:15:23.141981,2026-06-18 12:15:23.141981
2521,17,203,Salt,Groceries,kg,96,24,104,97.97,9405.12,Active,2026-06-18 12:15:23.141981,2026-06-18 12:15:23.141981
2522,17,202,Mineral Water,Beverages,case,60,19,77,162.96,9777.6,Active,2026-06-18 12:15:23.141981,2026-06-18 12:15:23.141981
2523,17,195,Cleaning Liquid,Cleaning,litre,82,24,84,226.86,18602.52,Active,2026-06-18 12:15:23.141981,2026-06-18 12:15:23.141981
2524,17,204,Mutton,Meat,kg,94,24,191,3.27,307.38,Active,2026-06-18 12:15:23.142980,2026-06-18 12:15:23.142980
2525,17,201,Fish,Seafood,kg,149,21,199,53.48,7968.52,Active,2026-06-18 12:15:23.142980,2026-06-18 12:15:23.142980
2526,17,196,Tea Leaves,Beverages,kg,38,22,203,44.45,1689.1,Active,2026-06-18 12:15:23.142980,2026-06-18 12:15:23.142980
2527,17,193,Mutton,Meat,kg,107,21,215,115.41,12348.87,Active,2026-06-18 12:15:23.142980,2026-06-18 12:15:23.142980
2528,17,199,Mutton,Meat,kg,118,18,145,17.98,2121.64,Active,2026-06-18 12:15:23.142980,2026-06-18 12:15:23.142980
2529,17,201,Coffee Beans,Beverages,kg,177,22,192,165.08,29219.16,Active,2026-06-18 12:15:23.142980,2026-06-18 12:15:23.142980
2530,17,193,Mineral Water,Beverages,case,200,32,211,131.83,26366.0,Active,2026-06-18 12:15:23.143979,2026-06-18 12:15:23.143979
2531,17,198,Mutton,Meat,kg,121,32,164,146.54,17731.34,Active,2026-06-18 12:15:23.143979,2026-06-18 12:15:23.143979
2532,17,202,Butter,Dairy,kg,13,12,73,213.16,2771.08,Active,2026-06-18 12:15:23.143979,2026-06-18 12:15:23.143979
2533,17,202,Fish,Seafood,kg,30,17,91,125.36,3760.8,Active,2026-06-18 12:15:23.143979,2026-06-18 12:15:23.143979
2534,17,194,Coffee Beans,Beverages,kg,118,20,129,202.33,23874.94,Active,2026-06-18 12:15:23.143979,2026-06-18 12:15:23.143979
2535,17,202,Flour,Grains,kg,106,13,107,223.23,23662.38,Active,2026-06-18 12:15:23.144979,2026-06-18 12:15:23.144979
2536,17,195,Cooking Oil,Groceries,litre,46,39,105,153.36,7054.56,Active,2026-06-18 12:15:23.144979,2026-06-18 12:15:23.144979
2537,17,202,Chicken Breast,Meat,kg,67,11,79,191.07,12801.69,Active,2026-06-18 12:15:23.144979,2026-06-18 12:15:23.144979
2538,17,194,Cleaning Liquid,Cleaning,litre,41,30,87,80.97,3319.77,Active,2026-06-18 12:15:23.144979,2026-06-18 12:15:23.144979
2539,17,195,Eggs,Dairy,dozen,103,22,106,143.87,14818.61,Active,2026-06-18 12:15:23.144979,2026-06-18 12:15:23.144979
2540,17,199,Rice,Grains,kg,78,16,130,109.94,8575.32,Active,2026-06-18 12:15:23.145980,2026-06-18 12:15:23.145980
2541,17,201,Salt,Groceries,kg,111,17,118,41.36,4590.96,Active,2026-06-18 12:15:23.145980,2026-06-18 12:15:23.145980
2542,17,193,Tea Leaves,Beverages,kg,46,35,134,145.94,6713.24,Active,2026-06-18 12:15:23.145980,2026-06-18 12:15:23.145980
2543,17,203,Chicken Breast,Meat,kg,67,16,74,36.0,2412.0,Active,2026-06-18 12:15:23.145980,2026-06-18 12:15:23.145980
2544,17,197,Tomatoes,Vegetables,kg,166,21,175,137.1,22758.6,Active,2026-06-18 12:15:23.145980,2026-06-18 12:15:23.145980
2545,17,197,Potatoes,Vegetables,kg,107,20,117,182.76,19555.32,Active,2026-06-18 12:15:23.145980,2026-06-18 12:15:23.145980
2546,17,195,Tea Leaves,Beverages,kg,51,25,123,143.02,7294.02,Active,2026-06-18 12:15:23.146980,2026-06-18 12:15:23.146980
2547,17,194,Coffee Beans,Beverages,kg,117,26,166,155.0,18135.0,Active,2026-06-18 12:15:23.146980,2026-06-18 12:15:23.146980
2548,17,200,Soft Drinks,Beverages,case,45,37,122,110.28,4962.6,Active,2026-06-18 12:15:23.146980,2026-06-18 12:15:23.146980
2549,17,204,Butter,Dairy,kg,47,37,105,32.67,1535.49,Active,2026-06-18 12:15:23.146980,2026-06-18 12:15:23.146980
2550,17,195,Tea Leaves,Beverages,kg,34,19,94,125.18,4256.12,Active,2026-06-18 12:15:23.146980,2026-06-18 12:15:23.146980
2551,18,211,Onions,Vegetables,kg,113,29,217,6.61,746.93,Active,2026-06-18 12:15:23.147981,2026-06-18 12:15:23.147981
2552,18,206,Salt,Groceries,kg,88,39,153,176.12,15498.56,Active,2026-06-18 12:15:23.147981,2026-06-18 12:15:23.147981
2553,18,207,Potatoes,Vegetables,kg,73,37,127,19.62,1432.26,Active,2026-06-18 12:15:23.147981,2026-06-18 12:15:23.147981
2554,18,211,Mineral Water,Beverages,case,173,17,199,125.51,21713.23,Active,2026-06-18 12:15:23.148981,2026-06-18 12:15:23.148981
2555,18,210,Butter,Dairy,kg,43,29,93,146.11,6282.73,Active,2026-06-18 12:15:23.148981,2026-06-18 12:15:23.148981
2556,18,208,Sugar,Groceries,kg,32,30,87,85.17,2725.44,Active,2026-06-18 12:15:23.149321,2026-06-18 12:15:23.149321
2557,18,211,Sugar,Groceries,kg,31,16,151,35.68,1106.08,Active,2026-06-18 12:15:23.149321,2026-06-18 12:15:23.149321
2558,18,206,Soft Drinks,Beverages,case,51,36,170,59.67,3043.17,Active,2026-06-18 12:15:23.149321,2026-06-18 12:15:23.149321
2559,18,211,Potatoes,Vegetables,kg,191,35,229,176.07,33629.37,Active,2026-06-18 12:15:23.149321,2026-06-18 12:15:23.149321
2560,18,209,Onions,Vegetables,kg,74,21,89,149.94,11095.56,Active,2026-06-18 12:15:23.149321,2026-06-18 12:15:23.149321
2561,18,206,Cleaning Liquid,Cleaning,litre,109,39,109,120.21,13102.89,Active,2026-06-18 12:15:23.150323,2026-06-18 12:15:23.150323
2562,18,208,Mutton,Meat,kg,24,18,78,9.86,236.64,Active,2026-06-18 12:15:23.150323,2026-06-18 12:15:23.150323
2563,18,206,Tea Leaves,Beverages,kg,127,17,156,119.92,15229.84,Active,2026-06-18 12:15:23.150323,2026-06-18 12:15:23.150323
2564,18,209,Flour,Grains,kg,13,10,74,193.63,2517.19,Active,2026-06-18 12:15:23.150323,2026-06-18 12:15:23.150323
2565,18,207,Rice,Grains,kg,31,27,174,138.57,4295.67,Active,2026-06-18 12:15:23.150323,2026-06-18 12:15:23.150323
2566,18,206,Onions,Vegetables,kg,54,22,168,108.0,5832.0,Active,2026-06-18 12:15:23.151323,2026-06-18 12:15:23.151323
2567,18,208,Cooking Oil,Groceries,litre,41,27,112,110.05,4512.05,Active,2026-06-18 12:15:23.151323,2026-06-18 12:15:23.151323
2568,18,205,Cleaning Liquid,Cleaning,litre,128,38,182,49.22,6300.16,Active,2026-06-18 12:15:23.151323,2026-06-18 12:15:23.151323
2569,18,205,Cooking Oil,Groceries,litre,69,39,103,58.78,4055.82,Active,2026-06-18 12:15:23.151323,2026-06-18 12:15:23.151323
2570,18,209,Mineral Water,Beverages,case,62,10,118,187.12,11601.44,Active,2026-06-18 12:15:23.151323,2026-06-18 12:15:23.151323
2571,18,210,Soft Drinks,Beverages,case,79,28,89,4.71,372.09,Active,2026-06-18 12:15:23.152323,2026-06-18 12:15:23.152323
2572,18,210,Flour,Grains,kg,45,36,100,15.11,679.95,Active,2026-06-18 12:15:23.152323,2026-06-18 12:15:23.152323
2573,18,212,Eggs,Dairy,dozen,20,15,137,79.22,1584.4,Active,2026-06-18 12:15:23.152323,2026-06-18 12:15:23.152323
2574,18,209,Cleaning Liquid,Cleaning,litre,67,30,142,33.3,2231.1,Active,2026-06-18 12:15:23.152323,2026-06-18 12:15:23.152323
2575,18,212,Butter,Dairy,kg,34,25,106,20.02,680.68,Active,2026-06-18 12:15:23.152323,2026-06-18 12:15:23.152323
2576,18,205,Soft Drinks,Beverages,case,107,16,192,224.51,24022.57,Active,2026-06-18 12:15:23.153323,2026-06-18 12:15:23.153323
2577,18,212,Flour,Grains,kg,117,24,151,195.27,22846.59,Active,2026-06-18 12:15:23.156322,2026-06-18 12:15:23.156322
2578,18,209,Salt,Groceries,kg,104,37,149,223.35,23228.4,Active,2026-06-18 12:15:23.157325,2026-06-18 12:15:23.157325
2579,18,208,Milk,Dairy,litre,160,32,220,26.99,4318.4,Active,2026-06-18 12:15:23.157732,2026-06-18 12:15:23.157732
2580,18,208,Cheese,Dairy,kg,162,38,193,70.67,11448.54,Active,2026-06-18 12:15:23.157732,2026-06-18 12:15:23.157732
2581,18,208,Rice,Grains,kg,105,39,124,58.4,6132.0,Active,2026-06-18 12:15:23.157732,2026-06-18 12:15:23.157732
2582,18,211,Soft Drinks,Beverages,case,63,16,97,181.5,11434.5,Active,2026-06-18 12:15:23.157732,2026-06-18 12:15:23.157732
2583,18,209,Mutton,Meat,kg,100,11,121,110.63,11063.0,Active,2026-06-18 12:15:23.158733,2026-06-18 12:15:23.158733
2584,18,206,Eggs,Dairy,dozen,42,40,119,125.23,5259.66,Active,2026-06-18 12:15:23.158733,2026-06-18 12:15:23.158733
2585,18,208,Onions,Vegetables,kg,93,18,139,96.66,8989.38,Active,2026-06-18 12:15:23.158733,2026-06-18 12:15:23.158733
2586,18,211,Potatoes,Vegetables,kg,120,11,132,152.83,18339.6,Active,2026-06-18 12:15:23.158733,2026-06-18 12:15:23.158733
2587,18,208,Coffee Beans,Beverages,kg,108,10,157,111.56,12048.48,Active,2026-06-18 12:15:23.158733,2026-06-18 12:15:23.158733
2588,18,212,Flour,Grains,kg,63,16,163,165.32,10415.16,Active,2026-06-18 12:15:23.159733,2026-06-18 12:15:23.159733
2589,18,206,Soft Drinks,Beverages,case,19,11,139,135.85,2581.15,Active,2026-06-18 12:15:23.159733,2026-06-18 12:15:23.159733
2590,18,207,Cheese,Dairy,kg,77,39,95,188.87,14542.99,Active,2026-06-18 12:15:23.159733,2026-06-18 12:15:23.159733
2591,18,206,Milk,Dairy,litre,142,39,156,188.58,26778.36,Active,2026-06-18 12:15:23.159733,2026-06-18 12:15:23.159733
2592,18,209,Rice,Grains,kg,55,34,91,181.72,9994.6,Active,2026-06-18 12:15:23.159733,2026-06-18 12:15:23.159733
2593,18,208,Cleaning Liquid,Cleaning,litre,37,23,182,202.04,7475.48,Active,2026-06-18 12:15:23.160733,2026-06-18 12:15:23.160733
2594,18,206,Soft Drinks,Beverages,case,131,22,145,247.73,32452.63,Active,2026-06-18 12:15:23.160733,2026-06-18 12:15:23.160733
2595,18,207,Soft Drinks,Beverages,case,170,24,182,180.09,30615.3,Active,2026-06-18 12:15:23.160733,2026-06-18 12:15:23.160733
2596,18,210,Tea Leaves,Beverages,kg,66,18,109,117.37,7746.42,Active,2026-06-18 12:15:23.160733,2026-06-18 12:15:23.160733
2597,18,211,Flour,Grains,kg,31,14,67,200.1,6203.1,Active,2026-06-18 12:15:23.160733,2026-06-18 12:15:23.160733
2598,18,210,Sugar,Groceries,kg,110,12,125,136.16,14977.6,Active,2026-06-18 12:15:23.161737,2026-06-18 12:15:23.161737
2599,18,210,Milk,Dairy,litre,37,28,179,154.27,5707.99,Active,2026-06-18 12:15:23.162306,2026-06-18 12:15:23.162306
2600,18,206,Cheese,Dairy,kg,118,18,132,163.6,19304.8,Active,2026-06-18 12:15:23.162306,2026-06-18 12:15:23.162306
2601,18,208,Cleaning Liquid,Cleaning,litre,49,10,91,142.54,6984.46,Active,2026-06-18 12:15:23.162306,2026-06-18 12:15:23.162306
2602,18,212,Milk,Dairy,litre,144,36,153,45.52,6554.88,Active,2026-06-18 12:15:23.163092,2026-06-18 12:15:23.163092
2603,18,209,Eggs,Dairy,dozen,12,10,172,117.14,1405.68,Active,2026-06-18 12:15:23.163092,2026-06-18 12:15:23.163092
2604,18,209,Cheese,Dairy,kg,80,25,217,102.74,8219.2,Active,2026-06-18 12:15:23.164150,2026-06-18 12:15:23.164150
2605,18,212,Mineral Water,Beverages,case,75,40,110,224.36,16827.0,Active,2026-06-18 12:15:23.164150,2026-06-18 12:15:23.164150
2606,18,206,Soft Drinks,Beverages,case,76,20,86,45.77,3478.52,Active,2026-06-18 12:15:23.165150,2026-06-18 12:15:23.165150
2607,18,208,Sugar,Groceries,kg,50,18,194,57.63,2881.5,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2608,18,209,Fish,Seafood,kg,28,14,76,29.5,826.0,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2609,18,211,Onions,Vegetables,kg,127,15,194,145.39,18464.53,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2610,18,207,Onions,Vegetables,kg,34,27,135,237.97,8090.98,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2611,18,205,Sugar,Groceries,kg,61,18,72,211.39,12894.79,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2612,18,208,Cheese,Dairy,kg,65,27,88,59.44,3863.6,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2613,18,209,Chicken Breast,Meat,kg,125,12,191,29.18,3647.5,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2614,18,207,Potatoes,Vegetables,kg,58,17,119,143.02,8295.16,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2615,18,206,Cooking Oil,Groceries,litre,84,12,171,36.63,3076.92,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2616,18,208,Milk,Dairy,litre,114,29,171,243.8,27793.2,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2617,18,210,Cheese,Dairy,kg,104,25,150,8.76,911.04,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2618,18,206,Cheese,Dairy,kg,130,11,135,38.37,4988.1,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2619,18,210,Mineral Water,Beverages,case,87,10,87,53.66,4668.42,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2620,18,210,Milk,Dairy,litre,174,26,206,178.5,31059.0,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2621,18,208,Rice,Grains,kg,30,22,221,164.61,4938.3,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2622,18,206,Mutton,Meat,kg,31,22,92,239.7,7430.7,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2623,18,208,Flour,Grains,kg,175,28,206,157.95,27641.25,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2624,18,209,Cooking Oil,Groceries,litre,94,27,108,199.75,18776.5,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2625,18,211,Cleaning Liquid,Cleaning,litre,158,25,209,110.81,17507.98,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2626,18,210,Sugar,Groceries,kg,91,16,213,227.86,20735.26,Active,2026-06-18 12:15:23.165909,2026-06-18 12:15:23.165909
2627,18,209,Milk,Dairy,litre,76,17,159,114.5,8702.0,Active,2026-06-18 12:15:23.174234,2026-06-18 12:15:23.174234
2628,18,210,Chicken Breast,Meat,kg,88,32,143,183.47,16145.36,Active,2026-06-18 12:15:23.174234,2026-06-18 12:15:23.174234
2629,18,207,Cooking Oil,Groceries,litre,66,21,91,140.55,9276.3,Active,2026-06-18 12:15:23.174234,2026-06-18 12:15:23.174234
2630,18,207,Potatoes,Vegetables,kg,162,39,181,151.7,24575.4,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2631,18,211,Eggs,Dairy,dozen,93,35,192,142.77,13277.61,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2632,18,212,Mutton,Meat,kg,101,39,226,194.34,19628.34,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2633,18,209,Cooking Oil,Groceries,litre,201,31,230,35.4,7115.4,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2634,18,212,Sugar,Groceries,kg,78,35,158,79.15,6173.7,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2635,18,210,Potatoes,Vegetables,kg,152,23,180,245.83,37366.16,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2636,18,210,Mineral Water,Beverages,case,48,25,125,219.23,10523.04,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2637,18,206,Tomatoes,Vegetables,kg,68,15,95,66.58,4527.44,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2638,18,208,Soft Drinks,Beverages,case,57,32,202,32.47,1850.79,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2639,18,206,Onions,Vegetables,kg,42,36,196,172.82,7258.44,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2640,18,210,Potatoes,Vegetables,kg,149,14,195,229.74,34231.26,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2641,18,210,Cooking Oil,Groceries,litre,72,21,103,174.54,12566.88,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2642,18,210,Flour,Grains,kg,47,32,157,84.87,3988.89,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2643,18,209,Milk,Dairy,litre,33,28,105,19.36,638.88,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2644,18,208,Cheese,Dairy,kg,144,40,204,158.08,22763.52,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2645,18,208,Cooking Oil,Groceries,litre,53,19,191,183.63,9732.39,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2646,18,206,Mineral Water,Beverages,case,60,39,219,38.91,2334.6,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2647,18,208,Tomatoes,Vegetables,kg,144,28,172,95.46,13746.24,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2648,18,212,Eggs,Dairy,dozen,165,15,195,70.55,11640.75,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2649,18,207,Chicken Breast,Meat,kg,80,17,143,85.94,6875.2,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2650,18,207,Mineral Water,Beverages,case,174,26,210,127.55,22193.7,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2651,18,211,Cooking Oil,Groceries,litre,117,19,151,80.33,9398.61,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2652,18,208,Fish,Seafood,kg,45,40,126,203.68,9165.6,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2653,18,206,Rice,Grains,kg,94,23,205,144.21,13555.74,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2654,18,211,Cleaning Liquid,Cleaning,litre,64,20,95,71.91,4602.24,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2655,18,211,Chicken Breast,Meat,kg,81,19,139,110.29,8933.49,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2656,18,209,Fish,Seafood,kg,96,19,135,188.61,18106.56,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2657,18,207,Flour,Grains,kg,49,31,152,24.9,1220.1,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2658,18,209,Soft Drinks,Beverages,case,79,36,216,7.81,616.99,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2659,18,211,Onions,Vegetables,kg,177,40,228,199.95,35391.15,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2660,18,206,Tomatoes,Vegetables,kg,48,25,81,51.58,2475.84,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2661,18,205,Mineral Water,Beverages,case,156,23,186,32.42,5057.52,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2662,18,212,Eggs,Dairy,dozen,34,19,97,111.66,3796.44,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2663,18,207,Cooking Oil,Groceries,litre,36,25,142,216.26,7785.36,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2664,18,212,Sugar,Groceries,kg,78,33,112,201.11,15686.58,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2665,18,208,Flour,Grains,kg,74,33,102,40.03,2962.22,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2666,18,210,Milk,Dairy,litre,179,18,184,184.14,32961.06,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2667,18,212,Potatoes,Vegetables,kg,41,32,162,108.91,4465.31,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2668,18,207,Tea Leaves,Beverages,kg,91,20,118,165.62,15071.42,Active,2026-06-18 12:15:23.175161,2026-06-18 12:15:23.175161
2669,18,211,Onions,Vegetables,kg,55,40,92,35.08,1929.4,Active,2026-06-18 12:15:23.182659,2026-06-18 12:15:23.182659
2670,18,208,Butter,Dairy,kg,123,37,143,49.72,6115.56,Active,2026-06-18 12:15:23.182659,2026-06-18 12:15:23.182659
2671,18,208,Coffee Beans,Beverages,kg,61,14,188,183.66,11203.26,Active,2026-06-18 12:15:23.182659,2026-06-18 12:15:23.182659
2672,18,206,Salt,Groceries,kg,95,14,114,219.09,20813.55,Active,2026-06-18 12:15:23.182659,2026-06-18 12:15:23.182659
2673,18,209,Tea Leaves,Beverages,kg,37,37,141,109.15,4038.55,Active,2026-06-18 12:15:23.182659,2026-06-18 12:15:23.182659
2674,18,207,Coffee Beans,Beverages,kg,117,27,130,45.35,5305.95,Active,2026-06-18 12:15:23.183668,2026-06-18 12:15:23.183668
2675,18,210,Cooking Oil,Groceries,litre,110,32,149,95.69,10525.9,Active,2026-06-18 12:15:23.183668,2026-06-18 12:15:23.183668
2676,18,206,Mineral Water,Beverages,case,140,17,156,133.08,18631.2,Active,2026-06-18 12:15:23.183668,2026-06-18 12:15:23.183668
2677,18,206,Fish,Seafood,kg,145,38,164,58.74,8517.3,Active,2026-06-18 12:15:23.183668,2026-06-18 12:15:23.183668
2678,18,210,Salt,Groceries,kg,156,31,205,199.39,31104.84,Active,2026-06-18 12:15:23.183668,2026-06-18 12:15:23.183668
2679,18,205,Butter,Dairy,kg,168,29,170,120.76,20287.68,Active,2026-06-18 12:15:23.183668,2026-06-18 12:15:23.183668
2680,18,206,Chicken Breast,Meat,kg,53,17,95,105.48,5590.44,Active,2026-06-18 12:15:23.184665,2026-06-18 12:15:23.184665
2681,18,212,Eggs,Dairy,dozen,104,20,133,106.79,11106.16,Active,2026-06-18 12:15:23.184665,2026-06-18 12:15:23.184665
2682,18,207,Fish,Seafood,kg,53,24,155,87.55,4640.15,Active,2026-06-18 12:15:23.185667,2026-06-18 12:15:23.185667
2683,18,207,Butter,Dairy,kg,93,32,114,210.19,19547.67,Active,2026-06-18 12:15:23.185667,2026-06-18 12:15:23.185667
2684,18,205,Coffee Beans,Beverages,kg,89,29,184,8.21,730.69,Active,2026-06-18 12:15:23.185667,2026-06-18 12:15:23.185667
2685,18,212,Sugar,Groceries,kg,126,26,131,102.84,12957.84,Active,2026-06-18 12:15:23.185667,2026-06-18 12:15:23.185667
2686,18,206,Soft Drinks,Beverages,case,100,34,166,169.07,16907.0,Active,2026-06-18 12:15:23.186668,2026-06-18 12:15:23.186668
2687,18,206,Cooking Oil,Groceries,litre,130,22,185,100.27,13035.1,Active,2026-06-18 12:15:23.186668,2026-06-18 12:15:23.186668
2688,18,209,Onions,Vegetables,kg,74,18,192,85.62,6335.88,Active,2026-06-18 12:15:23.186668,2026-06-18 12:15:23.186668
2689,18,205,Onions,Vegetables,kg,123,19,183,56.11,6901.53,Active,2026-06-18 12:15:23.186668,2026-06-18 12:15:23.186668
2690,18,212,Fish,Seafood,kg,126,27,129,156.7,19744.2,Active,2026-06-18 12:15:23.186668,2026-06-18 12:15:23.186668
2691,18,208,Cleaning Liquid,Cleaning,litre,62,29,163,151.64,9401.68,Active,2026-06-18 12:15:23.186668,2026-06-18 12:15:23.186668
2692,18,212,Tomatoes,Vegetables,kg,91,40,95,95.42,8683.22,Active,2026-06-18 12:15:23.187666,2026-06-18 12:15:23.187666
2693,18,209,Milk,Dairy,litre,55,39,179,164.08,9024.4,Active,2026-06-18 12:15:23.187666,2026-06-18 12:15:23.187666
2694,18,211,Tea Leaves,Beverages,kg,153,16,158,50.41,7712.73,Active,2026-06-18 12:15:23.187666,2026-06-18 12:15:23.187666
2695,18,209,Fish,Seafood,kg,137,36,223,215.07,29464.59,Active,2026-06-18 12:15:23.187666,2026-06-18 12:15:23.187666
2696,18,207,Flour,Grains,kg,66,19,110,83.54,5513.64,Active,2026-06-18 12:15:23.188668,2026-06-18 12:15:23.188668
2697,18,206,Rice,Grains,kg,28,27,140,9.98,279.44,Active,2026-06-18 12:15:23.188668,2026-06-18 12:15:23.188668
2698,18,206,Tomatoes,Vegetables,kg,60,34,218,125.87,7552.2,Active,2026-06-18 12:15:23.188668,2026-06-18 12:15:23.188668
2699,18,212,Coffee Beans,Beverages,kg,47,11,101,76.07,3575.29,Active,2026-06-18 12:15:23.188668,2026-06-18 12:15:23.188668
2700,18,207,Flour,Grains,kg,34,30,143,68.84,2340.56,Active,2026-06-18 12:15:23.188668,2026-06-18 12:15:23.188668
2701,19,214,Chicken Breast,Meat,kg,138,36,182,33.67,4646.46,Active,2026-06-18 12:15:23.189665,2026-06-18 12:15:23.189665
2702,19,213,Sugar,Groceries,kg,46,37,108,19.4,892.4,Active,2026-06-18 12:15:23.189665,2026-06-18 12:15:23.189665
2703,19,218,Cooking Oil,Groceries,litre,57,10,63,207.73,11840.61,Active,2026-06-18 12:15:23.189665,2026-06-18 12:15:23.189665
2704,19,217,Cleaning Liquid,Cleaning,litre,51,39,127,184.23,9395.73,Active,2026-06-18 12:15:23.189665,2026-06-18 12:15:23.189665
2705,19,219,Butter,Dairy,kg,98,16,145,106.86,10472.28,Active,2026-06-18 12:15:23.190671,2026-06-18 12:15:23.190671
2706,19,216,Tomatoes,Vegetables,kg,77,19,139,51.46,3962.42,Active,2026-06-18 12:15:23.190671,2026-06-18 12:15:23.190671
2707,19,214,Sugar,Groceries,kg,150,30,227,94.77,14215.5,Active,2026-06-18 12:15:23.190671,2026-06-18 12:15:23.190671
2708,19,215,Cooking Oil,Groceries,litre,64,12,118,140.69,9004.16,Active,2026-06-18 12:15:23.191224,2026-06-18 12:15:23.191224
2709,19,218,Coffee Beans,Beverages,kg,148,19,205,61.91,9162.68,Active,2026-06-18 12:15:23.191224,2026-06-18 12:15:23.191224
2710,19,213,Tomatoes,Vegetables,kg,120,25,175,190.91,22909.2,Active,2026-06-18 12:15:23.191224,2026-06-18 12:15:23.191224
2711,19,218,Chicken Breast,Meat,kg,97,24,131,243.82,23650.54,Active,2026-06-18 12:15:23.191224,2026-06-18 12:15:23.191224
2712,19,217,Butter,Dairy,kg,91,34,143,93.09,8471.19,Active,2026-06-18 12:15:23.192283,2026-06-18 12:15:23.192283
2713,19,218,Mineral Water,Beverages,case,98,13,142,36.8,3606.4,Active,2026-06-18 12:15:23.192283,2026-06-18 12:15:23.192283
2714,19,215,Potatoes,Vegetables,kg,56,13,206,52.71,2951.76,Active,2026-06-18 12:15:23.192283,2026-06-18 12:15:23.192283
2715,19,219,Coffee Beans,Beverages,kg,38,28,141,36.19,1375.22,Active,2026-06-18 12:15:23.192283,2026-06-18 12:15:23.192283
