id,order_id,delivery_partner,delivery_status,delivery_distance_km,estimated_minutes,actual_minutes,delivery_charge,pickup_time,delivered_time,created_at,updated_at
2450,9724,Deliveroo,Delivered,8.19,58,60,14.61,2025-01-04 14:01:00,2025-01-04 14:51:00,2025-01-04 13:51:00,2025-01-04 14:51:00
2451,9726,Deliveroo,Delivered,3.53,28,40,5.36,2025-01-04 14:36:00,2025-01-04 15:06:00,2025-01-04 14:26:00,2025-01-04 15:06:00
2452,9728,Swiggy,Delivered,8.42,28,42,12.95,2025-01-04 14:22:00,2025-01-04 14:54:00,2025-01-04 14:12:00,2025-01-04 14:54:00
2453,9742,Just Eat,Delivered,4.76,27,24,8.24,2025-01-04 21:53:00,2025-01-04 22:07:00,2025-01-04 21:43:00,2025-01-04 22:07:00
2454,9751,Zomato,Delivered,11.82,56,66,23.9,2025-01-04 13:54:00,2025-01-04 14:50:00,2025-01-04 13:44:00,2025-01-04 14:50:00
2455,9752,Deliveroo,Delivered,10.9,49,44,15.44,2025-01-04 20:46:00,2025-01-04 21:20:00,2025-01-04 20:36:00,2025-01-04 21:20:00
2456,9754,Zomato,Delivered,3.9,55,65,8.45,2025-01-04 18:16:00,2025-01-04 19:11:00,2025-01-04 18:06:00,2025-01-04 19:11:00
2457,9758,Uber Eats,Delivered,10.56,47,42,22.14,2025-01-04 11:04:00,2025-01-04 11:36:00,2025-01-04 10:54:00,2025-01-04 11:36:00
2458,9761,Swiggy,Delivered,2.46,53,60,5.84,2025-01-04 20:53:00,2025-01-04 21:43:00,2025-01-04 20:43:00,2025-01-04 21:43:00
2459,9763,Uber Eats,Delivered,2.4,55,57,5.1,2025-01-04 18:54:00,2025-01-04 19:41:00,2025-01-04 18:44:00,2025-01-04 19:41:00
2460,9765,Uber Eats,Delivered,4.7,41,54,9.36,2025-01-04 14:03:00,2025-01-04 14:47:00,2025-01-04 13:53:00,2025-01-04 14:47:00
2461,9766,Swiggy,Delivered,11.94,22,19,25.79,2025-01-04 20:00:00,2025-01-04 20:09:00,2025-01-04 19:50:00,2025-01-04 20:09:00
2462,9772,Deliveroo,Delivered,11.45,46,61,20.43,2025-01-04 18:19:00,2025-01-04 19:10:00,2025-01-04 18:09:00,2025-01-04 19:10:00
2463,9780,In House,Delivered,4.18,50,49,9.0,2025-01-04 09:47:00,2025-01-04 10:26:00,2025-01-04 09:37:00,2025-01-04 10:26:00
2464,9785,Uber Eats,Delivered,9.43,52,49,13.18,2025-01-04 19:42:00,2025-01-04 20:21:00,2025-01-04 19:32:00,2025-01-04 20:21:00
2465,9787,Swiggy,Delivered,7.53,43,58,13.48,2025-01-04 12:46:00,2025-01-04 13:34:00,2025-01-04 12:36:00,2025-01-04 13:34:00
2466,9793,Uber Eats,Delivered,5.82,52,65,9.1,2025-01-04 19:12:00,2025-01-04 20:07:00,2025-01-04 19:02:00,2025-01-04 20:07:00
2467,9808,Just Eat,Delivered,3.55,51,56,4.48,2025-01-04 14:39:00,2025-01-04 15:25:00,2025-01-04 14:29:00,2025-01-04 15:25:00
2468,9814,Deliveroo,Delivered,10.87,57,68,24.97,2025-01-04 13:26:00,2025-01-04 14:24:00,2025-01-04 13:16:00,2025-01-04 14:24:00
2469,9816,Zomato,Delivered,4.14,44,49,9.04,2025-01-04 12:14:00,2025-01-04 12:53:00,2025-01-04 12:04:00,2025-01-04 12:53:00
2470,9819,Just Eat,Delivered,1.46,33,41,2.74,2025-01-04 11:25:00,2025-01-04 11:56:00,2025-01-04 11:15:00,2025-01-04 11:56:00
2471,9824,Zomato,Delivered,10.68,40,38,17.64,2025-01-04 14:53:00,2025-01-04 15:21:00,2025-01-04 14:43:00,2025-01-04 15:21:00
2472,9830,Zomato,Delivered,2.3,37,47,4.07,2025-01-04 12:10:00,2025-01-04 12:47:00,2025-01-04 12:00:00,2025-01-04 12:47:00
2473,9832,Zomato,Delivered,4.17,36,50,9.09,2025-01-04 12:46:00,2025-01-04 13:26:00,2025-01-04 12:36:00,2025-01-04 13:26:00
2474,9835,Just Eat,Delivered,8.33,29,27,12.24,2025-01-04 11:19:00,2025-01-04 11:36:00,2025-01-04 11:09:00,2025-01-04 11:36:00
2475,9836,Just Eat,Delivered,9.3,21,35,22.07,2025-01-04 21:56:00,2025-01-04 22:21:00,2025-01-04 21:46:00,2025-01-04 22:21:00
2476,9838,Uber Eats,Delivered,6.92,32,27,12.7,2025-01-04 20:23:00,2025-01-04 20:40:00,2025-01-04 20:13:00,2025-01-04 20:40:00
2477,9842,Deliveroo,Delivered,5.06,38,51,8.88,2025-01-04 11:48:00,2025-01-04 12:29:00,2025-01-04 11:38:00,2025-01-04 12:29:00
2478,9854,In House,Delivered,6.73,49,53,16.11,2025-01-04 14:13:00,2025-01-04 14:56:00,2025-01-04 14:03:00,2025-01-04 14:56:00
2479,9861,Deliveroo,Delivered,8.77,27,36,20.66,2025-01-04 13:28:00,2025-01-04 13:54:00,2025-01-04 13:18:00,2025-01-04 13:54:00
2480,9865,Uber Eats,Delivered,3.89,28,31,8.37,2025-01-04 20:50:00,2025-01-04 21:11:00,2025-01-04 20:40:00,2025-01-04 21:11:00
2481,9867,Swiggy,Delivered,11.65,25,27,25.0,2025-01-04 20:16:00,2025-01-04 20:33:00,2025-01-04 20:06:00,2025-01-04 20:33:00
2482,9882,In House,Delivered,2.72,41,44,4.87,2025-01-04 19:08:00,2025-01-04 19:42:00,2025-01-04 18:58:00,2025-01-04 19:42:00
2483,9884,Uber Eats,Delivered,6.64,24,29,15.67,2025-01-04 13:08:00,2025-01-04 13:27:00,2025-01-04 12:58:00,2025-01-04 13:27:00
2484,9889,Just Eat,Delivered,5.77,53,58,8.35,2025-01-04 18:40:00,2025-01-04 19:28:00,2025-01-04 18:30:00,2025-01-04 19:28:00
2485,9891,In House,Delivered,8.27,60,56,20.13,2025-01-04 21:53:00,2025-01-04 22:39:00,2025-01-04 21:43:00,2025-01-04 22:39:00
2486,9894,Zomato,Delivered,1.09,28,41,1.84,2025-01-04 12:39:00,2025-01-04 13:10:00,2025-01-04 12:29:00,2025-01-04 13:10:00
2487,9896,Zomato,Delivered,8.41,36,46,11.75,2025-01-04 19:12:00,2025-01-04 19:48:00,2025-01-04 19:02:00,2025-01-04 19:48:00
2488,9897,Uber Eats,Delivered,9.07,38,37,13.23,2025-01-04 19:40:00,2025-01-04 20:07:00,2025-01-04 19:30:00,2025-01-04 20:07:00
2489,9912,Deliveroo,Delivered,11.46,33,28,20.22,2025-01-04 10:49:00,2025-01-04 11:07:00,2025-01-04 10:39:00,2025-01-04 11:07:00
2490,9913,In House,Delivered,7.14,33,33,8.93,2025-01-04 10:10:00,2025-01-04 10:33:00,2025-01-04 10:00:00,2025-01-04 10:33:00
2491,9914,In House,Delivered,3.89,44,59,7.62,2025-01-04 20:25:00,2025-01-04 21:14:00,2025-01-04 20:15:00,2025-01-04 21:14:00
2492,9915,Zomato,Delivered,4.84,53,53,11.33,2025-01-04 13:52:00,2025-01-04 14:35:00,2025-01-04 13:42:00,2025-01-04 14:35:00
2493,9916,Deliveroo,Delivered,10.63,51,61,23.77,2025-01-04 19:10:00,2025-01-04 20:01:00,2025-01-04 19:00:00,2025-01-04 20:01:00
2494,9919,Zomato,Delivered,7.58,54,64,12.01,2025-01-04 14:14:00,2025-01-04 15:08:00,2025-01-04 14:04:00,2025-01-04 15:08:00
2495,9921,Swiggy,Delivered,2.24,38,46,5.51,2025-01-04 12:47:00,2025-01-04 13:23:00,2025-01-04 12:37:00,2025-01-04 13:23:00
2496,9922,Swiggy,Delivered,3.72,47,45,5.32,2025-01-04 19:18:00,2025-01-04 19:53:00,2025-01-04 19:08:00,2025-01-04 19:53:00
2497,9925,Deliveroo,Delivered,8.27,42,49,17.5,2025-01-04 19:20:00,2025-01-04 19:59:00,2025-01-04 19:10:00,2025-01-04 19:59:00
2498,9927,Zomato,Delivered,10.24,51,65,17.77,2025-01-04 09:47:00,2025-01-04 10:42:00,2025-01-04 09:37:00,2025-01-04 10:42:00
2499,9929,Deliveroo,Delivered,1.32,37,48,1.95,2025-01-04 13:04:00,2025-01-04 13:42:00,2025-01-04 12:54:00,2025-01-04 13:42:00
2500,9935,Deliveroo,Delivered,1.67,40,43,3.47,2025-01-04 18:25:00,2025-01-04 18:58:00,2025-01-04 18:15:00,2025-01-04 18:58:00
2501,9938,Uber Eats,Delivered,5.31,48,56,9.12,2025-01-04 18:53:00,2025-01-04 19:39:00,2025-01-04 18:43:00,2025-01-04 19:39:00
2502,9940,Uber Eats,Delivered,3.95,34,39,8.01,2025-01-04 11:25:00,2025-01-04 11:54:00,2025-01-04 11:15:00,2025-01-04 11:54:00
2503,9942,Zomato,Delivered,4.39,46,48,8.54,2025-01-04 15:01:00,2025-01-04 15:39:00,2025-01-04 14:51:00,2025-01-04 15:39:00
2504,9951,Just Eat,Delivered,6.9,60,58,16.78,2025-01-04 13:59:00,2025-01-04 14:47:00,2025-01-04 13:49:00,2025-01-04 14:47:00
2505,9954,In House,Delivered,7.72,28,42,14.68,2025-01-04 18:21:00,2025-01-04 18:53:00,2025-01-04 18:11:00,2025-01-04 18:53:00
2506,9956,Swiggy,Delivered,1.23,44,41,2.72,2025-01-04 14:56:00,2025-01-04 15:27:00,2025-01-04 14:46:00,2025-01-04 15:27:00
2507,9961,Just Eat,Delivered,11.03,55,52,22.63,2025-01-04 21:31:00,2025-01-04 22:13:00,2025-01-04 21:21:00,2025-01-04 22:13:00
2508,9962,Just Eat,Delivered,3.32,54,55,8.24,2025-01-04 21:37:00,2025-01-04 22:22:00,2025-01-04 21:27:00,2025-01-04 22:22:00
2509,9964,Swiggy,Delivered,5.35,34,38,11.99,2025-01-04 13:49:00,2025-01-04 14:17:00,2025-01-04 13:39:00,2025-01-04 14:17:00
2510,9966,Uber Eats,Delivered,4.65,33,45,10.01,2025-01-04 19:18:00,2025-01-04 19:53:00,2025-01-04 19:08:00,2025-01-04 19:53:00
2511,9974,Deliveroo,Delivered,1.4,21,32,1.87,2025-01-04 18:52:00,2025-01-04 19:14:00,2025-01-04 18:42:00,2025-01-04 19:14:00
2512,9979,Uber Eats,Delivered,9.7,22,22,15.21,2025-01-04 12:51:00,2025-01-04 13:03:00,2025-01-04 12:41:00,2025-01-04 13:03:00
2513,9980,Uber Eats,Delivered,3.53,35,31,5.49,2025-01-04 19:24:00,2025-01-04 19:45:00,2025-01-04 19:14:00,2025-01-04 19:45:00
2514,9987,In House,Delivered,9.94,44,59,17.11,2025-01-04 20:07:00,2025-01-04 20:56:00,2025-01-04 19:57:00,2025-01-04 20:56:00
2515,9989,In House,Delivered,10.64,25,22,13.79,2025-01-04 11:45:00,2025-01-04 11:57:00,2025-01-04 11:35:00,2025-01-04 11:57:00
2516,9993,Just Eat,Delivered,8.74,46,41,10.66,2025-01-04 12:43:00,2025-01-04 13:14:00,2025-01-04 12:33:00,2025-01-04 13:14:00
2517,9998,Deliveroo,Delivered,7.65,29,27,16.5,2025-01-04 19:08:00,2025-01-04 19:25:00,2025-01-04 18:58:00,2025-01-04 19:25:00
2518,9999,Deliveroo,Delivered,3.14,58,62,6.97,2025-01-04 12:39:00,2025-01-04 13:31:00,2025-01-04 12:29:00,2025-01-04 13:31:00
2519,10007,Zomato,Delivered,6.64,21,25,10.33,2025-01-04 14:01:00,2025-01-04 14:16:00,2025-01-04 13:51:00,2025-01-04 14:16:00
2520,10015,Deliveroo,Delivered,2.1,56,66,3.55,2025-01-04 13:02:00,2025-01-04 13:58:00,2025-01-04 12:52:00,2025-01-04 13:58:00
2521,10016,Swiggy,Delivered,2.02,46,58,3.16,2025-01-04 18:53:00,2025-01-04 19:41:00,2025-01-04 18:43:00,2025-01-04 19:41:00
2522,10037,Uber Eats,Delivered,10.98,54,65,16.67,2025-01-04 18:35:00,2025-01-04 19:30:00,2025-01-04 18:25:00,2025-01-04 19:30:00
2523,10039,In House,Delivered,11.92,45,51,26.12,2025-01-04 13:01:00,2025-01-04 13:42:00,2025-01-04 12:51:00,2025-01-04 13:42:00
2524,10050,Deliveroo,Delivered,2.19,34,47,5.4,2025-01-04 12:25:00,2025-01-04 13:02:00,2025-01-04 12:15:00,2025-01-04 13:02:00
2525,10054,Uber Eats,Delivered,9.48,48,54,17.25,2025-01-04 19:26:00,2025-01-04 20:10:00,2025-01-04 19:16:00,2025-01-04 20:10:00
2526,10055,Uber Eats,Delivered,8.07,41,40,18.18,2025-01-04 10:33:00,2025-01-04 11:03:00,2025-01-04 10:23:00,2025-01-04 11:03:00
2527,10058,Deliveroo,Delivered,2.05,30,31,4.76,2025-01-04 19:24:00,2025-01-04 19:45:00,2025-01-04 19:14:00,2025-01-04 19:45:00
2528,10065,Deliveroo,Delivered,7.53,25,24,12.98,2025-01-04 21:08:00,2025-01-04 21:22:00,2025-01-04 20:58:00,2025-01-04 21:22:00
2529,10066,Deliveroo,Delivered,6.76,56,58,8.63,2025-01-04 21:53:00,2025-01-04 22:41:00,2025-01-04 21:43:00,2025-01-04 22:41:00
2530,10071,Uber Eats,Delivered,3.77,39,44,8.61,2025-01-04 21:54:00,2025-01-04 22:28:00,2025-01-04 21:44:00,2025-01-04 22:28:00
2531,10072,Uber Eats,Delivered,4.54,56,70,7.85,2025-01-04 19:24:00,2025-01-04 20:24:00,2025-01-04 19:14:00,2025-01-04 20:24:00
2532,10093,Just Eat,Delivered,3.95,33,45,8.82,2025-01-04 14:03:00,2025-01-04 14:38:00,2025-01-04 13:53:00,2025-01-04 14:38:00
2533,10098,Deliveroo,Delivered,6.5,35,40,11.7,2025-01-04 12:28:00,2025-01-04 12:58:00,2025-01-04 12:18:00,2025-01-04 12:58:00
2534,10101,Uber Eats,Delivered,6.66,25,23,11.68,2025-01-04 10:20:00,2025-01-04 10:33:00,2025-01-04 10:10:00,2025-01-04 10:33:00
2535,10102,Uber Eats,Delivered,5.13,20,20,9.62,2025-01-04 11:07:00,2025-01-04 11:17:00,2025-01-04 10:57:00,2025-01-04 11:17:00
2536,10103,Deliveroo,Delivered,2.83,48,46,3.54,2025-01-04 11:29:00,2025-01-04 12:05:00,2025-01-04 11:19:00,2025-01-04 12:05:00
2537,10106,In House,Delivered,6.45,60,71,11.83,2025-01-04 20:41:00,2025-01-04 21:42:00,2025-01-04 20:31:00,2025-01-04 21:42:00
2538,10109,Uber Eats,Delivered,10.62,46,53,12.87,2025-01-04 18:59:00,2025-01-04 19:42:00,2025-01-04 18:49:00,2025-01-04 19:42:00
2539,10118,Just Eat,Delivered,5.79,38,41,10.88,2025-01-04 12:31:00,2025-01-04 13:02:00,2025-01-04 12:21:00,2025-01-04 13:02:00
2540,10132,Swiggy,Delivered,10.78,56,71,15.26,2025-01-04 14:11:00,2025-01-04 15:12:00,2025-01-04 14:01:00,2025-01-04 15:12:00
2541,10134,Swiggy,Delivered,6.76,33,47,16.48,2025-01-04 14:04:00,2025-01-04 14:41:00,2025-01-04 13:54:00,2025-01-04 14:41:00
2542,10138,Swiggy,Delivered,6.71,36,46,12.09,2025-01-04 20:07:00,2025-01-04 20:43:00,2025-01-04 19:57:00,2025-01-04 20:43:00
2543,10143,Deliveroo,Delivered,11.2,28,28,21.07,2025-01-04 20:58:00,2025-01-04 21:16:00,2025-01-04 20:48:00,2025-01-04 21:16:00
2544,10145,Uber Eats,Delivered,1.11,46,46,1.55,2025-01-04 11:04:00,2025-01-04 11:40:00,2025-01-04 10:54:00,2025-01-04 11:40:00
2545,10146,Zomato,Delivered,11.93,20,24,25.2,2025-01-04 14:27:00,2025-01-04 14:41:00,2025-01-04 14:17:00,2025-01-04 14:41:00
2546,10150,Uber Eats,Delivered,8.63,54,63,14.07,2025-01-04 21:06:00,2025-01-04 21:59:00,2025-01-04 20:56:00,2025-01-04 21:59:00
2547,10156,In House,Delivered,7.87,58,58,10.13,2025-01-04 19:23:00,2025-01-04 20:11:00,2025-01-04 19:13:00,2025-01-04 20:11:00
2548,10159,Zomato,Delivered,7.15,34,40,14.42,2025-01-04 11:56:00,2025-01-04 12:26:00,2025-01-04 11:46:00,2025-01-04 12:26:00
2549,10162,Swiggy,Delivered,4.02,47,60,8.64,2025-01-04 13:00:00,2025-01-04 13:50:00,2025-01-04 12:50:00,2025-01-04 13:50:00
2550,10166,In House,Delivered,7.87,45,48,15.18,2025-01-04 19:36:00,2025-01-04 20:14:00,2025-01-04 19:26:00,2025-01-04 20:14:00
2551,10169,In House,Delivered,8.25,24,37,11.53,2025-01-04 10:28:00,2025-01-04 10:55:00,2025-01-04 10:18:00,2025-01-04 10:55:00
2552,10171,Zomato,Delivered,3.38,31,34,6.53,2025-01-04 12:32:00,2025-01-04 12:56:00,2025-01-04 12:22:00,2025-01-04 12:56:00
2553,10175,Swiggy,Delivered,9.77,57,72,21.45,2025-01-04 20:03:00,2025-01-04 21:05:00,2025-01-04 19:53:00,2025-01-04 21:05:00
2554,10187,In House,Delivered,7.33,57,71,11.44,2025-01-04 18:17:00,2025-01-04 19:18:00,2025-01-04 18:07:00,2025-01-04 19:18:00
2555,10196,Zomato,Delivered,10.58,50,51,15.01,2025-01-04 22:02:00,2025-01-04 22:43:00,2025-01-04 21:52:00,2025-01-04 22:43:00
2556,10200,Zomato,Delivered,11.88,25,39,16.52,2025-01-04 13:11:00,2025-01-04 13:40:00,2025-01-04 13:01:00,2025-01-04 13:40:00
2557,10206,Uber Eats,Delivered,6.23,20,25,8.11,2025-01-04 12:26:00,2025-01-04 12:41:00,2025-01-04 12:16:00,2025-01-04 12:41:00
2558,10210,Swiggy,Delivered,2.51,48,56,5.18,2025-01-04 20:48:00,2025-01-04 21:34:00,2025-01-04 20:38:00,2025-01-04 21:34:00
2559,10212,Deliveroo,Delivered,4.33,27,29,8.35,2025-01-04 13:08:00,2025-01-04 13:27:00,2025-01-04 12:58:00,2025-01-04 13:27:00
2560,10215,Just Eat,Delivered,9.51,50,56,15.27,2025-01-04 19:44:00,2025-01-04 20:30:00,2025-01-04 19:34:00,2025-01-04 20:30:00
2561,10216,Zomato,Delivered,4.49,25,39,10.3,2025-01-04 21:20:00,2025-01-04 21:49:00,2025-01-04 21:10:00,2025-01-04 21:49:00
2562,10226,Just Eat,Delivered,11.4,37,36,26.13,2025-01-04 12:59:00,2025-01-04 13:25:00,2025-01-04 12:49:00,2025-01-04 13:25:00
2563,10230,Deliveroo,Delivered,5.86,36,34,11.28,2025-01-04 14:25:00,2025-01-04 14:49:00,2025-01-04 14:15:00,2025-01-04 14:49:00
2564,10232,Deliveroo,Delivered,8.17,31,26,19.0,2025-01-04 18:44:00,2025-01-04 19:00:00,2025-01-04 18:34:00,2025-01-04 19:00:00
2565,10234,Just Eat,Delivered,9.48,42,50,14.01,2025-01-04 19:02:00,2025-01-04 19:42:00,2025-01-04 18:52:00,2025-01-04 19:42:00
2566,10237,In House,Delivered,10.64,32,39,17.94,2025-01-04 20:44:00,2025-01-04 21:13:00,2025-01-04 20:34:00,2025-01-04 21:13:00
2567,10239,Zomato,Delivered,11.95,32,41,19.95,2025-01-04 15:04:00,2025-01-04 15:35:00,2025-01-04 14:54:00,2025-01-04 15:35:00
2568,10240,Swiggy,Delivered,1.06,39,44,1.4,2025-01-04 10:33:00,2025-01-04 11:07:00,2025-01-04 10:23:00,2025-01-04 11:07:00
2569,10243,Uber Eats,Delivered,11.07,52,47,22.02,2025-01-04 21:11:00,2025-01-04 21:48:00,2025-01-04 21:01:00,2025-01-04 21:48:00
2570,10244,In House,Delivered,8.12,50,57,10.21,2025-01-04 14:05:00,2025-01-04 14:52:00,2025-01-04 13:55:00,2025-01-04 14:52:00
2571,10245,Just Eat,Delivered,8.75,37,52,11.15,2025-01-04 12:27:00,2025-01-04 13:09:00,2025-01-04 12:17:00,2025-01-04 13:09:00
2572,10246,Deliveroo,Delivered,10.06,50,64,20.34,2025-01-04 20:15:00,2025-01-04 21:09:00,2025-01-04 20:05:00,2025-01-04 21:09:00
2573,10247,Uber Eats,Delivered,2.91,54,52,3.64,2025-01-04 13:14:00,2025-01-04 13:56:00,2025-01-04 13:04:00,2025-01-04 13:56:00
2574,10249,Zomato,Delivered,7.74,29,29,18.05,2025-01-04 12:22:00,2025-01-04 12:41:00,2025-01-04 12:12:00,2025-01-04 12:41:00
2575,10262,In House,Delivered,1.91,27,23,3.39,2025-01-04 14:10:00,2025-01-04 14:23:00,2025-01-04 14:00:00,2025-01-04 14:23:00
2576,10267,Zomato,Delivered,1.69,26,38,2.64,2025-01-04 19:28:00,2025-01-04 19:56:00,2025-01-04 19:18:00,2025-01-04 19:56:00
2577,10275,Swiggy,Delivered,8.21,21,26,18.79,2025-01-04 13:50:00,2025-01-04 14:06:00,2025-01-04 13:40:00,2025-01-04 14:06:00
2578,10278,Swiggy,Delivered,10.88,30,43,23.27,2025-01-04 20:23:00,2025-01-04 20:56:00,2025-01-04 20:13:00,2025-01-04 20:56:00
2579,10279,In House,Delivered,6.68,45,53,15.29,2025-01-04 13:42:00,2025-01-04 14:25:00,2025-01-04 13:32:00,2025-01-04 14:25:00
2580,10281,Swiggy,Delivered,1.68,32,43,2.34,2025-01-04 18:37:00,2025-01-04 19:10:00,2025-01-04 18:27:00,2025-01-04 19:10:00
2581,10288,Zomato,Delivered,1.92,48,44,2.99,2025-01-04 12:38:00,2025-01-04 13:12:00,2025-01-04 12:28:00,2025-01-04 13:12:00
2582,10289,Uber Eats,Delivered,8.58,46,46,17.38,2025-01-04 19:56:00,2025-01-04 20:32:00,2025-01-04 19:46:00,2025-01-04 20:32:00
2583,10297,Deliveroo,Delivered,4.42,55,61,5.98,2025-01-04 21:39:00,2025-01-04 22:30:00,2025-01-04 21:29:00,2025-01-04 22:30:00
2584,10300,Uber Eats,Delivered,7.25,25,38,17.47,2025-01-04 14:54:00,2025-01-04 15:22:00,2025-01-04 14:44:00,2025-01-04 15:22:00
2585,10308,Zomato,Delivered,2.28,25,25,4.9,2025-01-04 15:03:00,2025-01-04 15:18:00,2025-01-04 14:53:00,2025-01-04 15:18:00
2586,10311,Uber Eats,Delivered,4.49,60,55,9.86,2025-01-04 20:12:00,2025-01-04 20:57:00,2025-01-04 20:02:00,2025-01-04 20:57:00
2587,10313,In House,Delivered,3.39,43,52,4.43,2025-01-04 19:56:00,2025-01-04 20:38:00,2025-01-04 19:46:00,2025-01-04 20:38:00
2588,10314,Zomato,Delivered,11.38,39,54,27.6,2025-01-04 20:37:00,2025-01-04 21:21:00,2025-01-04 20:27:00,2025-01-04 21:21:00
2589,10316,In House,Delivered,9.22,28,32,11.7,2025-01-04 19:59:00,2025-01-04 20:21:00,2025-01-04 19:49:00,2025-01-04 20:21:00
2590,10320,Deliveroo,Delivered,4.16,37,36,8.05,2025-01-04 20:11:00,2025-01-04 20:37:00,2025-01-04 20:01:00,2025-01-04 20:37:00
2591,10322,Zomato,Delivered,3.49,32,35,8.2,2025-01-04 10:20:00,2025-01-04 10:45:00,2025-01-04 10:10:00,2025-01-04 10:45:00
2592,10323,Deliveroo,Delivered,11.77,36,45,18.17,2025-01-04 11:43:00,2025-01-04 12:18:00,2025-01-04 11:33:00,2025-01-04 12:18:00
2593,10334,Just Eat,Delivered,4.91,43,49,10.82,2025-01-04 14:22:00,2025-01-04 15:01:00,2025-01-04 14:12:00,2025-01-04 15:01:00
2594,10336,Just Eat,Delivered,5.95,60,60,7.42,2025-01-04 20:36:00,2025-01-04 21:26:00,2025-01-04 20:26:00,2025-01-04 21:26:00
2595,10337,In House,Delivered,5.24,54,67,7.72,2025-01-04 14:46:00,2025-01-04 15:43:00,2025-01-04 14:36:00,2025-01-04 15:43:00
2596,10338,Just Eat,Delivered,5.77,38,39,9.49,2025-01-04 20:04:00,2025-01-04 20:33:00,2025-01-04 19:54:00,2025-01-04 20:33:00
2597,10340,Zomato,Delivered,7.07,37,34,13.2,2025-01-04 19:17:00,2025-01-04 19:41:00,2025-01-04 19:07:00,2025-01-04 19:41:00
2598,10348,Uber Eats,Delivered,3.84,49,52,4.76,2025-01-04 20:59:00,2025-01-04 21:41:00,2025-01-04 20:49:00,2025-01-04 21:41:00
2599,10350,Deliveroo,Delivered,6.69,60,60,12.16,2025-01-04 19:56:00,2025-01-04 20:46:00,2025-01-04 19:46:00,2025-01-04 20:46:00
2600,10352,Just Eat,Delivered,7.46,43,56,12.62,2025-01-04 20:45:00,2025-01-04 21:31:00,2025-01-04 20:35:00,2025-01-04 21:31:00
2601,10354,Uber Eats,Delivered,10.91,40,38,22.02,2025-01-04 12:34:00,2025-01-04 13:02:00,2025-01-04 12:24:00,2025-01-04 13:02:00
2602,10355,Uber Eats,Delivered,2.75,50,55,4.5,2025-01-04 19:43:00,2025-01-04 20:28:00,2025-01-04 19:33:00,2025-01-04 20:28:00
2603,10363,Just Eat,Delivered,3.06,42,46,4.32,2025-01-04 12:14:00,2025-01-04 12:50:00,2025-01-04 12:04:00,2025-01-04 12:50:00
2604,10374,Deliveroo,Delivered,3.05,21,30,6.87,2025-01-04 19:39:00,2025-01-04 19:59:00,2025-01-04 19:29:00,2025-01-04 19:59:00
2605,10376,Zomato,Delivered,7.53,47,54,13.67,2025-01-04 20:18:00,2025-01-04 21:02:00,2025-01-04 20:08:00,2025-01-04 21:02:00
2606,10377,In House,Delivered,3.78,43,57,6.2,2025-01-04 20:01:00,2025-01-04 20:48:00,2025-01-04 19:51:00,2025-01-04 20:48:00
2607,10378,Just Eat,Delivered,5.41,22,24,11.86,2025-01-04 13:22:00,2025-01-04 13:36:00,2025-01-04 13:12:00,2025-01-04 13:36:00
2608,10380,Deliveroo,Delivered,2.19,47,50,5.34,2025-01-04 19:18:00,2025-01-04 19:58:00,2025-01-04 19:08:00,2025-01-04 19:58:00
2609,10388,Swiggy,Delivered,7.52,30,41,10.65,2025-01-04 20:40:00,2025-01-04 21:11:00,2025-01-04 20:30:00,2025-01-04 21:11:00
2610,10390,Just Eat,Delivered,10.75,53,54,26.2,2025-01-04 14:49:00,2025-01-04 15:33:00,2025-01-04 14:39:00,2025-01-04 15:33:00
2611,10394,Uber Eats,Delivered,9.27,28,33,20.63,2025-01-04 21:48:00,2025-01-04 22:11:00,2025-01-04 21:38:00,2025-01-04 22:11:00
2612,10402,Deliveroo,Delivered,11.67,39,38,26.16,2025-01-04 14:45:00,2025-01-04 15:13:00,2025-01-04 14:35:00,2025-01-04 15:13:00
2613,10404,Zomato,Delivered,5.36,49,44,11.02,2025-01-04 19:42:00,2025-01-04 20:16:00,2025-01-04 19:32:00,2025-01-04 20:16:00
2614,10406,Zomato,Delivered,10.71,39,43,13.97,2025-01-04 13:08:00,2025-01-04 13:41:00,2025-01-04 12:58:00,2025-01-04 13:41:00
2615,10408,Zomato,Delivered,10.44,47,44,22.36,2025-01-04 19:10:00,2025-01-04 19:44:00,2025-01-04 19:00:00,2025-01-04 19:44:00
2616,10413,Swiggy,Delivered,8.53,43,38,15.53,2025-01-04 13:49:00,2025-01-04 14:17:00,2025-01-04 13:39:00,2025-01-04 14:17:00
2617,10416,Deliveroo,Delivered,2.1,55,62,4.43,2025-01-04 19:15:00,2025-01-04 20:07:00,2025-01-04 19:05:00,2025-01-04 20:07:00
2618,10419,Uber Eats,Delivered,8.35,49,51,18.3,2025-01-04 20:00:00,2025-01-04 20:41:00,2025-01-04 19:50:00,2025-01-04 20:41:00
2619,10422,Swiggy,Delivered,5.26,40,39,9.05,2025-01-04 13:15:00,2025-01-04 13:44:00,2025-01-04 13:05:00,2025-01-04 13:44:00
2620,10424,Uber Eats,Delivered,10.88,47,61,18.63,2025-01-04 19:42:00,2025-01-04 20:33:00,2025-01-04 19:32:00,2025-01-04 20:33:00
2621,10427,Just Eat,Delivered,4.82,57,52,7.17,2025-01-04 14:28:00,2025-01-04 15:10:00,2025-01-04 14:18:00,2025-01-04 15:10:00
