id,cashup_id,pdq_machine_id,cash_amount,card_amount,upi_amount,online_amount,total_amount
1059,513,3,19243.13,21037.74,22259.15,11546.48,74086.5
1060,514,4,17159.78,59975.27,19466.13,11583.39,108184.57
1061,515,5,17524.92,64148.04,21967.22,11634.25,115274.43
1062,516,6,18799.89,20691.95,21470.89,12322.86,73285.59
1063,516,7,18799.89,20691.95,21470.89,12322.86,73285.59
1064,516,8,18799.89,20691.95,21470.89,12322.86,73285.59
1065,517,9,17724.3,33478.62,22346.04,11067.79,84616.75
1066,517,10,17724.3,33478.62,22346.04,11067.79,84616.75
1067,518,11,16451.69,65076.75,26335.18,12052.16,119915.78
1068,519,12,16036.36,60924.08,20225.87,12493.74,109680.05
1069,520,13,17234.53,21222.4,22454.02,11505.62,72416.57
1070,520,14,17234.53,21222.4,22454.02,11505.62,72416.57
1071,520,15,17234.53,21222.4,22454.02,11505.62,72416.57
1072,521,16,19260.4,21231.63,26863.42,11130.91,78486.36
1073,521,17,19260.4,21231.63,26863.42,11130.91,78486.36
1074,521,18,19260.4,21231.63,26863.42,11130.91,78486.36
1075,522,19,16664.21,28999.19,24492.69,11582.61,81738.7
1076,522,20,16664.21,28999.19,24492.69,11582.61,81738.7
1077,523,21,17130.47,61218.31,22687.42,10751.37,111787.57
1078,524,22,15814.91,19393.89,21594.43,13195.73,69998.96
1079,524,23,15814.91,19393.89,21594.43,13195.73,69998.96
1080,524,24,15814.91,19393.89,21594.43,13195.73,69998.96
1081,525,25,17496.9,58966.94,19683.6,11537.03,107684.47
1082,526,26,16933.39,29019.96,21206.25,13218.92,80378.52
1083,526,27,16933.39,29019.96,21206.25,13218.92,80378.52
1084,527,28,18864.11,31897.54,22782.31,11784.99,85328.95
1085,527,29,18864.11,31897.54,22782.31,11784.99,85328.95
1086,528,30,15962.87,29378.78,22099.86,10394.64,77836.15
1087,528,31,15962.87,29378.78,22099.86,10394.64,77836.15
1088,529,32,17174.76,61056.43,22580.42,13328.73,114140.34
1089,530,33,20947.91,20110.68,25202.7,11660.2,77921.49
1090,530,34,20947.91,20110.68,25202.7,11660.2,77921.49
1091,530,35,20947.91,20110.68,25202.7,11660.2,77921.49
1092,531,36,17714.37,21260.57,20276.74,11317.0,70568.68
1093,531,37,17714.37,21260.57,20276.74,11317.0,70568.68
1094,531,38,17714.37,21260.57,20276.74,11317.0,70568.68
1095,532,39,19275.86,21509.04,21499.91,11266.45,73551.26
1096,532,40,19275.86,21509.04,21499.91,11266.45,73551.26
1097,532,41,19275.86,21509.04,21499.91,11266.45,73551.26
1098,533,42,18161.57,22211.3,22670.93,11851.21,74895.01
1099,533,43,18161.57,22211.3,22670.93,11851.21,74895.01
1100,533,44,18161.57,22211.3,22670.93,11851.21,74895.01
1101,534,45,14026.56,63434.06,19762.31,9442.77,106665.7
1102,535,46,14554.85,27903.49,18401.41,10293.55,71153.3
1103,535,47,14554.85,27903.49,18401.41,10293.55,71153.3
1104,536,48,15515.01,21116.05,23572.71,13733.64,73937.41
1105,536,49,15515.01,21116.05,23572.71,13733.64,73937.41
1106,536,50,15515.01,21116.05,23572.71,13733.64,73937.41
1107,537,51,15837.18,29332.25,21748.12,9775.39,76692.94
1108,537,52,15837.18,29332.25,21748.12,9775.39,76692.94
1109,538,53,17119.88,19557.1,21645.7,9469.68,67792.36
1110,538,54,17119.88,19557.1,21645.7,9469.68,67792.36
1111,538,55,17119.88,19557.1,21645.7,9469.68,67792.36
1112,539,56,16393.87,19422.17,22207.01,10127.07,68150.12
1113,539,57,16393.87,19422.17,22207.01,10127.07,68150.12
1114,539,58,16393.87,19422.17,22207.01,10127.07,68150.12
1115,540,59,16908.27,31588.49,23010.01,11110.84,82617.61
1116,540,60,16908.27,31588.49,23010.01,11110.84,82617.61
1117,541,61,15123.56,61624.94,22685.2,11725.26,111158.96
1118,542,62,15210.09,63105.92,21498.1,9477.97,109292.08
1119,543,63,16705.78,58255.28,22489.48,10839.83,108290.37
1120,544,64,16717.26,31404.93,19795.04,10144.82,78062.05
1121,544,65,16717.26,31404.93,19795.04,10144.82,78062.05
1122,545,66,15834.01,64163.4,24008.0,10669.19,114674.6
1123,546,67,16436.96,19796.11,22262.14,11251.04,69746.25
1124,546,68,16436.96,19796.11,22262.14,11251.04,69746.25
1125,546,69,16436.96,19796.11,22262.14,11251.04,69746.25
1126,547,70,15204.35,30021.85,21065.9,10826.29,77118.39
1127,547,71,15204.35,30021.85,21065.9,10826.29,77118.39
1128,548,72,17637.79,31450.35,23687.49,12306.72,85082.35
1129,548,73,17637.79,31450.35,23687.49,12306.72,85082.35
1130,549,74,17699.8,19920.23,20797.38,11561.95,69979.36
1131,549,75,17699.8,19920.23,20797.38,11561.95,69979.36
1132,549,76,17699.8,19920.23,20797.38,11561.95,69979.36
1133,550,77,17515.23,20412.17,22713.85,11517.22,72158.47
1134,550,78,17515.23,20412.17,22713.85,11517.22,72158.47
1135,550,79,17515.23,20412.17,22713.85,11517.22,72158.47
1136,551,80,15838.78,30260.74,21794.24,10062.61,77956.37
1137,551,81,15838.78,30260.74,21794.24,10062.61,77956.37
1138,552,82,17604.97,64921.92,24604.24,11837.27,118968.4
1139,553,83,18482.56,31614.49,21966.22,9999.95,82063.22
1140,553,84,18482.56,31614.49,21966.22,9999.95,82063.22
1141,554,85,16916.8,63831.72,23614.14,9074.86,113437.52
1142,555,86,16575.68,19439.65,20972.7,11090.11,68078.14
1143,555,87,16575.68,19439.65,20972.7,11090.11,68078.14
1144,555,88,16575.68,19439.65,20972.7,11090.11,68078.14
1145,556,89,16392.93,63354.41,21778.52,10886.65,112412.51
1146,557,90,15987.33,30975.78,21940.59,11067.3,79971.0
1147,557,91,15987.33,30975.78,21940.59,11067.3,79971.0
1148,558,92,18378.62,19721.18,19042.3,11407.28,68549.38
1149,558,93,18378.62,19721.18,19042.3,11407.28,68549.38
1150,558,94,18378.62,19721.18,19042.3,11407.28,68549.38
1151,559,95,16189.06,20408.7,20501.23,11431.22,68530.21
1152,559,96,16189.06,20408.7,20501.23,11431.22,68530.21
1153,559,97,16189.06,20408.7,20501.23,11431.22,68530.21
1154,560,98,14421.4,19138.94,23610.34,11230.05,68400.73
1155,560,99,14421.4,19138.94,23610.34,11230.05,68400.73
1156,560,100,14421.4,19138.94,23610.34,11230.05,68400.73
1157,561,101,16386.5,29566.46,20401.33,10243.51,76597.8
1158,561,102,16386.5,29566.46,20401.33,10243.51,76597.8
1159,562,103,17402.36,63307.09,21412.77,11561.73,113683.95
1160,563,104,15301.31,19226.78,19884.75,9031.61,63444.45
1161,563,105,15301.31,19226.78,19884.75,9031.61,63444.45
1162,563,106,15301.31,19226.78,19884.75,9031.61,63444.45
1163,564,107,17796.71,18885.97,22147.4,9876.52,68706.6
1164,564,108,17796.71,18885.97,22147.4,9876.52,68706.6
1165,564,109,17796.71,18885.97,22147.4,9876.52,68706.6
1166,565,110,16889.91,64338.4,22737.52,12432.41,116398.24
1167,566,111,17952.4,31717.1,23421.87,10168.12,83259.49
1168,566,112,17952.4,31717.1,23421.87,10168.12,83259.49
1169,567,113,15182.22,19556.69,25674.65,12304.88,72718.44
1170,567,114,15182.22,19556.69,25674.65,12304.88,72718.44
1171,567,115,15182.22,19556.69,25674.65,12304.88,72718.44
1172,568,116,15978.17,29131.15,23081.03,11792.12,79982.47
1173,568,117,15978.17,29131.15,23081.03,11792.12,79982.47
1174,569,118,14897.37,31858.63,20569.35,11977.61,79302.96
1175,569,119,14897.37,31858.63,20569.35,11977.61,79302.96
1176,570,120,16340.96,62590.15,22276.16,11176.86,112384.13
1177,571,121,17597.23,20947.88,25393.4,10507.0,74445.51
1178,571,122,17597.23,20947.88,25393.4,10507.0,74445.51
1179,571,123,17597.23,20947.88,25393.4,10507.0,74445.51
1180,572,124,16924.41,64335.1,23101.6,12313.25,116674.36
1181,573,125,18835.75,61638.58,23285.7,12265.6,116025.63
1182,574,126,17623.89,20918.34,22563.22,12657.56,73763.01
1183,574,127,17623.89,20918.34,22563.22,12657.56,73763.01
1184,574,128,17623.89,20918.34,22563.22,12657.56,73763.01
1185,575,129,16800.89,32831.0,22059.6,11315.75,83007.24
1186,575,130,16800.89,32831.0,22059.6,11315.75,83007.24
1187,576,131,15281.03,30242.07,23372.15,10040.41,78935.66
1188,576,132,15281.03,30242.07,23372.15,10040.41,78935.66
1189,577,1,19243.13,21037.74,22259.15,11546.48,74086.5
1190,577,2,19243.13,21037.74,22259.15,11546.48,74086.5
1191,577,3,19243.13,21037.74,22259.15,11546.48,74086.5
1192,578,4,17159.78,59975.27,19466.13,11583.39,108184.57
1193,579,5,17524.92,64148.04,21967.22,11634.25,115274.43
1194,580,6,18799.89,20691.95,21470.89,12322.86,73285.59
1195,580,7,18799.89,20691.95,21470.89,12322.86,73285.59
1196,580,8,18799.89,20691.95,21470.89,12322.86,73285.59
1197,581,9,17724.3,33478.62,22346.04,11067.79,84616.75
1198,581,10,17724.3,33478.62,22346.04,11067.79,84616.75
1199,582,11,16451.69,65076.75,26335.18,12052.16,119915.78
1200,583,12,16036.36,60924.08,20225.87,12493.74,109680.05
1201,584,13,17234.53,21222.4,22454.02,11505.62,72416.57
1202,584,14,17234.53,21222.4,22454.02,11505.62,72416.57
1203,584,15,17234.53,21222.4,22454.02,11505.62,72416.57
1204,585,16,19260.4,21231.63,26863.42,11130.91,78486.36
1205,585,17,19260.4,21231.63,26863.42,11130.91,78486.36
1206,585,18,19260.4,21231.63,26863.42,11130.91,78486.36
1207,586,19,16664.21,28999.19,24492.69,11582.61,81738.7
1208,586,20,16664.21,28999.19,24492.69,11582.61,81738.7
1209,587,21,17130.47,61218.31,22687.42,10751.37,111787.57
1210,588,22,15814.91,19393.89,21594.43,13195.73,69998.96
1211,588,23,15814.91,19393.89,21594.43,13195.73,69998.96
1212,588,24,15814.91,19393.89,21594.43,13195.73,69998.96
1213,589,25,17496.9,58966.94,19683.6,11537.03,107684.47
1214,590,26,16933.39,29019.96,21206.25,13218.92,80378.52
1215,590,27,16933.39,29019.96,21206.25,13218.92,80378.52
1216,591,28,18864.11,31897.54,22782.31,11784.99,85328.95
1217,591,29,18864.11,31897.54,22782.31,11784.99,85328.95
1218,592,30,15962.87,29378.78,22099.86,10394.64,77836.15
1219,592,31,15962.87,29378.78,22099.86,10394.64,77836.15
1220,593,32,17174.76,61056.43,22580.42,13328.73,114140.34
1221,594,33,20947.91,20110.68,25202.7,11660.2,77921.49
1222,594,34,20947.91,20110.68,25202.7,11660.2,77921.49
1223,594,35,20947.91,20110.68,25202.7,11660.2,77921.49
1224,595,36,17714.37,21260.57,20276.74,11317.0,70568.68
1225,595,37,17714.37,21260.57,20276.74,11317.0,70568.68
1226,595,38,17714.37,21260.57,20276.74,11317.0,70568.68
1227,596,39,19275.86,21509.04,21499.91,11266.45,73551.26
1228,596,40,19275.86,21509.04,21499.91,11266.45,73551.26
1229,596,41,19275.86,21509.04,21499.91,11266.45,73551.26
1230,597,42,18161.57,22211.3,22670.93,11851.21,74895.01
1231,597,43,18161.57,22211.3,22670.93,11851.21,74895.01
1232,597,44,18161.57,22211.3,22670.93,11851.21,74895.01
1233,598,45,14026.56,63434.06,19762.31,9442.77,106665.7
1234,599,46,14554.85,27903.49,18401.41,10293.55,71153.3
1235,599,47,14554.85,27903.49,18401.41,10293.55,71153.3
1236,600,48,15515.01,21116.05,23572.71,13733.64,73937.41
1237,600,49,15515.01,21116.05,23572.71,13733.64,73937.41
1238,600,50,15515.01,21116.05,23572.71,13733.64,73937.41
1239,601,51,15837.18,29332.25,21748.12,9775.39,76692.94
1240,601,52,15837.18,29332.25,21748.12,9775.39,76692.94
1241,602,53,17119.88,19557.1,21645.7,9469.68,67792.36
1242,602,54,17119.88,19557.1,21645.7,9469.68,67792.36
1243,602,55,17119.88,19557.1,21645.7,9469.68,67792.36
1244,603,56,16393.87,19422.17,22207.01,10127.07,68150.12
1245,603,57,16393.87,19422.17,22207.01,10127.07,68150.12
1246,603,58,16393.87,19422.17,22207.01,10127.07,68150.12
1247,604,59,16908.27,31588.49,23010.01,11110.84,82617.61
1248,604,60,16908.27,31588.49,23010.01,11110.84,82617.61
1249,605,61,15123.56,61624.94,22685.2,11725.26,111158.96
1250,606,62,15210.09,63105.92,21498.1,9477.97,109292.08
1251,607,63,16705.78,58255.28,22489.48,10839.83,108290.37
1252,608,64,16717.26,31404.93,19795.04,10144.82,78062.05
1253,608,65,16717.26,31404.93,19795.04,10144.82,78062.05
1254,609,66,15834.01,64163.4,24008.0,10669.19,114674.6
1255,610,67,16436.96,19796.11,22262.14,11251.04,69746.25
1256,610,68,16436.96,19796.11,22262.14,11251.04,69746.25
1257,610,69,16436.96,19796.11,22262.14,11251.04,69746.25
1258,611,70,15204.35,30021.85,21065.9,10826.29,77118.39
1259,611,71,15204.35,30021.85,21065.9,10826.29,77118.39
1260,612,72,17637.79,31450.35,23687.49,12306.72,85082.35
1261,612,73,17637.79,31450.35,23687.49,12306.72,85082.35
1262,613,74,17699.8,19920.23,20797.38,11561.95,69979.36
1263,613,75,17699.8,19920.23,20797.38,11561.95,69979.36
1264,613,76,17699.8,19920.23,20797.38,11561.95,69979.36
1265,614,77,17515.23,20412.17,22713.85,11517.22,72158.47
1266,614,78,17515.23,20412.17,22713.85,11517.22,72158.47
1267,614,79,17515.23,20412.17,22713.85,11517.22,72158.47
1268,615,80,15838.78,30260.74,21794.24,10062.61,77956.37
1269,615,81,15838.78,30260.74,21794.24,10062.61,77956.37
1270,616,82,17604.97,64921.92,24604.24,11837.27,118968.4
1271,617,83,18482.56,31614.49,21966.22,9999.95,82063.22
1272,617,84,18482.56,31614.49,21966.22,9999.95,82063.22
1273,618,85,16916.8,63831.72,23614.14,9074.86,113437.52
1274,619,86,16575.68,19439.65,20972.7,11090.11,68078.14
1275,619,87,16575.68,19439.65,20972.7,11090.11,68078.14
1276,619,88,16575.68,19439.65,20972.7,11090.11,68078.14
1277,620,89,16392.93,63354.41,21778.52,10886.65,112412.51
1278,621,90,15987.33,30975.78,21940.59,11067.3,79971.0
1279,621,91,15987.33,30975.78,21940.59,11067.3,79971.0
1280,622,92,18378.62,19721.18,19042.3,11407.28,68549.38
1281,622,93,18378.62,19721.18,19042.3,11407.28,68549.38
1282,622,94,18378.62,19721.18,19042.3,11407.28,68549.38
1283,623,95,16189.06,20408.7,20501.23,11431.22,68530.21
1284,623,96,16189.06,20408.7,20501.23,11431.22,68530.21
1285,623,97,16189.06,20408.7,20501.23,11431.22,68530.21
1286,624,98,14421.4,19138.94,23610.34,11230.05,68400.73
1287,624,99,14421.4,19138.94,23610.34,11230.05,68400.73
1288,624,100,14421.4,19138.94,23610.34,11230.05,68400.73
1289,625,101,16386.5,29566.46,20401.33,10243.51,76597.8
1290,625,102,16386.5,29566.46,20401.33,10243.51,76597.8
1291,626,103,17402.36,63307.09,21412.77,11561.73,113683.95
1292,627,104,15301.31,19226.78,19884.75,9031.61,63444.45
1293,627,105,15301.31,19226.78,19884.75,9031.61,63444.45
1294,627,106,15301.31,19226.78,19884.75,9031.61,63444.45
1295,628,107,17796.71,18885.97,22147.4,9876.52,68706.6
1296,628,108,17796.71,18885.97,22147.4,9876.52,68706.6
1297,628,109,17796.71,18885.97,22147.4,9876.52,68706.6
1298,629,110,16889.91,64338.4,22737.52,12432.41,116398.24
1299,630,111,17952.4,31717.1,23421.87,10168.12,83259.49
1300,630,112,17952.4,31717.1,23421.87,10168.12,83259.49
1301,631,113,15182.22,19556.69,25674.65,12304.88,72718.44
1302,631,114,15182.22,19556.69,25674.65,12304.88,72718.44
1303,631,115,15182.22,19556.69,25674.65,12304.88,72718.44
1304,632,116,15978.17,29131.15,23081.03,11792.12,79982.47
1305,632,117,15978.17,29131.15,23081.03,11792.12,79982.47
1306,633,118,14897.37,31858.63,20569.35,11977.61,79302.96
1307,633,119,14897.37,31858.63,20569.35,11977.61,79302.96
1308,634,120,16340.96,62590.15,22276.16,11176.86,112384.13
1309,635,121,17597.23,20947.88,25393.4,10507.0,74445.51
1310,635,122,17597.23,20947.88,25393.4,10507.0,74445.51
1311,635,123,17597.23,20947.88,25393.4,10507.0,74445.51
1312,636,124,16924.41,64335.1,23101.6,12313.25,116674.36
1313,637,125,18835.75,61638.58,23285.7,12265.6,116025.63
1314,638,126,17623.89,20918.34,22563.22,12657.56,73763.01
1315,638,127,17623.89,20918.34,22563.22,12657.56,73763.01
1316,638,128,17623.89,20918.34,22563.22,12657.56,73763.01
1317,639,129,16800.89,32831.0,22059.6,11315.75,83007.24
1318,639,130,16800.89,32831.0,22059.6,11315.75,83007.24
1319,640,131,15281.03,30242.07,23372.15,10040.41,78935.66
1320,640,132,15281.03,30242.07,23372.15,10040.41,78935.66
1321,641,1,19243.13,21037.74,22259.15,11546.48,74086.5
1322,641,2,19243.13,21037.74,22259.15,11546.48,74086.5
1323,641,3,19243.13,21037.74,22259.15,11546.48,74086.5
1324,642,4,17159.78,59975.27,19466.13,11583.39,108184.57
1325,643,5,17524.92,64148.04,21967.22,11634.25,115274.43
1326,644,6,18799.89,20691.95,21470.89,12322.86,73285.59
1327,644,7,18799.89,20691.95,21470.89,12322.86,73285.59
1328,644,8,18799.89,20691.95,21470.89,12322.86,73285.59
1329,645,9,17724.3,33478.62,22346.04,11067.79,84616.75
1330,645,10,17724.3,33478.62,22346.04,11067.79,84616.75
1331,646,11,16451.69,65076.75,26335.18,12052.16,119915.78
1332,647,12,16036.36,60924.08,20225.87,12493.74,109680.05
1333,648,13,17234.53,21222.4,22454.02,11505.62,72416.57
1334,648,14,17234.53,21222.4,22454.02,11505.62,72416.57
1335,648,15,17234.53,21222.4,22454.02,11505.62,72416.57
1336,649,16,19260.4,21231.63,26863.42,11130.91,78486.36
1337,649,17,19260.4,21231.63,26863.42,11130.91,78486.36
1338,649,18,19260.4,21231.63,26863.42,11130.91,78486.36
1339,650,19,16664.21,28999.19,24492.69,11582.61,81738.7
1340,650,20,16664.21,28999.19,24492.69,11582.61,81738.7
1341,651,21,17130.47,61218.31,22687.42,10751.37,111787.57
1342,652,22,15814.91,19393.89,21594.43,13195.73,69998.96
1343,652,23,15814.91,19393.89,21594.43,13195.73,69998.96
1344,652,24,15814.91,19393.89,21594.43,13195.73,69998.96
1345,653,25,17496.9,58966.94,19683.6,11537.03,107684.47
1346,654,26,16933.39,29019.96,21206.25,13218.92,80378.52
1347,654,27,16933.39,29019.96,21206.25,13218.92,80378.52
1348,655,28,18864.11,31897.54,22782.31,11784.99,85328.95
1349,655,29,18864.11,31897.54,22782.31,11784.99,85328.95
1350,656,30,15962.87,29378.78,22099.86,10394.64,77836.15
1351,656,31,15962.87,29378.78,22099.86,10394.64,77836.15
1352,657,32,17174.76,61056.43,22580.42,13328.73,114140.34
1353,658,33,20947.91,20110.68,25202.7,11660.2,77921.49
1354,658,34,20947.91,20110.68,25202.7,11660.2,77921.49
1355,658,35,20947.91,20110.68,25202.7,11660.2,77921.49
1356,659,36,17714.37,21260.57,20276.74,11317.0,70568.68
1357,659,37,17714.37,21260.57,20276.74,11317.0,70568.68
1358,659,38,17714.37,21260.57,20276.74,11317.0,70568.68
1359,660,39,19275.86,21509.04,21499.91,11266.45,73551.26
1360,660,40,19275.86,21509.04,21499.91,11266.45,73551.26
1361,660,41,19275.86,21509.04,21499.91,11266.45,73551.26
1362,661,42,18161.57,22211.3,22670.93,11851.21,74895.01
1363,661,43,18161.57,22211.3,22670.93,11851.21,74895.01
1364,661,44,18161.57,22211.3,22670.93,11851.21,74895.01
1365,662,45,14026.56,63434.06,19762.31,9442.77,106665.7
1366,663,46,14554.85,27903.49,18401.41,10293.55,71153.3
1367,663,47,14554.85,27903.49,18401.41,10293.55,71153.3
1368,664,48,15515.01,21116.05,23572.71,13733.64,73937.41
1369,664,49,15515.01,21116.05,23572.71,13733.64,73937.41
1370,664,50,15515.01,21116.05,23572.71,13733.64,73937.41
1371,665,51,15837.18,29332.25,21748.12,9775.39,76692.94
1372,665,52,15837.18,29332.25,21748.12,9775.39,76692.94
1373,666,53,17119.88,19557.1,21645.7,9469.68,67792.36
1374,666,54,17119.88,19557.1,21645.7,9469.68,67792.36
1375,666,55,17119.88,19557.1,21645.7,9469.68,67792.36
1376,667,56,16393.87,19422.17,22207.01,10127.07,68150.12
1377,667,57,16393.87,19422.17,22207.01,10127.07,68150.12
1378,667,58,16393.87,19422.17,22207.01,10127.07,68150.12
1379,668,59,16908.27,31588.49,23010.01,11110.84,82617.61
1380,668,60,16908.27,31588.49,23010.01,11110.84,82617.61
1381,669,61,15123.56,61624.94,22685.2,11725.26,111158.96
1382,670,62,15210.09,63105.92,21498.1,9477.97,109292.08
1383,671,63,16705.78,58255.28,22489.48,10839.83,108290.37
1384,672,64,16717.26,31404.93,19795.04,10144.82,78062.05
1385,672,65,16717.26,31404.93,19795.04,10144.82,78062.05
1386,673,66,15834.01,64163.4,24008.0,10669.19,114674.6
1387,674,67,16436.96,19796.11,22262.14,11251.04,69746.25
1388,674,68,16436.96,19796.11,22262.14,11251.04,69746.25
1389,674,69,16436.96,19796.11,22262.14,11251.04,69746.25
1390,675,70,15204.35,30021.85,21065.9,10826.29,77118.39
1391,675,71,15204.35,30021.85,21065.9,10826.29,77118.39
1392,676,72,17637.79,31450.35,23687.49,12306.72,85082.35
1393,676,73,17637.79,31450.35,23687.49,12306.72,85082.35
1394,677,74,17699.8,19920.23,20797.38,11561.95,69979.36
1395,677,75,17699.8,19920.23,20797.38,11561.95,69979.36
1396,677,76,17699.8,19920.23,20797.38,11561.95,69979.36
1397,678,77,17515.23,20412.17,22713.85,11517.22,72158.47
1398,678,78,17515.23,20412.17,22713.85,11517.22,72158.47
1399,678,79,17515.23,20412.17,22713.85,11517.22,72158.47
1400,679,80,15838.78,30260.74,21794.24,10062.61,77956.37
1401,679,81,15838.78,30260.74,21794.24,10062.61,77956.37
1402,680,82,17604.97,64921.92,24604.24,11837.27,118968.4
1403,681,83,18482.56,31614.49,21966.22,9999.95,82063.22
1404,681,84,18482.56,31614.49,21966.22,9999.95,82063.22
1405,682,85,16916.8,63831.72,23614.14,9074.86,113437.52
1406,683,86,16575.68,19439.65,20972.7,11090.11,68078.14
1407,683,87,16575.68,19439.65,20972.7,11090.11,68078.14
1408,683,88,16575.68,19439.65,20972.7,11090.11,68078.14
1409,684,89,16392.93,63354.41,21778.52,10886.65,112412.51
1410,685,90,15987.33,30975.78,21940.59,11067.3,79971.0
1411,685,91,15987.33,30975.78,21940.59,11067.3,79971.0
1412,686,92,18378.62,19721.18,19042.3,11407.28,68549.38
1413,686,93,18378.62,19721.18,19042.3,11407.28,68549.38
1414,686,94,18378.62,19721.18,19042.3,11407.28,68549.38
1415,687,95,16189.06,20408.7,20501.23,11431.22,68530.21
1416,687,96,16189.06,20408.7,20501.23,11431.22,68530.21
1417,687,97,16189.06,20408.7,20501.23,11431.22,68530.21
1418,688,98,14421.4,19138.94,23610.34,11230.05,68400.73
1419,688,99,14421.4,19138.94,23610.34,11230.05,68400.73
1420,688,100,14421.4,19138.94,23610.34,11230.05,68400.73
1421,689,101,16386.5,29566.46,20401.33,10243.51,76597.8
1422,689,102,16386.5,29566.46,20401.33,10243.51,76597.8
1423,690,103,17402.36,63307.09,21412.77,11561.73,113683.95
1424,691,104,15301.31,19226.78,19884.75,9031.61,63444.45
1425,691,105,15301.31,19226.78,19884.75,9031.61,63444.45
1426,691,106,15301.31,19226.78,19884.75,9031.61,63444.45
1427,692,107,17796.71,18885.97,22147.4,9876.52,68706.6
1428,692,108,17796.71,18885.97,22147.4,9876.52,68706.6
1429,692,109,17796.71,18885.97,22147.4,9876.52,68706.6
1430,693,110,16889.91,64338.4,22737.52,12432.41,116398.24
1431,694,111,17952.4,31717.1,23421.87,10168.12,83259.49
1432,694,112,17952.4,31717.1,23421.87,10168.12,83259.49
1433,695,113,15182.22,19556.69,25674.65,12304.88,72718.44
1434,695,114,15182.22,19556.69,25674.65,12304.88,72718.44
1435,695,115,15182.22,19556.69,25674.65,12304.88,72718.44
1436,696,116,15978.17,29131.15,23081.03,11792.12,79982.47
1437,696,117,15978.17,29131.15,23081.03,11792.12,79982.47
1438,697,118,14897.37,31858.63,20569.35,11977.61,79302.96
1439,697,119,14897.37,31858.63,20569.35,11977.61,79302.96
1440,698,120,16340.96,62590.15,22276.16,11176.86,112384.13
1441,699,121,17597.23,20947.88,25393.4,10507.0,74445.51
1442,699,122,17597.23,20947.88,25393.4,10507.0,74445.51
1443,699,123,17597.23,20947.88,25393.4,10507.0,74445.51
1444,700,124,16924.41,64335.1,23101.6,12313.25,116674.36
1445,701,125,18835.75,61638.58,23285.7,12265.6,116025.63
1446,702,126,17623.89,20918.34,22563.22,12657.56,73763.01
1447,702,127,17623.89,20918.34,22563.22,12657.56,73763.01
1448,702,128,17623.89,20918.34,22563.22,12657.56,73763.01
1449,703,129,16800.89,32831.0,22059.6,11315.75,83007.24
1450,703,130,16800.89,32831.0,22059.6,11315.75,83007.24
1451,704,131,15281.03,30242.07,23372.15,10040.41,78935.66
1452,704,132,15281.03,30242.07,23372.15,10040.41,78935.66
1453,705,1,19243.13,21037.74,22259.15,11546.48,74086.5
1454,705,2,19243.13,21037.74,22259.15,11546.48,74086.5
1455,705,3,19243.13,21037.74,22259.15,11546.48,74086.5
1456,706,4,17159.78,59975.27,19466.13,11583.39,108184.57
1457,707,5,17524.92,64148.04,21967.22,11634.25,115274.43
1458,708,6,18799.89,20691.95,21470.89,12322.86,73285.59
1459,708,7,18799.89,20691.95,21470.89,12322.86,73285.59
1460,708,8,18799.89,20691.95,21470.89,12322.86,73285.59
1461,709,9,17724.3,33478.62,22346.04,11067.79,84616.75
1462,709,10,17724.3,33478.62,22346.04,11067.79,84616.75
1463,710,11,16451.69,65076.75,26335.18,12052.16,119915.78
1464,711,12,16036.36,60924.08,20225.87,12493.74,109680.05
1465,712,13,17234.53,21222.4,22454.02,11505.62,72416.57
1466,712,14,17234.53,21222.4,22454.02,11505.62,72416.57
1467,712,15,17234.53,21222.4,22454.02,11505.62,72416.57
1468,713,16,19260.4,21231.63,26863.42,11130.91,78486.36
1469,713,17,19260.4,21231.63,26863.42,11130.91,78486.36
1470,713,18,19260.4,21231.63,26863.42,11130.91,78486.36
1471,714,19,16664.21,28999.19,24492.69,11582.61,81738.7
1472,714,20,16664.21,28999.19,24492.69,11582.61,81738.7
1473,715,21,17130.47,61218.31,22687.42,10751.37,111787.57
1474,716,22,15814.91,19393.89,21594.43,13195.73,69998.96
1475,716,23,15814.91,19393.89,21594.43,13195.73,69998.96
1476,716,24,15814.91,19393.89,21594.43,13195.73,69998.96
1477,717,25,17496.9,58966.94,19683.6,11537.03,107684.47
1478,718,26,16933.39,29019.96,21206.25,13218.92,80378.52
1479,718,27,16933.39,29019.96,21206.25,13218.92,80378.52
1480,719,28,18864.11,31897.54,22782.31,11784.99,85328.95
1481,719,29,18864.11,31897.54,22782.31,11784.99,85328.95
1482,720,30,15962.87,29378.78,22099.86,10394.64,77836.15
1483,720,31,15962.87,29378.78,22099.86,10394.64,77836.15
1484,721,32,17174.76,61056.43,22580.42,13328.73,114140.34
1485,722,33,20947.91,20110.68,25202.7,11660.2,77921.49
1486,722,34,20947.91,20110.68,25202.7,11660.2,77921.49
1487,722,35,20947.91,20110.68,25202.7,11660.2,77921.49
1488,723,36,17714.37,21260.57,20276.74,11317.0,70568.68
1489,723,37,17714.37,21260.57,20276.74,11317.0,70568.68
1490,723,38,17714.37,21260.57,20276.74,11317.0,70568.68
1491,724,39,19275.86,21509.04,21499.91,11266.45,73551.26
1492,724,40,19275.86,21509.04,21499.91,11266.45,73551.26
1493,724,41,19275.86,21509.04,21499.91,11266.45,73551.26
1494,725,42,18161.57,22211.3,22670.93,11851.21,74895.01
