id,restaurant_id,user_id,expense_date,expense_category,amount,payment_method,description,status,created_at,updated_at
1894,24,793,2025-01-06,Rent,7058.18,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
1895,24,813,2025-01-06,Cleaning,290.58,Bank Transfer,Cleaning Expense,Approved,2025-01-06,2025-01-06
1896,25,835,2025-01-06,Internet,240.11,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
1897,25,825,2025-01-06,Gas,429.6,Cash,Gas Expense,Approved,2025-01-06,2025-01-06
1898,25,834,2025-01-06,Maintenance,2016.13,Bank Transfer,Maintenance Expense,Approved,2025-01-06,2025-01-06
1899,26,861,2025-01-06,Maintenance,2699.74,Bank Transfer,Maintenance Expense,Approved,2025-01-06,2025-01-06
1900,26,886,2025-01-06,Internet,71.22,UPI,Internet Expense,Approved,2025-01-06,2025-01-06
1901,26,878,2025-01-06,Gas,381.93,Card,Gas Expense,Approved,2025-01-06,2025-01-06
1902,26,873,2025-01-06,Rent,7757.91,Card,Rent Expense,Approved,2025-01-06,2025-01-06
1903,26,876,2025-01-06,Internet,147.19,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
1904,26,881,2025-01-06,Internet,183.49,UPI,Internet Expense,Approved,2025-01-06,2025-01-06
1905,26,888,2025-01-06,Rent,2296.34,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
1906,26,873,2025-01-06,Cleaning,404.5,Cash,Cleaning Expense,Approved,2025-01-06,2025-01-06
1907,27,904,2025-01-06,Electricity,659.85,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
1908,27,912,2025-01-06,Marketing,468.12,Card,Marketing Expense,Approved,2025-01-06,2025-01-06
1909,27,912,2025-01-06,Electricity,362.69,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
1910,27,896,2025-01-06,Internet,213.46,UPI,Internet Expense,Approved,2025-01-06,2025-01-06
1911,27,923,2025-01-06,Miscellaneous,41.98,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1912,27,913,2025-01-06,Rent,3377.99,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
1913,28,931,2025-01-06,Electricity,1075.51,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
1914,28,947,2025-01-06,Miscellaneous,50.7,Cash,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1915,28,949,2025-01-06,Electricity,1145.14,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
1916,28,940,2025-01-06,Electricity,1667.57,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
1917,28,947,2025-01-06,Cleaning,415.18,UPI,Cleaning Expense,Approved,2025-01-06,2025-01-06
1918,29,982,2025-01-06,Electricity,1958.95,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
1919,29,976,2025-01-06,Cleaning,426.39,Card,Cleaning Expense,Approved,2025-01-06,2025-01-06
1920,29,968,2025-01-06,Rent,6744.68,Bank Transfer,Rent Expense,Approved,2025-01-06,2025-01-06
1921,29,969,2025-01-06,Electricity,505.27,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
1922,29,961,2025-01-06,Maintenance,587.35,Bank Transfer,Maintenance Expense,Approved,2025-01-06,2025-01-06
1923,30,1005,2025-01-06,Water,275.46,Cash,Water Expense,Approved,2025-01-06,2025-01-06
1924,30,1005,2025-01-06,Water,139.99,UPI,Water Expense,Approved,2025-01-06,2025-01-06
1925,30,1008,2025-01-06,Water,106.25,UPI,Water Expense,Approved,2025-01-06,2025-01-06
1926,30,1009,2025-01-06,Electricity,310.79,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
1927,30,993,2025-01-06,Electricity,1501.46,Bank Transfer,Electricity Expense,Approved,2025-01-06,2025-01-06
1928,30,1011,2025-01-06,Maintenance,2111.16,UPI,Maintenance Expense,Approved,2025-01-06,2025-01-06
1929,30,1002,2025-01-06,Water,182.46,Bank Transfer,Water Expense,Approved,2025-01-06,2025-01-06
1930,31,1039,2025-01-06,Internet,153.01,Card,Internet Expense,Approved,2025-01-06,2025-01-06
1931,31,1048,2025-01-06,Miscellaneous,352.0,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1932,31,1021,2025-01-06,Internet,203.01,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
1933,31,1025,2025-01-06,Ingredients,2065.34,Cash,Ingredients Expense,Approved,2025-01-06,2025-01-06
1934,31,1038,2025-01-06,Marketing,624.15,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
1935,31,1030,2025-01-06,Marketing,1958.22,Bank Transfer,Marketing Expense,Approved,2025-01-06,2025-01-06
1936,31,1035,2025-01-06,Marketing,1113.57,UPI,Marketing Expense,Approved,2025-01-06,2025-01-06
1937,32,1065,2025-01-06,Gas,559.35,Card,Gas Expense,Approved,2025-01-06,2025-01-06
1938,32,1064,2025-01-06,Electricity,1654.24,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
1939,32,1079,2025-01-06,Internet,94.08,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
1940,32,1063,2025-01-06,Rent,7158.89,Bank Transfer,Rent Expense,Approved,2025-01-06,2025-01-06
1941,32,1075,2025-01-06,Gas,765.07,Bank Transfer,Gas Expense,Approved,2025-01-06,2025-01-06
1942,32,1060,2025-01-06,Miscellaneous,406.47,UPI,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1943,32,1077,2025-01-06,Rent,2835.37,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
1944,32,1071,2025-01-06,Marketing,516.6,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
1945,33,1103,2025-01-06,Marketing,408.92,Card,Marketing Expense,Approved,2025-01-06,2025-01-06
1946,33,1092,2025-01-06,Internet,198.18,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
1947,33,1113,2025-01-06,Maintenance,676.38,Bank Transfer,Maintenance Expense,Approved,2025-01-06,2025-01-06
1948,33,1089,2025-01-06,Gas,1212.67,Bank Transfer,Gas Expense,Approved,2025-01-06,2025-01-06
1949,33,1114,2025-01-06,Gas,327.48,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
1950,33,1101,2025-01-06,Gas,688.19,Card,Gas Expense,Approved,2025-01-06,2025-01-06
1951,34,1119,2025-01-06,Internet,196.27,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
1952,34,1120,2025-01-06,Maintenance,520.33,UPI,Maintenance Expense,Approved,2025-01-06,2025-01-06
1953,34,1143,2025-01-06,Water,254.93,Card,Water Expense,Approved,2025-01-06,2025-01-06
1954,35,1179,2025-01-06,Gas,1021.63,Bank Transfer,Gas Expense,Approved,2025-01-06,2025-01-06
1955,35,1154,2025-01-06,Gas,636.66,Cash,Gas Expense,Approved,2025-01-06,2025-01-06
1956,35,1174,2025-01-06,Miscellaneous,48.63,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1957,35,1149,2025-01-06,Electricity,1747.81,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
1958,35,1178,2025-01-06,Maintenance,596.48,Bank Transfer,Maintenance Expense,Approved,2025-01-06,2025-01-06
1959,35,1167,2025-01-06,Gas,1352.33,Card,Gas Expense,Approved,2025-01-06,2025-01-06
1960,36,1185,2025-01-06,Miscellaneous,454.68,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1961,36,1188,2025-01-06,Electricity,999.88,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
1962,36,1193,2025-01-06,Gas,969.06,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
1963,36,1183,2025-01-06,Ingredients,565.27,UPI,Ingredients Expense,Approved,2025-01-06,2025-01-06
1964,36,1185,2025-01-06,Gas,522.18,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
1965,36,1200,2025-01-06,Miscellaneous,126.76,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1966,36,1193,2025-01-06,Miscellaneous,451.16,UPI,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1967,36,1197,2025-01-06,Rent,2320.47,UPI,Rent Expense,Approved,2025-01-06,2025-01-06
1968,37,1251,2025-01-06,Marketing,260.52,UPI,Marketing Expense,Approved,2025-01-06,2025-01-06
1969,37,1227,2025-01-06,Internet,252.43,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
1970,37,1252,2025-01-06,Internet,173.82,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
1971,37,1244,2025-01-06,Marketing,1555.54,UPI,Marketing Expense,Approved,2025-01-06,2025-01-06
1972,37,1229,2025-01-06,Gas,372.53,Bank Transfer,Gas Expense,Approved,2025-01-06,2025-01-06
1973,37,1234,2025-01-06,Gas,1041.93,Cash,Gas Expense,Approved,2025-01-06,2025-01-06
1974,37,1238,2025-01-06,Rent,5838.26,Bank Transfer,Rent Expense,Approved,2025-01-06,2025-01-06
1975,37,1237,2025-01-06,Water,381.32,Cash,Water Expense,Approved,2025-01-06,2025-01-06
1976,38,1268,2025-01-06,Internet,242.96,UPI,Internet Expense,Approved,2025-01-06,2025-01-06
1977,38,1279,2025-01-06,Water,415.94,Bank Transfer,Water Expense,Approved,2025-01-06,2025-01-06
1978,38,1267,2025-01-06,Internet,225.98,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
1979,38,1273,2025-01-06,Electricity,954.29,Bank Transfer,Electricity Expense,Approved,2025-01-06,2025-01-06
1980,38,1257,2025-01-06,Marketing,258.89,UPI,Marketing Expense,Approved,2025-01-06,2025-01-06
1981,38,1268,2025-01-06,Ingredients,3641.25,Card,Ingredients Expense,Approved,2025-01-06,2025-01-06
1982,39,1308,2025-01-06,Electricity,1354.77,Bank Transfer,Electricity Expense,Approved,2025-01-06,2025-01-06
1983,39,1319,2025-01-06,Rent,6117.89,Bank Transfer,Rent Expense,Approved,2025-01-06,2025-01-06
1984,39,1286,2025-01-06,Rent,2887.73,Bank Transfer,Rent Expense,Approved,2025-01-06,2025-01-06
1985,39,1305,2025-01-06,Internet,204.78,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
1986,39,1289,2025-01-06,Cleaning,128.87,Cash,Cleaning Expense,Approved,2025-01-06,2025-01-06
1987,39,1295,2025-01-06,Marketing,1476.81,Card,Marketing Expense,Approved,2025-01-06,2025-01-06
1988,39,1314,2025-01-06,Water,492.5,Card,Water Expense,Approved,2025-01-06,2025-01-06
1989,39,1303,2025-01-06,Marketing,404.4,UPI,Marketing Expense,Approved,2025-01-06,2025-01-06
1990,40,1329,2025-01-06,Miscellaneous,438.14,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
1991,40,1349,2025-01-06,Gas,616.6,Bank Transfer,Gas Expense,Approved,2025-01-06,2025-01-06
1992,40,1320,2025-01-06,Marketing,1424.41,Bank Transfer,Marketing Expense,Approved,2025-01-06,2025-01-06
1993,40,1349,2025-01-06,Rent,2506.95,Bank Transfer,Rent Expense,Approved,2025-01-06,2025-01-06
1994,40,1341,2025-01-06,Internet,171.56,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
1995,40,1349,2025-01-06,Internet,227.46,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
1996,40,1347,2025-01-06,Internet,205.24,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
1997,40,1320,2025-01-06,Gas,1359.47,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
1998,41,1373,2025-01-06,Electricity,964.16,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
1999,41,1359,2025-01-06,Ingredients,4812.15,Cash,Ingredients Expense,Approved,2025-01-06,2025-01-06
2000,41,1368,2025-01-06,Electricity,580.1,Cash,Electricity Expense,Approved,2025-01-06,2025-01-06
2001,42,1395,2025-01-06,Water,298.53,Card,Water Expense,Approved,2025-01-06,2025-01-06
2002,42,1384,2025-01-06,Marketing,1913.79,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
2003,42,1380,2025-01-06,Ingredients,2374.41,Card,Ingredients Expense,Approved,2025-01-06,2025-01-06
2004,42,1408,2025-01-06,Internet,136.68,UPI,Internet Expense,Approved,2025-01-06,2025-01-06
2005,42,1398,2025-01-06,Rent,4332.13,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
2006,42,1402,2025-01-06,Rent,8974.35,Card,Rent Expense,Approved,2025-01-06,2025-01-06
2007,42,1410,2025-01-06,Marketing,1360.41,UPI,Marketing Expense,Approved,2025-01-06,2025-01-06
2008,42,1403,2025-01-06,Miscellaneous,184.54,Bank Transfer,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2009,43,1450,2025-01-06,Miscellaneous,339.61,UPI,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2010,43,1430,2025-01-06,Internet,126.02,Card,Internet Expense,Approved,2025-01-06,2025-01-06
2011,43,1421,2025-01-06,Ingredients,1272.82,Bank Transfer,Ingredients Expense,Approved,2025-01-06,2025-01-06
2012,43,1416,2025-01-06,Gas,829.52,Bank Transfer,Gas Expense,Approved,2025-01-06,2025-01-06
2013,43,1422,2025-01-06,Rent,3186.71,Bank Transfer,Rent Expense,Approved,2025-01-06,2025-01-06
2014,43,1452,2025-01-06,Internet,289.05,Card,Internet Expense,Approved,2025-01-06,2025-01-06
2015,44,1466,2025-01-06,Marketing,713.44,Card,Marketing Expense,Approved,2025-01-06,2025-01-06
2016,44,1468,2025-01-06,Water,164.5,Cash,Water Expense,Approved,2025-01-06,2025-01-06
2017,44,1468,2025-01-06,Rent,9950.18,Card,Rent Expense,Approved,2025-01-06,2025-01-06
2018,44,1469,2025-01-06,Internet,115.1,Card,Internet Expense,Approved,2025-01-06,2025-01-06
2019,44,1474,2025-01-06,Gas,931.23,Cash,Gas Expense,Approved,2025-01-06,2025-01-06
2020,44,1475,2025-01-06,Cleaning,490.11,Card,Cleaning Expense,Approved,2025-01-06,2025-01-06
2021,44,1479,2025-01-06,Cleaning,251.79,Card,Cleaning Expense,Approved,2025-01-06,2025-01-06
2022,44,1481,2025-01-06,Marketing,742.81,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
2023,45,1502,2025-01-06,Internet,242.13,UPI,Internet Expense,Approved,2025-01-06,2025-01-06
2024,45,1496,2025-01-06,Cleaning,120.22,Bank Transfer,Cleaning Expense,Approved,2025-01-06,2025-01-06
2025,45,1486,2025-01-06,Ingredients,2632.6,Bank Transfer,Ingredients Expense,Approved,2025-01-06,2025-01-06
2026,45,1508,2025-01-06,Miscellaneous,340.11,UPI,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2027,45,1506,2025-01-06,Cleaning,360.12,UPI,Cleaning Expense,Approved,2025-01-06,2025-01-06
2028,45,1512,2025-01-06,Rent,3115.39,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
2029,46,1525,2025-01-06,Rent,5213.04,Card,Rent Expense,Approved,2025-01-06,2025-01-06
2030,46,1542,2025-01-06,Internet,139.35,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
2031,46,1531,2025-01-06,Rent,6865.21,Card,Rent Expense,Approved,2025-01-06,2025-01-06
2032,46,1529,2025-01-06,Miscellaneous,272.69,Bank Transfer,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2033,46,1534,2025-01-06,Gas,229.31,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
2034,47,1545,2025-01-06,Electricity,1958.93,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
2035,47,1547,2025-01-06,Gas,837.6,Cash,Gas Expense,Approved,2025-01-06,2025-01-06
2036,47,1556,2025-01-06,Cleaning,228.9,UPI,Cleaning Expense,Approved,2025-01-06,2025-01-06
2037,47,1580,2025-01-06,Cleaning,223.75,Cash,Cleaning Expense,Approved,2025-01-06,2025-01-06
2038,47,1571,2025-01-06,Ingredients,2052.14,Bank Transfer,Ingredients Expense,Approved,2025-01-06,2025-01-06
2039,47,1555,2025-01-06,Internet,268.58,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
2040,47,1570,2025-01-06,Gas,1146.21,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
2041,47,1545,2025-01-06,Maintenance,2430.69,Bank Transfer,Maintenance Expense,Approved,2025-01-06,2025-01-06
2042,48,1608,2025-01-06,Maintenance,2212.96,UPI,Maintenance Expense,Approved,2025-01-06,2025-01-06
2043,48,1613,2025-01-06,Water,434.2,Cash,Water Expense,Approved,2025-01-06,2025-01-06
2044,48,1592,2025-01-06,Water,183.11,UPI,Water Expense,Approved,2025-01-06,2025-01-06
2045,48,1591,2025-01-06,Marketing,1975.95,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
2046,49,1614,2025-01-06,Maintenance,356.5,UPI,Maintenance Expense,Approved,2025-01-06,2025-01-06
2047,49,1625,2025-01-06,Ingredients,2365.31,UPI,Ingredients Expense,Approved,2025-01-06,2025-01-06
2048,49,1639,2025-01-06,Miscellaneous,382.52,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2049,49,1642,2025-01-06,Gas,441.81,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
2050,49,1645,2025-01-06,Ingredients,2992.4,Cash,Ingredients Expense,Approved,2025-01-06,2025-01-06
2051,49,1622,2025-01-06,Ingredients,4255.63,Bank Transfer,Ingredients Expense,Approved,2025-01-06,2025-01-06
2052,49,1625,2025-01-06,Internet,189.82,UPI,Internet Expense,Approved,2025-01-06,2025-01-06
2053,50,1659,2025-01-06,Rent,8329.76,Card,Rent Expense,Approved,2025-01-06,2025-01-06
2054,50,1665,2025-01-06,Ingredients,1850.76,UPI,Ingredients Expense,Approved,2025-01-06,2025-01-06
2055,50,1660,2025-01-06,Electricity,1411.48,Bank Transfer,Electricity Expense,Approved,2025-01-06,2025-01-06
2056,50,1670,2025-01-06,Maintenance,620.18,Card,Maintenance Expense,Approved,2025-01-06,2025-01-06
2057,51,1687,2025-01-06,Electricity,1600.02,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
2058,51,1722,2025-01-06,Electricity,1318.12,Bank Transfer,Electricity Expense,Approved,2025-01-06,2025-01-06
2059,51,1688,2025-01-06,Miscellaneous,250.63,UPI,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2060,52,1729,2025-01-06,Internet,293.56,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
2061,52,1727,2025-01-06,Cleaning,280.64,Cash,Cleaning Expense,Approved,2025-01-06,2025-01-06
2062,52,1734,2025-01-06,Ingredients,1232.81,Cash,Ingredients Expense,Approved,2025-01-06,2025-01-06
2063,52,1754,2025-01-06,Water,227.87,Card,Water Expense,Approved,2025-01-06,2025-01-06
2064,52,1744,2025-01-06,Cleaning,123.49,Bank Transfer,Cleaning Expense,Approved,2025-01-06,2025-01-06
2065,53,1777,2025-01-06,Maintenance,1945.12,Bank Transfer,Maintenance Expense,Approved,2025-01-06,2025-01-06
2066,53,1783,2025-01-06,Rent,4318.85,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
2067,53,1784,2025-01-06,Marketing,548.87,Card,Marketing Expense,Approved,2025-01-06,2025-01-06
2068,53,1760,2025-01-06,Electricity,1317.9,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
2069,53,1777,2025-01-06,Marketing,780.69,Bank Transfer,Marketing Expense,Approved,2025-01-06,2025-01-06
2070,54,1798,2025-01-06,Ingredients,1721.57,Bank Transfer,Ingredients Expense,Approved,2025-01-06,2025-01-06
2071,54,1809,2025-01-06,Electricity,1208.51,Bank Transfer,Electricity Expense,Approved,2025-01-06,2025-01-06
2072,54,1818,2025-01-06,Water,105.16,Bank Transfer,Water Expense,Approved,2025-01-06,2025-01-06
2073,54,1811,2025-01-06,Cleaning,400.46,UPI,Cleaning Expense,Approved,2025-01-06,2025-01-06
2074,54,1800,2025-01-06,Cleaning,464.41,Card,Cleaning Expense,Approved,2025-01-06,2025-01-06
2075,54,1817,2025-01-06,Electricity,670.39,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
2076,54,1825,2025-01-06,Gas,1233.64,Cash,Gas Expense,Approved,2025-01-06,2025-01-06
2077,54,1797,2025-01-06,Maintenance,1435.42,Cash,Maintenance Expense,Approved,2025-01-06,2025-01-06
2078,55,1846,2025-01-06,Water,469.36,UPI,Water Expense,Approved,2025-01-06,2025-01-06
2079,55,1858,2025-01-06,Cleaning,190.21,Bank Transfer,Cleaning Expense,Approved,2025-01-06,2025-01-06
2080,55,1850,2025-01-06,Water,426.82,Bank Transfer,Water Expense,Approved,2025-01-06,2025-01-06
2081,56,1884,2025-01-06,Ingredients,629.42,Cash,Ingredients Expense,Approved,2025-01-06,2025-01-06
2082,56,1888,2025-01-06,Gas,367.33,Card,Gas Expense,Approved,2025-01-06,2025-01-06
2083,56,1867,2025-01-06,Gas,599.66,Card,Gas Expense,Approved,2025-01-06,2025-01-06
2084,56,1891,2025-01-06,Water,492.44,UPI,Water Expense,Approved,2025-01-06,2025-01-06
2085,57,1923,2025-01-06,Electricity,432.15,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
2086,57,1905,2025-01-06,Maintenance,223.3,Cash,Maintenance Expense,Approved,2025-01-06,2025-01-06
2087,57,1938,2025-01-06,Rent,8344.44,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
2088,57,1929,2025-01-06,Internet,79.73,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
2089,57,1901,2025-01-06,Rent,2529.98,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
2090,57,1927,2025-01-06,Electricity,1630.03,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
2091,57,1913,2025-01-06,Miscellaneous,452.56,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2092,57,1916,2025-01-06,Cleaning,63.17,Card,Cleaning Expense,Approved,2025-01-06,2025-01-06
2093,58,1957,2025-01-06,Ingredients,4769.56,Bank Transfer,Ingredients Expense,Approved,2025-01-06,2025-01-06
2094,58,1957,2025-01-06,Cleaning,122.25,Card,Cleaning Expense,Approved,2025-01-06,2025-01-06
2095,58,1951,2025-01-06,Marketing,1226.42,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
2096,58,1956,2025-01-06,Miscellaneous,386.36,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2097,58,1970,2025-01-06,Gas,1453.54,Card,Gas Expense,Approved,2025-01-06,2025-01-06
2098,58,1960,2025-01-06,Marketing,207.79,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
2099,58,1972,2025-01-06,Gas,1396.62,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
2100,58,1951,2025-01-06,Cleaning,364.16,Card,Cleaning Expense,Approved,2025-01-06,2025-01-06
2101,59,1996,2025-01-06,Electricity,607.44,Bank Transfer,Electricity Expense,Approved,2025-01-06,2025-01-06
2102,59,2008,2025-01-06,Maintenance,1329.87,Card,Maintenance Expense,Approved,2025-01-06,2025-01-06
2103,59,1998,2025-01-06,Maintenance,427.25,Bank Transfer,Maintenance Expense,Approved,2025-01-06,2025-01-06
2104,59,1992,2025-01-06,Electricity,1092.03,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
2105,59,2007,2025-01-06,Internet,240.57,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
2106,59,2011,2025-01-06,Marketing,1499.85,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
2107,60,2036,2025-01-06,Internet,78.93,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
2108,60,2015,2025-01-06,Internet,200.1,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
2109,60,2040,2025-01-06,Internet,106.47,UPI,Internet Expense,Approved,2025-01-06,2025-01-06
2110,60,2037,2025-01-06,Ingredients,4932.33,UPI,Ingredients Expense,Approved,2025-01-06,2025-01-06
2111,60,2027,2025-01-06,Gas,1313.81,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
2112,61,2081,2025-01-06,Cleaning,130.68,UPI,Cleaning Expense,Approved,2025-01-06,2025-01-06
2113,61,2058,2025-01-06,Electricity,973.83,Cash,Electricity Expense,Approved,2025-01-06,2025-01-06
2114,61,2067,2025-01-06,Electricity,543.72,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
2115,61,2057,2025-01-06,Miscellaneous,489.23,Card,Miscellaneous Expense,Approved,2025-01-06,2025-01-06
2116,61,2044,2025-01-06,Electricity,918.31,Card,Electricity Expense,Approved,2025-01-06,2025-01-06
2117,61,2079,2025-01-06,Cleaning,140.12,UPI,Cleaning Expense,Approved,2025-01-06,2025-01-06
2118,61,2055,2025-01-06,Electricity,695.88,UPI,Electricity Expense,Approved,2025-01-06,2025-01-06
2119,61,2042,2025-01-06,Internet,119.63,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
2120,62,2097,2025-01-06,Maintenance,1132.68,UPI,Maintenance Expense,Approved,2025-01-06,2025-01-06
2121,62,2100,2025-01-06,Internet,177.85,Card,Internet Expense,Approved,2025-01-06,2025-01-06
2122,62,2101,2025-01-06,Internet,77.01,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
2123,62,2100,2025-01-06,Internet,174.32,Card,Internet Expense,Approved,2025-01-06,2025-01-06
2124,62,2114,2025-01-06,Rent,2796.83,Cash,Rent Expense,Approved,2025-01-06,2025-01-06
2125,62,2093,2025-01-06,Electricity,1146.83,Cash,Electricity Expense,Approved,2025-01-06,2025-01-06
2126,62,2108,2025-01-06,Water,253.05,Bank Transfer,Water Expense,Approved,2025-01-06,2025-01-06
2127,62,2086,2025-01-06,Water,221.1,Cash,Water Expense,Approved,2025-01-06,2025-01-06
2128,63,2136,2025-01-06,Marketing,1581.63,UPI,Marketing Expense,Approved,2025-01-06,2025-01-06
2129,63,2134,2025-01-06,Gas,581.63,UPI,Gas Expense,Approved,2025-01-06,2025-01-06
2130,63,2142,2025-01-06,Internet,176.2,Bank Transfer,Internet Expense,Approved,2025-01-06,2025-01-06
2131,64,2165,2025-01-06,Marketing,231.81,Cash,Marketing Expense,Approved,2025-01-06,2025-01-06
2132,64,2163,2025-01-06,Maintenance,2652.36,Cash,Maintenance Expense,Approved,2025-01-06,2025-01-06
2133,64,2184,2025-01-06,Maintenance,1405.34,UPI,Maintenance Expense,Approved,2025-01-06,2025-01-06
2134,64,2157,2025-01-06,Internet,164.91,Cash,Internet Expense,Approved,2025-01-06,2025-01-06
2135,64,2179,2025-01-06,Water,322.67,Bank Transfer,Water Expense,Approved,2025-01-06,2025-01-06
2136,64,2178,2025-01-06,Water,296.59,Card,Water Expense,Approved,2025-01-06,2025-01-06
2137,64,2169,2025-01-06,Ingredients,3720.75,UPI,Ingredients Expense,Approved,2025-01-06,2025-01-06
2138,1,27,2025-01-07,Miscellaneous,344.01,UPI,Miscellaneous Expense,Approved,2025-01-07,2025-01-07
2139,1,6,2025-01-07,Internet,190.56,Card,Internet Expense,Approved,2025-01-07,2025-01-07
2140,1,28,2025-01-07,Marketing,300.33,Bank Transfer,Marketing Expense,Approved,2025-01-07,2025-01-07
2141,2,49,2025-01-07,Miscellaneous,486.02,Bank Transfer,Miscellaneous Expense,Approved,2025-01-07,2025-01-07
2142,2,48,2025-01-07,Ingredients,1942.17,Cash,Ingredients Expense,Approved,2025-01-07,2025-01-07
2143,2,42,2025-01-07,Miscellaneous,41.66,Bank Transfer,Miscellaneous Expense,Approved,2025-01-07,2025-01-07
2144,2,62,2025-01-07,Cleaning,414.3,Cash,Cleaning Expense,Approved,2025-01-07,2025-01-07
2145,2,51,2025-01-07,Cleaning,221.26,UPI,Cleaning Expense,Approved,2025-01-07,2025-01-07
2146,2,33,2025-01-07,Cleaning,496.38,UPI,Cleaning Expense,Approved,2025-01-07,2025-01-07
2147,3,78,2025-01-07,Rent,7289.92,Card,Rent Expense,Approved,2025-01-07,2025-01-07
