id,restaurant_id,cashup_id,deposit_date,bank_name,account_number,deposit_amount,reference_number,status,created_at,updated_at
430,46,430,2025-01-07,Axis Bank,****8245,18374.22,DEP00000430,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
431,47,431,2025-01-07,HDFC Bank,****1920,16182.75,DEP00000431,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
432,48,432,2025-01-07,Barclays,****6085,14417.88,DEP00000432,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
433,49,433,2025-01-07,HSBC,****1932,16381.88,DEP00000433,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
434,50,434,2025-01-07,HDFC Bank,****2257,17398.67,DEP00000434,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
435,51,435,2025-01-07,Barclays,****9307,15294.86,DEP00000435,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
436,52,436,2025-01-07,HSBC,****8368,17792.87,DEP00000436,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
437,53,437,2025-01-07,NatWest,****6267,16880.82,DEP00000437,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
438,54,438,2025-01-07,Lloyds,****2013,17946.35,DEP00000438,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
439,55,439,2025-01-07,ICICI Bank,****2381,15177.71,DEP00000439,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
440,56,440,2025-01-07,Lloyds,****1641,15973.12,DEP00000440,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
441,57,441,2025-01-07,Axis Bank,****8199,14894.89,DEP00000441,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
442,58,442,2025-01-07,Lloyds,****6962,16335.72,DEP00000442,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
443,59,443,2025-01-07,HDFC Bank,****7347,17593.5,DEP00000443,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
444,60,444,2025-01-07,ICICI Bank,****1857,16920.32,DEP00000444,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
445,61,445,2025-01-07,ICICI Bank,****2079,18827.86,DEP00000445,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
446,62,446,2025-01-07,SBI,****5655,17620.59,DEP00000446,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
447,63,447,2025-01-07,Lloyds,****6461,16798.37,DEP00000447,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
448,64,448,2025-01-07,Lloyds,****6731,15280.21,DEP00000448,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
449,1,449,2025-01-08,SBI,****3112,19240.03,DEP00000449,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
450,2,450,2025-01-08,Barclays,****6072,17153.83,DEP00000450,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
451,3,451,2025-01-08,ICICI Bank,****3093,17519.33,DEP00000451,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
452,4,452,2025-01-08,Barclays,****7937,18793.19,DEP00000452,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
453,5,453,2025-01-08,HSBC,****6940,17719.22,DEP00000453,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
454,6,454,2025-01-08,NatWest,****6598,16448.6,DEP00000454,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
455,7,455,2025-01-08,Axis Bank,****4145,16026.88,DEP00000455,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
456,8,456,2025-01-08,Lloyds,****3538,17232.26,DEP00000456,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
457,9,457,2025-01-08,Barclays,****9317,19259.63,DEP00000457,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
458,10,458,2025-01-08,HSBC,****6517,16656.5,DEP00000458,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
459,11,459,2025-01-08,Lloyds,****7172,17121.71,DEP00000459,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
460,12,460,2025-01-08,Lloyds,****3712,15813.37,DEP00000460,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
461,13,461,2025-01-08,HSBC,****7731,17489.69,DEP00000461,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
462,14,462,2025-01-08,NatWest,****8277,16929.75,DEP00000462,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
463,15,463,2025-01-08,Axis Bank,****4833,18858.0,DEP00000463,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
464,16,464,2025-01-08,HDFC Bank,****8684,15957.53,DEP00000464,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
465,17,465,2025-01-08,NatWest,****7026,17165.72,DEP00000465,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
466,18,466,2025-01-08,Axis Bank,****8564,20941.13,DEP00000466,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
467,19,467,2025-01-08,SBI,****9239,17706.68,DEP00000467,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
468,20,468,2025-01-08,Lloyds,****4271,19270.59,DEP00000468,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
469,21,469,2025-01-08,Lloyds,****5096,18153.56,DEP00000469,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
470,22,470,2025-01-08,Axis Bank,****7081,14026.04,DEP00000470,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
471,23,471,2025-01-08,Barclays,****9452,14549.3,DEP00000471,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
472,24,472,2025-01-08,HDFC Bank,****2374,15506.5,DEP00000472,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
473,25,473,2025-01-08,HDFC Bank,****8361,15829.55,DEP00000473,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
474,26,474,2025-01-08,Lloyds,****8167,17110.83,DEP00000474,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
475,27,475,2025-01-08,NatWest,****8391,16392.95,DEP00000475,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
476,28,476,2025-01-08,HSBC,****7797,16899.42,DEP00000476,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
477,29,477,2025-01-08,ICICI Bank,****4862,15123.03,DEP00000477,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
478,30,478,2025-01-08,Barclays,****7142,15206.23,DEP00000478,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
479,31,479,2025-01-08,ICICI Bank,****2623,16703.53,DEP00000479,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
480,32,480,2025-01-08,ICICI Bank,****3392,16708.87,DEP00000480,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
481,33,481,2025-01-08,HDFC Bank,****8740,15832.63,DEP00000481,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
482,34,482,2025-01-08,Lloyds,****8685,16430.0,DEP00000482,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
483,35,483,2025-01-08,HSBC,****2298,15199.86,DEP00000483,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
484,36,484,2025-01-08,NatWest,****3449,17637.6,DEP00000484,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
485,37,485,2025-01-08,SBI,****2821,17694.31,DEP00000485,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
486,38,486,2025-01-08,NatWest,****5934,17507.47,DEP00000486,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
487,39,487,2025-01-08,NatWest,****7878,15837.56,DEP00000487,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
488,40,488,2025-01-08,Axis Bank,****2029,17598.58,DEP00000488,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
489,41,489,2025-01-08,Axis Bank,****9782,18481.45,DEP00000489,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
490,42,490,2025-01-08,NatWest,****3352,16916.64,DEP00000490,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
491,43,491,2025-01-08,HSBC,****6780,16572.77,DEP00000491,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
492,44,492,2025-01-08,SBI,****4068,16390.52,DEP00000492,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
493,45,493,2025-01-08,Barclays,****9576,15980.69,DEP00000493,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
494,46,494,2025-01-08,Barclays,****9618,18368.87,DEP00000494,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
495,47,495,2025-01-08,HSBC,****7397,16183.62,DEP00000495,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
496,48,496,2025-01-08,HSBC,****7338,14412.67,DEP00000496,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
497,49,497,2025-01-08,HDFC Bank,****1266,16376.69,DEP00000497,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
498,50,498,2025-01-08,Barclays,****6649,17398.79,DEP00000498,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
499,51,499,2025-01-08,Barclays,****6447,15298.9,DEP00000499,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
500,52,500,2025-01-08,ICICI Bank,****9945,17795.38,DEP00000500,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
501,53,501,2025-01-08,Lloyds,****8612,16886.52,DEP00000501,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
502,54,502,2025-01-08,Axis Bank,****3986,17942.59,DEP00000502,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
503,55,503,2025-01-08,Barclays,****8498,15174.11,DEP00000503,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
504,56,504,2025-01-08,NatWest,****1717,15977.8,DEP00000504,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
505,57,505,2025-01-08,HSBC,****6170,14889.46,DEP00000505,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
506,58,506,2025-01-08,SBI,****9897,16331.63,DEP00000506,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
507,59,507,2025-01-08,HSBC,****4131,17592.5,DEP00000507,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
508,60,508,2025-01-08,HSBC,****6438,16921.55,DEP00000508,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
509,61,509,2025-01-08,ICICI Bank,****8159,18833.02,DEP00000509,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
510,62,510,2025-01-08,Axis Bank,****7334,17615.0,DEP00000510,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
511,63,511,2025-01-08,Lloyds,****9129,16797.5,DEP00000511,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
512,64,512,2025-01-08,ICICI Bank,****9507,15274.11,DEP00000512,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
513,1,513,2025-01-09,Barclays,****7955,19240.46,DEP00000513,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
514,2,514,2025-01-09,Lloyds,****9937,17158.99,DEP00000514,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
515,3,515,2025-01-09,Barclays,****2311,17521.98,DEP00000515,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
516,4,516,2025-01-09,HDFC Bank,****6021,18796.61,DEP00000516,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
517,5,517,2025-01-09,SBI,****3730,17719.84,DEP00000517,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
518,6,518,2025-01-09,ICICI Bank,****8325,16444.79,DEP00000518,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
519,7,519,2025-01-09,ICICI Bank,****8126,16035.94,DEP00000519,Deposited,2026-06-18 13:27:28.941378,2026-06-18 13:27:28.941378
520,8,520,2025-01-09,HSBC,****2229,17231.78,DEP00000520,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
521,9,521,2025-01-09,SBI,****6952,19253.69,DEP00000521,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
522,10,522,2025-01-09,Lloyds,****1510,16659.08,DEP00000522,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
523,11,523,2025-01-09,Axis Bank,****1570,17129.04,DEP00000523,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
524,12,524,2025-01-09,NatWest,****7001,15813.65,DEP00000524,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
525,13,525,2025-01-09,HSBC,****3513,17493.28,DEP00000525,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
526,14,526,2025-01-09,ICICI Bank,****7095,16926.6,DEP00000526,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
527,15,527,2025-01-09,Barclays,****3255,18859.67,DEP00000527,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
528,16,528,2025-01-09,SBI,****6150,15957.58,DEP00000528,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
529,17,529,2025-01-09,NatWest,****2858,17168.26,DEP00000529,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
530,18,530,2025-01-09,Lloyds,****9176,20947.65,DEP00000530,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
531,19,531,2025-01-09,Barclays,****5288,17709.19,DEP00000531,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
532,20,532,2025-01-09,Axis Bank,****4515,19268.11,DEP00000532,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
533,21,533,2025-01-09,HDFC Bank,****9047,18151.61,DEP00000533,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
534,22,534,2025-01-09,Lloyds,****2213,14024.56,DEP00000534,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
535,23,535,2025-01-09,Axis Bank,****2438,14550.33,DEP00000535,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
536,24,536,2025-01-09,ICICI Bank,****6692,15506.9,DEP00000536,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
537,25,537,2025-01-09,HDFC Bank,****5914,15830.08,DEP00000537,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
538,26,538,2025-01-09,Lloyds,****6922,17111.37,DEP00000538,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
539,27,539,2025-01-09,Barclays,****4292,16388.78,DEP00000539,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
540,28,540,2025-01-09,NatWest,****9094,16900.35,DEP00000540,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
541,29,541,2025-01-09,ICICI Bank,****8657,15123.3,DEP00000541,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
542,30,542,2025-01-09,Lloyds,****2412,15202.05,DEP00000542,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
543,31,543,2025-01-09,SBI,****8842,16705.12,DEP00000543,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
544,32,544,2025-01-09,SBI,****2208,16712.0,DEP00000544,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
545,33,545,2025-01-09,ICICI Bank,****2215,15832.76,DEP00000545,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
546,34,546,2025-01-09,ICICI Bank,****3102,16432.46,DEP00000546,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
547,35,547,2025-01-09,Lloyds,****3114,15195.57,DEP00000547,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
548,36,548,2025-01-09,HSBC,****3034,17633.46,DEP00000548,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
549,37,549,2025-01-09,HDFC Bank,****3697,17694.62,DEP00000549,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
550,38,550,2025-01-09,NatWest,****6669,17513.61,DEP00000550,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
551,39,551,2025-01-09,HDFC Bank,****2292,15829.31,DEP00000551,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
552,40,552,2025-01-09,HDFC Bank,****3050,17602.46,DEP00000552,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
553,41,553,2025-01-09,Barclays,****9234,18476.31,DEP00000553,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
554,42,554,2025-01-09,Lloyds,****3804,16910.39,DEP00000554,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
555,43,555,2025-01-09,ICICI Bank,****1674,16569.09,DEP00000555,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
556,44,556,2025-01-09,HSBC,****2330,16384.68,DEP00000556,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
557,45,557,2025-01-09,HDFC Bank,****4453,15986.88,DEP00000557,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
558,46,558,2025-01-09,SBI,****1496,18370.95,DEP00000558,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
559,47,559,2025-01-09,HDFC Bank,****5949,16184.08,DEP00000559,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
560,48,560,2025-01-09,SBI,****5873,14416.57,DEP00000560,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
561,49,561,2025-01-09,HSBC,****3589,16381.96,DEP00000561,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
562,50,562,2025-01-09,Axis Bank,****8609,17397.96,DEP00000562,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
563,51,563,2025-01-09,Lloyds,****6121,15299.27,DEP00000563,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
564,52,564,2025-01-09,ICICI Bank,****6658,17788.1,DEP00000564,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
565,53,565,2025-01-09,Lloyds,****7070,16880.16,DEP00000565,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
566,54,566,2025-01-09,Barclays,****6228,17947.25,DEP00000566,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
567,55,567,2025-01-09,Barclays,****5382,15179.8,DEP00000567,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
568,56,568,2025-01-09,Lloyds,****2586,15973.67,DEP00000568,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
569,57,569,2025-01-09,SBI,****7850,14896.86,DEP00000569,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
570,58,570,2025-01-09,Lloyds,****6364,16338.48,DEP00000570,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
571,59,571,2025-01-09,ICICI Bank,****4110,17587.89,DEP00000571,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
572,60,572,2025-01-09,Axis Bank,****9433,16916.78,DEP00000572,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
573,61,573,2025-01-09,HDFC Bank,****9148,18831.08,DEP00000573,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
574,62,574,2025-01-09,SBI,****9281,17623.66,DEP00000574,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
575,63,575,2025-01-09,NatWest,****4524,16796.32,DEP00000575,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
576,64,576,2025-01-09,HSBC,****1828,15275.2,DEP00000576,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
577,1,577,2025-01-10,Axis Bank,****5681,19240.32,DEP00000577,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
578,2,578,2025-01-10,Barclays,****8060,17154.41,DEP00000578,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
579,3,579,2025-01-10,HDFC Bank,****6992,17523.58,DEP00000579,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
580,4,580,2025-01-10,ICICI Bank,****1741,18792.25,DEP00000580,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
581,5,581,2025-01-10,NatWest,****6939,17720.29,DEP00000581,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
582,6,582,2025-01-10,Barclays,****7329,16446.16,DEP00000582,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
583,7,583,2025-01-10,HDFC Bank,****2946,16031.32,DEP00000583,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
584,8,584,2025-01-10,Barclays,****7453,17233.24,DEP00000584,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
585,9,585,2025-01-10,ICICI Bank,****6990,19256.67,DEP00000585,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
586,10,586,2025-01-10,NatWest,****9341,16656.66,DEP00000586,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
587,11,587,2025-01-10,HSBC,****1742,17126.46,DEP00000587,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
588,12,588,2025-01-10,ICICI Bank,****8761,15814.52,DEP00000588,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
589,13,589,2025-01-10,Lloyds,****9446,17491.71,DEP00000589,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
590,14,590,2025-01-10,ICICI Bank,****3662,16931.99,DEP00000590,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
591,15,591,2025-01-10,HDFC Bank,****6511,18860.18,DEP00000591,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
592,16,592,2025-01-10,Axis Bank,****5911,15957.8,DEP00000592,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
593,17,593,2025-01-10,HSBC,****7035,17170.01,DEP00000593,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
594,18,594,2025-01-10,Barclays,****7824,20944.6,DEP00000594,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
595,19,595,2025-01-10,HSBC,****8775,17708.53,DEP00000595,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
596,20,596,2025-01-10,NatWest,****1841,19273.2,DEP00000596,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
597,21,597,2025-01-10,Lloyds,****9589,18155.73,DEP00000597,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
598,22,598,2025-01-10,SBI,****3421,14020.27,DEP00000598,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
599,23,599,2025-01-10,NatWest,****1517,14546.63,DEP00000599,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
600,24,600,2025-01-10,Barclays,****4125,15509.28,DEP00000600,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
601,25,601,2025-01-10,ICICI Bank,****7861,15836.99,DEP00000601,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
602,26,602,2025-01-10,NatWest,****7723,17118.37,DEP00000602,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
603,27,603,2025-01-10,Axis Bank,****2020,16388.85,DEP00000603,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
604,28,604,2025-01-10,NatWest,****6325,16901.21,DEP00000604,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
605,29,605,2025-01-10,Axis Bank,****9609,15113.58,DEP00000605,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
606,30,606,2025-01-10,Lloyds,****8531,15206.32,DEP00000606,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
607,31,607,2025-01-10,ICICI Bank,****9950,16696.66,DEP00000607,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
608,32,608,2025-01-10,HDFC Bank,****8932,16713.72,DEP00000608,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
609,33,609,2025-01-10,NatWest,****5571,15832.09,DEP00000609,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
610,34,610,2025-01-10,NatWest,****5876,16431.38,DEP00000610,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
611,35,611,2025-01-10,NatWest,****9011,15196.64,DEP00000611,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
612,36,612,2025-01-10,ICICI Bank,****5480,17634.62,DEP00000612,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
613,37,613,2025-01-10,SBI,****7464,17696.92,DEP00000613,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
614,38,614,2025-01-10,Lloyds,****5758,17507.05,DEP00000614,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
615,39,615,2025-01-10,Barclays,****6674,15838.36,DEP00000615,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
616,40,616,2025-01-10,HDFC Bank,****8849,17595.73,DEP00000616,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
617,41,617,2025-01-10,HDFC Bank,****5450,18480.42,DEP00000617,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
618,42,618,2025-01-10,NatWest,****4972,16915.43,DEP00000618,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
619,43,619,2025-01-10,NatWest,****4814,16575.17,DEP00000619,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
620,44,620,2025-01-10,SBI,****6411,16392.41,DEP00000620,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
621,45,621,2025-01-10,Barclays,****3252,15980.16,DEP00000621,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
622,46,622,2025-01-10,Lloyds,****7666,18378.57,DEP00000622,Deposited,2026-06-18 13:27:28.943381,2026-06-18 13:27:28.943381
