id,restaurant_id,user_id,business_date,opening_cash,cash_sales,card_sales,upi_sales,online_sales,expenses,expected_cash,actual_cash,variance,status,created_at,updated_at
412,28,930,2025-01-07,416,16908.27,63176.97,23010.01,11110.84,10810.98,6513.29,6503.88,-9.41,Closed,2025-01-07,2025-01-07
413,29,971,2025-01-07,283,15123.56,61624.94,22685.2,11725.26,11327.54,4079.02,4065.3,-13.72,Closed,2025-01-07,2025-01-07
414,30,985,2025-01-07,377,15210.09,63105.92,21498.1,9477.97,8653.21,6933.88,6935.96,2.08,Closed,2025-01-07,2025-01-07
415,31,1022,2025-01-07,360,16705.78,58255.28,22489.48,10839.83,7330.44,9735.34,9715.45,-19.89,Closed,2025-01-07,2025-01-07
416,32,1051,2025-01-07,661,16717.26,62809.86,19795.04,10144.82,14780.72,2597.54,2605.11,7.57,Closed,2025-01-07,2025-01-07
417,33,1103,2025-01-07,681,15834.01,64163.4,24008.0,10669.19,4878.92,11636.09,11627.74,-8.35,Closed,2025-01-07,2025-01-07
418,34,1124,2025-01-07,437,16436.96,59388.32,22262.14,11251.04,13593.54,3280.42,3271.94,-8.48,Closed,2025-01-07,2025-01-07
419,35,1159,2025-01-07,489,15204.35,60043.7,21065.9,10826.29,10398.57,5294.78,5302.9,8.12,Closed,2025-01-07,2025-01-07
420,36,1184,2025-01-07,664,17637.79,62900.71,23687.49,12306.72,24833.77,-6531.98,-6549.13,-17.15,Closed,2025-01-07,2025-01-07
421,37,1216,2025-01-07,439,17699.8,59760.69,20797.38,11561.95,10995.27,7143.53,7160.49,16.96,Closed,2025-01-07,2025-01-07
422,38,1253,2025-01-07,840,17515.23,61236.51,22713.85,11517.22,5229.14,13126.09,13129.68,3.59,Closed,2025-01-07,2025-01-07
423,39,1291,2025-01-07,402,15838.78,60521.49,21794.24,10062.61,10037.98,6202.8,6199.81,-2.99,Closed,2025-01-07,2025-01-07
424,40,1325,2025-01-07,757,17604.97,64921.92,24604.24,11837.27,1683.53,16678.44,16667.43,-11.01,Closed,2025-01-07,2025-01-07
425,41,1359,2025-01-07,352,18482.56,63228.99,21966.22,9999.95,12620.25,6214.31,6230.65,16.34,Closed,2025-01-07,2025-01-07
426,42,1383,2025-01-07,345,16916.8,63831.72,23614.14,9074.86,10127.81,7133.99,7116.85,-17.14,Closed,2025-01-07,2025-01-07
427,43,1424,2025-01-07,369,16575.68,58318.95,20972.7,11090.11,1622.09,15322.59,15334.3,11.71,Closed,2025-01-07,2025-01-07
428,44,1482,2025-01-07,809,16392.93,63354.41,21778.52,10886.65,10564.29,6637.64,6647.6,9.96,Closed,2025-01-07,2025-01-07
429,45,1501,2025-01-07,782,15987.33,61951.56,21940.59,11067.3,5589.56,11179.77,11196.62,16.85,Closed,2025-01-07,2025-01-07
430,46,1521,2025-01-07,649,18378.62,59163.53,19042.3,11407.28,16130.27,2897.35,2882.32,-15.03,Closed,2025-01-07,2025-01-07
431,47,1579,2025-01-07,905,16189.06,61226.11,20501.23,11431.22,5488.15,11605.91,11598.07,-7.84,Closed,2025-01-07,2025-01-07
432,48,1594,2025-01-07,612,14421.4,57416.83,23610.34,11230.05,15813.65,-780.25,-762.54,17.71,Closed,2025-01-07,2025-01-07
433,49,1639,2025-01-07,712,16386.5,59132.91,20401.33,10243.51,3039.31,14059.19,14060.79,1.6,Closed,2025-01-07,2025-01-07
434,50,1683,2025-01-07,648,17402.36,63307.09,21412.77,11561.73,5857.36,12193.0,12176.22,-16.78,Closed,2025-01-07,2025-01-07
435,51,1707,2025-01-07,240,15301.31,57680.34,19884.75,9031.61,8682.86,6858.45,6874.03,15.58,Closed,2025-01-07,2025-01-07
436,52,1756,2025-01-07,952,17796.71,56657.9,22147.4,9876.52,20149.61,-1400.9,-1408.01,-7.11,Closed,2025-01-07,2025-01-07
437,53,1784,2025-01-07,456,16889.91,64338.4,22737.52,12432.41,5791.22,11554.69,11535.72,-18.97,Closed,2025-01-07,2025-01-07
438,54,1808,2025-01-07,434,17952.4,63434.21,23421.87,10168.12,14227.52,4158.88,4177.36,18.48,Closed,2025-01-07,2025-01-07
439,55,1861,2025-01-07,789,15182.22,58670.06,25674.65,12304.88,9718.35,6252.87,6256.35,3.48,Closed,2025-01-07,2025-01-07
440,56,1891,2025-01-07,221,15978.17,58262.3,23081.03,11792.12,11405.35,4793.82,4813.8,19.98,Closed,2025-01-07,2025-01-07
441,57,1932,2025-01-07,888,14897.37,63717.27,20569.35,11977.61,14066.14,1719.23,1732.09,12.86,Closed,2025-01-07,2025-01-07
442,58,1947,2025-01-07,790,16340.96,62590.15,22276.16,11176.86,9317.94,7813.02,7794.63,-18.39,Closed,2025-01-07,2025-01-07
443,59,1975,2025-01-07,974,17597.23,62843.65,25393.4,10507.0,6965.53,11605.7,11592.71,-12.99,Closed,2025-01-07,2025-01-07
444,60,2019,2025-01-07,731,16924.41,64335.1,23101.6,12313.25,7242.32,10413.09,10419.15,6.06,Closed,2025-01-07,2025-01-07
445,61,2074,2025-01-07,484,18835.75,61638.58,23285.7,12265.6,1758.22,17561.53,17548.79,-12.74,Closed,2025-01-07,2025-01-07
446,62,2088,2025-01-07,799,17623.89,62755.01,22563.22,12657.56,10035.05,8387.84,8385.28,-2.56,Closed,2025-01-07,2025-01-07
447,63,2140,2025-01-07,703,16800.89,65662.0,22059.6,11315.75,4016.03,13487.86,13506.62,18.76,Closed,2025-01-07,2025-01-07
448,64,2162,2025-01-07,681,15281.03,60484.14,23372.15,10040.41,26173.31,-10211.28,-10217.36,-6.08,Closed,2025-01-07,2025-01-07
449,1,18,2025-01-08,541,19243.13,63113.22,22259.15,11546.48,5469.75,14314.38,14307.22,-7.16,Closed,2025-01-08,2025-01-08
450,2,53,2025-01-08,307,17159.78,59975.27,19466.13,11583.39,10306.48,7160.3,7174.61,14.31,Closed,2025-01-08,2025-01-08
451,3,74,2025-01-08,537,17524.92,64148.04,21967.22,11634.25,1797.43,16264.49,16260.96,-3.53,Closed,2025-01-08,2025-01-08
452,4,115,2025-01-08,707,18799.89,62075.86,21470.89,12322.86,13928.64,5578.25,5569.78,-8.47,Closed,2025-01-08,2025-01-08
453,5,143,2025-01-08,610,17724.3,66957.25,22346.04,11067.79,3530.02,14804.28,14816.82,12.54,Closed,2025-01-08,2025-01-08
454,6,176,2025-01-08,763,16451.69,65076.75,26335.18,12052.16,22432.28,-5217.59,-5236.12,-18.53,Closed,2025-01-08,2025-01-08
455,7,211,2025-01-08,290,16036.36,60924.08,20225.87,12493.74,2566.15,13760.21,13752.79,-7.42,Closed,2025-01-08,2025-01-08
456,8,264,2025-01-08,531,17234.53,63667.2,22454.02,11505.62,9555.73,8209.8,8194.44,-15.36,Closed,2025-01-08,2025-01-08
457,9,289,2025-01-08,991,19260.4,63694.88,26863.42,11130.91,7125.95,13125.45,13121.62,-3.83,Closed,2025-01-08,2025-01-08
458,10,333,2025-01-08,726,16664.21,57998.38,24492.69,11582.61,6493.81,10896.4,10909.4,13.0,Closed,2025-01-08,2025-01-08
459,11,373,2025-01-08,201,17130.47,61218.31,22687.42,10751.37,6168.95,11162.52,11168.83,6.31,Closed,2025-01-08,2025-01-08
460,12,413,2025-01-08,755,15814.91,58181.66,21594.43,13195.73,8047.14,8522.77,8521.25,-1.52,Closed,2025-01-08,2025-01-08
461,13,454,2025-01-08,255,17496.9,58966.94,19683.6,11537.03,3085.11,14666.79,14654.29,-12.5,Closed,2025-01-08,2025-01-08
462,14,479,2025-01-08,570,16933.39,58039.91,21206.25,13218.92,8688.88,8814.51,8819.42,4.91,Closed,2025-01-08,2025-01-08
463,15,489,2025-01-08,710,18864.11,63795.09,22782.31,11784.99,16588.41,2985.7,2990.72,5.02,Closed,2025-01-08,2025-01-08
464,16,545,2025-01-08,978,15962.87,58757.55,22099.86,10394.64,12577.69,4363.18,4345.24,-17.94,Closed,2025-01-08,2025-01-08
465,17,558,2025-01-08,473,17174.76,61056.43,22580.42,13328.73,5017.88,12629.88,12631.85,1.97,Closed,2025-01-08,2025-01-08
466,18,591,2025-01-08,494,20947.91,60332.05,25202.7,11660.2,5130.64,16311.27,16308.79,-2.48,Closed,2025-01-08,2025-01-08
467,19,620,2025-01-08,915,17714.37,63781.7,20276.74,11317.0,7980.1,10649.27,10648.66,-0.61,Closed,2025-01-08,2025-01-08
468,20,671,2025-01-08,229,19275.86,64527.13,21499.91,11266.45,12440.3,7064.56,7083.49,18.93,Closed,2025-01-08,2025-01-08
469,21,708,2025-01-08,823,18161.57,66633.91,22670.93,11851.21,2913.11,16071.46,16083.43,11.97,Closed,2025-01-08,2025-01-08
470,22,754,2025-01-08,926,14026.56,63434.06,19762.31,9442.77,11545.46,3407.1,3393.44,-13.66,Closed,2025-01-08,2025-01-08
471,23,762,2025-01-08,764,14554.85,55806.98,18401.41,10293.55,4122.67,11196.18,11176.73,-19.45,Closed,2025-01-08,2025-01-08
472,24,809,2025-01-08,617,15515.01,63348.16,23572.71,13733.64,12934.61,3197.4,3181.13,-16.27,Closed,2025-01-08,2025-01-08
473,25,831,2025-01-08,316,15837.18,58664.5,21748.12,9775.39,7369.45,8783.73,8782.19,-1.54,Closed,2025-01-08,2025-01-08
474,26,861,2025-01-08,320,17119.88,58671.3,21645.7,9469.68,3342.67,14097.21,14103.12,5.91,Closed,2025-01-08,2025-01-08
475,27,904,2025-01-08,357,16393.87,58266.5,22207.01,10127.07,6221.56,10529.31,10529.25,-0.06,Closed,2025-01-08,2025-01-08
476,28,935,2025-01-08,933,16908.27,63176.97,23010.01,11110.84,4231.94,13609.33,13601.0,-8.33,Closed,2025-01-08,2025-01-08
477,29,977,2025-01-08,922,15123.56,61624.94,22685.2,11725.26,1933.44,14112.12,14103.06,-9.06,Closed,2025-01-08,2025-01-08
478,30,997,2025-01-08,694,15210.09,63105.92,21498.1,9477.97,4904.38,10999.71,11018.92,19.21,Closed,2025-01-08,2025-01-08
479,31,1040,2025-01-08,449,16705.78,58255.28,22489.48,10839.83,1728.55,15426.23,15424.5,-1.73,Closed,2025-01-08,2025-01-08
480,32,1076,2025-01-08,348,16717.26,62809.86,19795.04,10144.82,14991.54,2073.72,2069.06,-4.66,Closed,2025-01-08,2025-01-08
481,33,1093,2025-01-08,813,15834.01,64163.4,24008.0,10669.19,7239.07,9407.94,9408.27,0.33,Closed,2025-01-08,2025-01-08
482,34,1132,2025-01-08,339,16436.96,59388.32,22262.14,11251.04,14085.31,2690.65,2705.21,14.56,Closed,2025-01-08,2025-01-08
483,35,1176,2025-01-08,482,15204.35,60043.7,21065.9,10826.29,3861.37,11824.98,11835.89,10.91,Closed,2025-01-08,2025-01-08
484,36,1191,2025-01-08,624,17637.79,62900.71,23687.49,12306.72,3659.26,14602.53,14596.13,-6.4,Closed,2025-01-08,2025-01-08
485,37,1230,2025-01-08,719,17699.8,59760.69,20797.38,11561.95,7706.77,10712.03,10702.72,-9.31,Closed,2025-01-08,2025-01-08
486,38,1253,2025-01-08,202,17515.23,61236.51,22713.85,11517.22,14942.81,2774.42,2765.73,-8.69,Closed,2025-01-08,2025-01-08
487,39,1300,2025-01-08,505,15838.78,60521.49,21794.24,10062.61,914.42,15429.36,15442.86,13.5,Closed,2025-01-08,2025-01-08
488,40,1330,2025-01-08,793,17604.97,64921.92,24604.24,11837.27,4114.72,14283.25,14303.21,19.96,Closed,2025-01-08,2025-01-08
489,41,1355,2025-01-08,701,18482.56,63228.99,21966.22,9999.95,14212.37,4971.19,4985.8,14.61,Closed,2025-01-08,2025-01-08
490,42,1400,2025-01-08,657,16916.8,63831.72,23614.14,9074.86,7003.06,10570.74,10572.28,1.54,Closed,2025-01-08,2025-01-08
491,43,1444,2025-01-08,553,16575.68,58318.95,20972.7,11090.11,5486.87,11641.81,11635.11,-6.7,Closed,2025-01-08,2025-01-08
492,44,1467,2025-01-08,981,16392.93,63354.41,21778.52,10886.65,19260.14,-1886.21,-1884.47,1.74,Closed,2025-01-08,2025-01-08
493,45,1511,2025-01-08,666,15987.33,61951.56,21940.59,11067.3,7102.31,9551.02,9568.33,17.31,Closed,2025-01-08,2025-01-08
494,46,1528,2025-01-08,393,18378.62,59163.53,19042.3,11407.28,2649.24,16122.38,16141.61,19.23,Closed,2025-01-08,2025-01-08
495,47,1583,2025-01-08,444,16189.06,61226.11,20501.23,11431.22,1548.99,15084.07,15086.94,2.87,Closed,2025-01-08,2025-01-08
496,48,1613,2025-01-08,439,14421.4,57416.83,23610.34,11230.05,11219.96,3640.44,3654.68,14.24,Closed,2025-01-08,2025-01-08
497,49,1640,2025-01-08,620,16386.5,59132.91,20401.33,10243.51,1560.61,15445.89,15427.64,-18.25,Closed,2025-01-08,2025-01-08
498,50,1664,2025-01-08,962,17402.36,63307.09,21412.77,11561.73,2315.54,16048.82,16047.74,-1.08,Closed,2025-01-08,2025-01-08
499,51,1709,2025-01-08,590,15301.31,57680.34,19884.75,9031.61,9922.65,5968.66,5964.1,-4.56,Closed,2025-01-08,2025-01-08
500,52,1731,2025-01-08,879,17796.71,56657.9,22147.4,9876.52,6962.75,11712.96,11724.66,11.7,Closed,2025-01-08,2025-01-08
501,53,1779,2025-01-08,867,16889.91,64338.4,22737.52,12432.41,4165.67,13591.24,13610.47,19.23,Closed,2025-01-08,2025-01-08
502,54,1797,2025-01-08,707,17952.4,63434.21,23421.87,10168.12,4674.85,13984.55,14003.14,18.59,Closed,2025-01-08,2025-01-08
503,55,1852,2025-01-08,329,15182.22,58670.06,25674.65,12304.88,3037.36,12473.86,12473.95,0.09,Closed,2025-01-08,2025-01-08
504,56,1884,2025-01-08,804,15978.17,58262.3,23081.03,11792.12,3707.26,13074.91,13068.19,-6.72,Closed,2025-01-08,2025-01-08
505,57,1911,2025-01-08,302,14897.37,63717.27,20569.35,11977.61,3612.38,11586.99,11601.96,14.97,Closed,2025-01-08,2025-01-08
506,58,1967,2025-01-08,650,16340.96,62590.15,22276.16,11176.86,26436.52,-9445.56,-9461.57,-16.01,Closed,2025-01-08,2025-01-08
507,59,1989,2025-01-08,667,17597.23,62843.65,25393.4,10507.0,5958.53,12305.7,12286.31,-19.39,Closed,2025-01-08,2025-01-08
508,60,2022,2025-01-08,347,16924.41,64335.1,23101.6,12313.25,14873.82,2397.59,2393.99,-3.6,Closed,2025-01-08,2025-01-08
509,61,2078,2025-01-08,870,18835.75,61638.58,23285.7,12265.6,7752.23,11953.52,11972.32,18.8,Closed,2025-01-08,2025-01-08
510,62,2082,2025-01-08,276,17623.89,62755.01,22563.22,12657.56,4915.89,12984.0,12982.78,-1.22,Closed,2025-01-08,2025-01-08
511,63,2140,2025-01-08,471,16800.89,65662.0,22059.6,11315.75,15508.12,1763.77,1757.31,-6.46,Closed,2025-01-08,2025-01-08
512,64,2163,2025-01-08,909,15281.03,60484.14,23372.15,10040.41,5842.54,10347.49,10343.39,-4.1,Closed,2025-01-08,2025-01-08
513,1,22,2025-01-09,282,19243.13,63113.22,22259.15,11546.48,8651.25,10873.88,10887.95,14.07,Closed,2025-01-09,2025-01-09
514,2,48,2025-01-09,890,17159.78,59975.27,19466.13,11583.39,5364.16,12685.62,12699.99,14.37,Closed,2025-01-09,2025-01-09
515,3,86,2025-01-09,589,17524.92,64148.04,21967.22,11634.25,7929.06,10184.86,10203.03,18.17,Closed,2025-01-09,2025-01-09
516,4,109,2025-01-09,841,18799.89,62075.86,21470.89,12322.86,4168.37,15472.52,15481.27,8.75,Closed,2025-01-09,2025-01-09
517,5,140,2025-01-09,977,17724.3,66957.25,22346.04,11067.79,7567.8,11133.5,11133.02,-0.48,Closed,2025-01-09,2025-01-09
518,6,191,2025-01-09,754,16451.69,65076.75,26335.18,12052.16,20894.82,-3689.13,-3707.69,-18.56,Closed,2025-01-09,2025-01-09
519,7,224,2025-01-09,270,16036.36,60924.08,20225.87,12493.74,11459.7,4846.66,4836.05,-10.61,Closed,2025-01-09,2025-01-09
520,8,245,2025-01-09,900,17234.53,63667.2,22454.02,11505.62,16133.87,2000.66,2017.5,16.84,Closed,2025-01-09,2025-01-09
521,9,292,2025-01-09,432,19260.4,63694.88,26863.42,11130.91,6408.02,13284.38,13294.25,9.87,Closed,2025-01-09,2025-01-09
522,10,325,2025-01-09,644,16664.21,57998.38,24492.69,11582.61,6906.2,10402.01,10421.14,19.13,Closed,2025-01-09,2025-01-09
523,11,358,2025-01-09,978,17130.47,61218.31,22687.42,10751.37,3105.66,15002.81,15008.16,5.35,Closed,2025-01-09,2025-01-09
524,12,405,2025-01-09,302,15814.91,58181.66,21594.43,13195.73,8904.38,7212.53,7210.28,-2.25,Closed,2025-01-09,2025-01-09
525,13,444,2025-01-09,910,17496.9,58966.94,19683.6,11537.03,5995.47,12411.43,12403.41,-8.02,Closed,2025-01-09,2025-01-09
526,14,465,2025-01-09,229,16933.39,58039.91,21206.25,13218.92,2493.07,14669.32,14651.16,-18.16,Closed,2025-01-09,2025-01-09
527,15,518,2025-01-09,257,18864.11,63795.09,22782.31,11784.99,12359.32,6761.79,6753.52,-8.27,Closed,2025-01-09,2025-01-09
528,16,550,2025-01-09,583,15962.87,58757.55,22099.86,10394.64,7722.71,8823.16,8820.39,-2.77,Closed,2025-01-09,2025-01-09
529,17,556,2025-01-09,450,17174.76,61056.43,22580.42,13328.73,10507.09,7117.67,7118.92,1.25,Closed,2025-01-09,2025-01-09
530,18,599,2025-01-09,779,20947.91,60332.05,25202.7,11660.2,6949.2,14777.71,14784.98,7.27,Closed,2025-01-09,2025-01-09
531,19,635,2025-01-09,384,17714.37,63781.7,20276.74,11317.0,3096.37,15002.0,14988.8,-13.2,Closed,2025-01-09,2025-01-09
532,20,674,2025-01-09,280,19275.86,64527.13,21499.91,11266.45,2678.55,16877.31,16881.69,4.38,Closed,2025-01-09,2025-01-09
533,21,693,2025-01-09,591,18161.57,66633.91,22670.93,11851.21,4447.21,14305.36,14310.15,4.79,Closed,2025-01-09,2025-01-09
534,22,737,2025-01-09,446,14026.56,63434.06,19762.31,9442.77,3109.02,11363.54,11363.45,-0.09,Closed,2025-01-09,2025-01-09
535,23,759,2025-01-09,797,14554.85,55806.98,18401.41,10293.55,3202.73,12149.12,12134.84,-14.28,Closed,2025-01-09,2025-01-09
536,24,804,2025-01-09,672,15515.01,63348.16,23572.71,13733.64,5741.75,10445.26,10450.78,5.52,Closed,2025-01-09,2025-01-09
537,25,836,2025-01-09,670,15837.18,58664.5,21748.12,9775.39,11035.74,5471.44,5461.65,-9.79,Closed,2025-01-09,2025-01-09
538,26,888,2025-01-09,209,17119.88,58671.3,21645.7,9469.68,4499.29,12829.59,12845.55,15.96,Closed,2025-01-09,2025-01-09
539,27,919,2025-01-09,676,16393.87,58266.5,22207.01,10127.07,6239.31,10830.56,10846.61,16.05,Closed,2025-01-09,2025-01-09
540,28,945,2025-01-09,893,16908.27,63176.97,23010.01,11110.84,5252.06,12549.21,12551.07,1.86,Closed,2025-01-09,2025-01-09
541,29,974,2025-01-09,275,15123.56,61624.94,22685.2,11725.26,1937.42,13461.14,13458.81,-2.33,Closed,2025-01-09,2025-01-09
542,30,1006,2025-01-09,553,15210.09,63105.92,21498.1,9477.97,23464.0,-7700.91,-7681.4,19.51,Closed,2025-01-09,2025-01-09
543,31,1035,2025-01-09,506,16705.78,58255.28,22489.48,10839.83,10056.77,7155.01,7160.57,5.56,Closed,2025-01-09,2025-01-09
544,32,1075,2025-01-09,634,16717.26,62809.86,19795.04,10144.82,12489.15,4862.11,4869.72,7.61,Closed,2025-01-09,2025-01-09
545,33,1113,2025-01-09,667,15834.01,64163.4,24008.0,10669.19,11893.91,4607.1,4620.91,13.81,Closed,2025-01-09,2025-01-09
546,34,1148,2025-01-09,403,16436.96,59388.32,22262.14,11251.04,12023.26,4816.7,4836.67,19.97,Closed,2025-01-09,2025-01-09
547,35,1158,2025-01-09,694,15204.35,60043.7,21065.9,10826.29,5037.45,10860.9,10845.17,-15.73,Closed,2025-01-09,2025-01-09
548,36,1188,2025-01-09,590,17637.79,62900.71,23687.49,12306.72,5422.28,12805.51,12808.39,2.88,Closed,2025-01-09,2025-01-09
549,37,1218,2025-01-09,788,17699.8,59760.69,20797.38,11561.95,10868.06,7619.74,7611.57,-8.17,Closed,2025-01-09,2025-01-09
550,38,1272,2025-01-09,916,17515.23,61236.51,22713.85,11517.22,6502.16,11929.07,11920.88,-8.19,Closed,2025-01-09,2025-01-09
551,39,1290,2025-01-09,874,15838.78,60521.49,21794.24,10062.61,19344.52,-2631.74,-2635.91,-4.17,Closed,2025-01-09,2025-01-09
552,40,1340,2025-01-09,208,17604.97,64921.92,24604.24,11837.27,3266.18,14546.79,14549.43,2.64,Closed,2025-01-09,2025-01-09
553,41,1361,2025-01-09,902,18482.56,63228.99,21966.22,9999.95,7390.78,11993.78,12004.91,11.13,Closed,2025-01-09,2025-01-09
554,42,1399,2025-01-09,250,16916.8,63831.72,23614.14,9074.86,15911.6,1255.2,1271.62,16.42,Closed,2025-01-09,2025-01-09
555,43,1419,2025-01-09,963,16575.68,58318.95,20972.7,11090.11,10494.49,7044.19,7044.06,-0.13,Closed,2025-01-09,2025-01-09
556,44,1479,2025-01-09,493,16392.93,63354.41,21778.52,10886.65,3666.88,13219.05,13230.08,11.03,Closed,2025-01-09,2025-01-09
557,45,1512,2025-01-09,435,15987.33,61951.56,21940.59,11067.3,12258.17,4164.16,4168.44,4.28,Closed,2025-01-09,2025-01-09
558,46,1531,2025-01-09,560,18378.62,59163.53,19042.3,11407.28,3175.06,15763.56,15752.32,-11.24,Closed,2025-01-09,2025-01-09
559,47,1552,2025-01-09,394,16189.06,61226.11,20501.23,11431.22,11957.98,4625.08,4629.92,4.84,Closed,2025-01-09,2025-01-09
560,48,1594,2025-01-09,894,14421.4,57416.83,23610.34,11230.05,14172.35,1143.05,1153.27,10.22,Closed,2025-01-09,2025-01-09
561,49,1627,2025-01-09,985,16386.5,59132.91,20401.33,10243.51,4240.49,13131.01,13137.38,6.37,Closed,2025-01-09,2025-01-09
562,50,1661,2025-01-09,340,17402.36,63307.09,21412.77,11561.73,27784.41,-10042.05,-10036.92,5.13,Closed,2025-01-09,2025-01-09
563,51,1717,2025-01-09,842,15301.31,57680.34,19884.75,9031.61,3586.39,12556.92,12562.77,5.85,Closed,2025-01-09,2025-01-09
564,52,1736,2025-01-09,516,17796.71,56657.9,22147.4,9876.52,3486.99,14825.72,14837.26,11.54,Closed,2025-01-09,2025-01-09
565,53,1779,2025-01-09,234,16889.91,64338.4,22737.52,12432.41,1586.81,15537.1,15540.28,3.18,Closed,2025-01-09,2025-01-09
566,54,1800,2025-01-09,949,17952.4,63434.21,23421.87,10168.12,8277.91,10623.49,10608.75,-14.74,Closed,2025-01-09,2025-01-09
567,55,1837,2025-01-09,502,15182.22,58670.06,25674.65,12304.88,7103.05,8581.17,8574.24,-6.93,Closed,2025-01-09,2025-01-09
568,56,1882,2025-01-09,625,15978.17,58262.3,23081.03,11792.12,7271.44,9331.73,9318.76,-12.97,Closed,2025-01-09,2025-01-09
569,57,1907,2025-01-09,335,14897.37,63717.27,20569.35,11977.61,20207.54,-4975.17,-4963.71,11.46,Closed,2025-01-09,2025-01-09
570,58,1968,2025-01-09,574,16340.96,62590.15,22276.16,11176.86,3712.67,13202.29,13203.52,1.23,Closed,2025-01-09,2025-01-09
571,59,2013,2025-01-09,479,17597.23,62843.65,25393.4,10507.0,1301.75,16774.48,16787.7,13.22,Closed,2025-01-09,2025-01-09
572,60,2025,2025-01-09,463,16924.41,64335.1,23101.6,12313.25,4711.41,12676.0,12692.56,16.56,Closed,2025-01-09,2025-01-09
573,61,2055,2025-01-09,693,18835.75,61638.58,23285.7,12265.6,7281.81,12246.94,12265.64,18.7,Closed,2025-01-09,2025-01-09
574,62,2088,2025-01-09,502,17623.89,62755.01,22563.22,12657.56,12901.27,5224.62,5234.48,9.86,Closed,2025-01-09,2025-01-09
575,63,2152,2025-01-09,546,16800.89,65662.0,22059.6,11315.75,1352.58,15994.31,16006.48,12.17,Closed,2025-01-09,2025-01-09
576,64,2169,2025-01-09,679,15281.03,60484.14,23372.15,10040.41,1742.01,14218.02,14236.54,18.52,Closed,2025-01-09,2025-01-09
577,1,10,2025-01-10,344,19243.13,63113.22,22259.15,11546.48,2800.27,16786.86,16797.03,10.17,Closed,2025-01-10,2025-01-10
578,2,63,2025-01-10,431,17159.78,59975.27,19466.13,11583.39,4971.07,12619.71,12634.12,14.41,Closed,2025-01-10,2025-01-10
579,3,94,2025-01-10,941,17524.92,64148.04,21967.22,11634.25,8781.52,9684.4,9691.38,6.98,Closed,2025-01-10,2025-01-10
580,4,134,2025-01-10,606,18799.89,62075.86,21470.89,12322.86,8991.2,10414.69,10433.38,18.69,Closed,2025-01-10,2025-01-10
581,5,160,2025-01-10,770,17724.3,66957.25,22346.04,11067.79,8716.39,9777.91,9772.54,-5.37,Closed,2025-01-10,2025-01-10
582,6,177,2025-01-10,604,16451.69,65076.75,26335.18,12052.16,3265.88,13789.81,13770.37,-19.44,Closed,2025-01-10,2025-01-10
583,7,236,2025-01-10,749,16036.36,60924.08,20225.87,12493.74,2143.17,14642.19,14627.13,-15.06,Closed,2025-01-10,2025-01-10
584,8,265,2025-01-10,577,17234.53,63667.2,22454.02,11505.62,10545.71,7265.82,7272.73,6.91,Closed,2025-01-10,2025-01-10
585,9,290,2025-01-10,888,19260.4,63694.88,26863.42,11130.91,2266.39,17882.01,17872.5,-9.51,Closed,2025-01-10,2025-01-10
586,10,342,2025-01-10,590,16664.21,57998.38,24492.69,11582.61,10572.79,6681.42,6694.32,12.9,Closed,2025-01-10,2025-01-10
587,11,361,2025-01-10,580,17130.47,61218.31,22687.42,10751.37,13368.96,4341.51,4325.84,-15.67,Closed,2025-01-10,2025-01-10
588,12,397,2025-01-10,439,15814.91,58181.66,21594.43,13195.73,3135.61,13118.3,13117.16,-1.14,Closed,2025-01-10,2025-01-10
589,13,422,2025-01-10,834,17496.9,58966.94,19683.6,11537.03,9047.87,9283.03,9298.4,15.37,Closed,2025-01-10,2025-01-10
590,14,455,2025-01-10,774,16933.39,58039.91,21206.25,13218.92,1153.71,16553.68,16546.8,-6.88,Closed,2025-01-10,2025-01-10
591,15,516,2025-01-10,824,18864.11,63795.09,22782.31,11784.99,1712.06,17976.05,17964.9,-11.15,Closed,2025-01-10,2025-01-10
592,16,543,2025-01-10,264,15962.87,58757.55,22099.86,10394.64,1547.86,14679.01,14684.43,5.42,Closed,2025-01-10,2025-01-10
593,17,578,2025-01-10,675,17174.76,61056.43,22580.42,13328.73,4120.07,13729.69,13746.07,16.38,Closed,2025-01-10,2025-01-10
594,18,607,2025-01-10,509,20947.91,60332.05,25202.7,11660.2,879.37,20577.54,20583.51,5.97,Closed,2025-01-10,2025-01-10
595,19,621,2025-01-10,319,17714.37,63781.7,20276.74,11317.0,10145.18,7888.19,7873.78,-14.41,Closed,2025-01-10,2025-01-10
596,20,668,2025-01-10,238,19275.86,64527.13,21499.91,11266.45,6252.18,13261.68,13253.85,-7.83,Closed,2025-01-10,2025-01-10
597,21,679,2025-01-10,704,18161.57,66633.91,22670.93,11851.21,12779.43,6086.14,6070.78,-15.36,Closed,2025-01-10,2025-01-10
598,22,737,2025-01-10,440,14026.56,63434.06,19762.31,9442.77,9881.57,4584.99,4600.48,15.49,Closed,2025-01-10,2025-01-10
599,23,758,2025-01-10,338,14554.85,55806.98,18401.41,10293.55,5679.47,9213.38,9208.93,-4.45,Closed,2025-01-10,2025-01-10
600,24,816,2025-01-10,579,15515.01,63348.16,23572.71,13733.64,3198.98,12895.03,12901.85,6.82,Closed,2025-01-10,2025-01-10
601,25,853,2025-01-10,960,15837.18,58664.5,21748.12,9775.39,10332.91,6464.27,6472.13,7.86,Closed,2025-01-10,2025-01-10
