id,cashup_id,note,created_by,created_at
874,430,Cash verified successfully.,1521,2026-06-18 13:25:23.307715
875,430,Customer refund processed.,1521,2026-06-18 13:25:23.307715
876,431,PDQ totals reconciled.,1579,2026-06-18 13:25:23.307715
877,431,Minor cash variance observed.,1579,2026-06-18 13:25:23.307715
878,432,Minor cash variance observed.,1594,2026-06-18 13:25:23.307715
879,432,PDQ totals reconciled.,1594,2026-06-18 13:25:23.307715
880,433,Daily reconciliation completed.,1639,2026-06-18 13:25:23.307715
881,433,Cash verified successfully.,1639,2026-06-18 13:25:23.307715
882,433,Cash verified successfully.,1639,2026-06-18 13:25:23.307715
883,434,PDQ totals reconciled.,1683,2026-06-18 13:25:23.307715
884,434,Manager approved closing balance.,1683,2026-06-18 13:25:23.307715
885,435,PDQ totals reconciled.,1707,2026-06-18 13:25:23.307715
886,435,Minor cash variance observed.,1707,2026-06-18 13:25:23.307715
887,435,Variance investigated.,1707,2026-06-18 13:25:23.307715
888,436,Daily reconciliation completed.,1756,2026-06-18 13:25:23.307715
889,437,PDQ totals reconciled.,1784,2026-06-18 13:25:23.307715
890,438,Manager approved closing balance.,1808,2026-06-18 13:25:23.307715
891,438,Daily reconciliation completed.,1808,2026-06-18 13:25:23.307715
892,439,Cash deposited to bank.,1861,2026-06-18 13:25:23.307715
893,440,Manager approved closing balance.,1891,2026-06-18 13:25:23.307715
894,441,Cash deposited to bank.,1932,2026-06-18 13:25:23.307715
895,441,Manager approved closing balance.,1932,2026-06-18 13:25:23.307715
896,441,Minor cash variance observed.,1932,2026-06-18 13:25:23.307715
897,442,Cash verified successfully.,1947,2026-06-18 13:25:23.307715
898,442,Manager approved closing balance.,1947,2026-06-18 13:25:23.307715
899,442,Cash verified successfully.,1947,2026-06-18 13:25:23.307715
900,443,PDQ totals reconciled.,1975,2026-06-18 13:25:23.307715
901,443,Daily reconciliation completed.,1975,2026-06-18 13:25:23.307715
902,444,Cash verified successfully.,2019,2026-06-18 13:25:23.307715
903,444,Manager approved closing balance.,2019,2026-06-18 13:25:23.307715
904,445,Cash verified successfully.,2074,2026-06-18 13:25:23.307715
905,445,Manager approved closing balance.,2074,2026-06-18 13:25:23.307715
906,446,Customer refund processed.,2088,2026-06-18 13:25:23.307715
907,446,Variance investigated.,2088,2026-06-18 13:25:23.307715
908,446,Minor cash variance observed.,2088,2026-06-18 13:25:23.307715
909,447,Minor cash variance observed.,2140,2026-06-18 13:25:23.307715
910,447,Additional float added.,2140,2026-06-18 13:25:23.307715
911,447,Additional float added.,2140,2026-06-18 13:25:23.307715
912,448,Variance investigated.,2162,2026-06-18 13:25:23.307715
913,448,Daily reconciliation completed.,2162,2026-06-18 13:25:23.307715
914,449,Additional float added.,18,2026-06-18 13:25:23.307715
915,450,PDQ totals reconciled.,53,2026-06-18 13:25:23.307715
916,450,Daily reconciliation completed.,53,2026-06-18 13:25:23.307715
917,450,Cash verified successfully.,53,2026-06-18 13:25:23.307715
918,451,Variance investigated.,74,2026-06-18 13:25:23.307715
919,451,Cash deposited to bank.,74,2026-06-18 13:25:23.307715
920,451,Additional float added.,74,2026-06-18 13:25:23.307715
921,452,Cash verified successfully.,115,2026-06-18 13:25:23.307715
922,452,Cash verified successfully.,115,2026-06-18 13:25:23.307715
923,452,Additional float added.,115,2026-06-18 13:25:23.307715
924,453,Customer refund processed.,143,2026-06-18 13:25:23.307715
925,453,Minor cash variance observed.,143,2026-06-18 13:25:23.307715
926,454,Additional float added.,176,2026-06-18 13:25:23.307715
927,454,Minor cash variance observed.,176,2026-06-18 13:25:23.307715
928,455,Closing completed without issues.,211,2026-06-18 13:25:23.307715
929,456,Manager approved closing balance.,264,2026-06-18 13:25:23.307715
930,456,Minor cash variance observed.,264,2026-06-18 13:25:23.307715
931,456,Manager approved closing balance.,264,2026-06-18 13:25:23.307715
932,457,Daily reconciliation completed.,289,2026-06-18 13:25:23.307715
933,457,Daily reconciliation completed.,289,2026-06-18 13:25:23.307715
934,458,Closing completed without issues.,333,2026-06-18 13:25:23.307715
935,458,Customer refund processed.,333,2026-06-18 13:25:23.307715
936,458,Daily reconciliation completed.,333,2026-06-18 13:25:23.307715
937,459,Cash deposited to bank.,373,2026-06-18 13:25:23.307715
938,459,Additional float added.,373,2026-06-18 13:25:23.307715
939,459,Variance investigated.,373,2026-06-18 13:25:23.307715
940,460,Customer refund processed.,413,2026-06-18 13:25:23.307715
941,460,Minor cash variance observed.,413,2026-06-18 13:25:23.307715
942,460,Minor cash variance observed.,413,2026-06-18 13:25:23.307715
943,461,Variance investigated.,454,2026-06-18 13:25:23.307715
944,461,PDQ totals reconciled.,454,2026-06-18 13:25:23.307715
945,461,Customer refund processed.,454,2026-06-18 13:25:23.307715
946,462,PDQ totals reconciled.,479,2026-06-18 13:25:23.307715
947,462,Customer refund processed.,479,2026-06-18 13:25:23.307715
948,463,Additional float added.,489,2026-06-18 13:25:23.307715
949,463,Customer refund processed.,489,2026-06-18 13:25:23.307715
950,464,Minor cash variance observed.,545,2026-06-18 13:25:23.307715
951,464,Closing completed without issues.,545,2026-06-18 13:25:23.307715
952,465,Closing completed without issues.,558,2026-06-18 13:25:23.307715
953,465,Cash deposited to bank.,558,2026-06-18 13:25:23.307715
954,466,Manager approved closing balance.,591,2026-06-18 13:25:23.307715
955,466,Additional float added.,591,2026-06-18 13:25:23.307715
956,467,Minor cash variance observed.,620,2026-06-18 13:25:23.307715
957,468,Minor cash variance observed.,671,2026-06-18 13:25:23.307715
958,469,Minor cash variance observed.,708,2026-06-18 13:25:23.307715
959,469,Closing completed without issues.,708,2026-06-18 13:25:23.307715
960,470,Variance investigated.,754,2026-06-18 13:25:23.307715
961,471,Daily reconciliation completed.,762,2026-06-18 13:25:23.307715
962,472,Variance investigated.,809,2026-06-18 13:25:23.307715
963,472,Closing completed without issues.,809,2026-06-18 13:25:23.307715
964,472,Minor cash variance observed.,809,2026-06-18 13:25:23.307715
965,473,Closing completed without issues.,831,2026-06-18 13:25:23.307715
966,473,Customer refund processed.,831,2026-06-18 13:25:23.307715
967,474,Cash verified successfully.,861,2026-06-18 13:25:23.307715
968,474,Cash deposited to bank.,861,2026-06-18 13:25:23.307715
969,474,Daily reconciliation completed.,861,2026-06-18 13:25:23.307715
970,475,Closing completed without issues.,904,2026-06-18 13:25:23.307715
971,475,Minor cash variance observed.,904,2026-06-18 13:25:23.307715
972,476,Variance investigated.,935,2026-06-18 13:25:23.307715
973,476,PDQ totals reconciled.,935,2026-06-18 13:25:23.307715
974,476,Manager approved closing balance.,935,2026-06-18 13:25:23.307715
975,477,Additional float added.,977,2026-06-18 13:25:23.307715
976,477,PDQ totals reconciled.,977,2026-06-18 13:25:23.307715
977,477,Minor cash variance observed.,977,2026-06-18 13:25:23.307715
978,478,Variance investigated.,997,2026-06-18 13:25:23.307715
979,478,Closing completed without issues.,997,2026-06-18 13:25:23.307715
980,479,Cash deposited to bank.,1040,2026-06-18 13:25:23.307715
981,480,PDQ totals reconciled.,1076,2026-06-18 13:25:23.307715
982,480,Customer refund processed.,1076,2026-06-18 13:25:23.307715
983,480,Variance investigated.,1076,2026-06-18 13:25:23.307715
984,481,Daily reconciliation completed.,1093,2026-06-18 13:25:23.307715
985,481,Variance investigated.,1093,2026-06-18 13:25:23.307715
986,481,Cash verified successfully.,1093,2026-06-18 13:25:23.307715
987,482,Cash deposited to bank.,1132,2026-06-18 13:25:23.307715
988,482,Cash verified successfully.,1132,2026-06-18 13:25:23.307715
989,482,Manager approved closing balance.,1132,2026-06-18 13:25:23.307715
990,483,Cash deposited to bank.,1176,2026-06-18 13:25:23.307715
991,483,Closing completed without issues.,1176,2026-06-18 13:25:23.307715
992,484,Cash verified successfully.,1191,2026-06-18 13:25:23.307715
993,484,Manager approved closing balance.,1191,2026-06-18 13:25:23.307715
994,485,Daily reconciliation completed.,1230,2026-06-18 13:25:23.307715
995,486,Customer refund processed.,1253,2026-06-18 13:25:23.307715
996,486,Minor cash variance observed.,1253,2026-06-18 13:25:23.307715
997,486,Manager approved closing balance.,1253,2026-06-18 13:25:23.307715
998,487,Cash verified successfully.,1300,2026-06-18 13:25:23.307715
999,487,Minor cash variance observed.,1300,2026-06-18 13:25:23.307715
1000,487,Variance investigated.,1300,2026-06-18 13:25:23.307715
1001,488,Customer refund processed.,1330,2026-06-18 13:25:23.307715
1002,489,Additional float added.,1355,2026-06-18 13:25:23.307715
1003,489,Closing completed without issues.,1355,2026-06-18 13:25:23.307715
1004,490,Closing completed without issues.,1400,2026-06-18 13:25:23.307715
1005,491,Closing completed without issues.,1444,2026-06-18 13:25:23.307715
1006,491,Daily reconciliation completed.,1444,2026-06-18 13:25:23.307715
1007,492,Minor cash variance observed.,1467,2026-06-18 13:25:23.307715
1008,492,Cash verified successfully.,1467,2026-06-18 13:25:23.307715
1009,492,Manager approved closing balance.,1467,2026-06-18 13:25:23.307715
1010,493,Daily reconciliation completed.,1511,2026-06-18 13:25:23.307715
1011,494,Minor cash variance observed.,1528,2026-06-18 13:25:23.307715
1012,495,Additional float added.,1583,2026-06-18 13:25:23.307715
1013,495,Customer refund processed.,1583,2026-06-18 13:25:23.307715
1014,496,Daily reconciliation completed.,1613,2026-06-18 13:25:23.307715
1015,496,Additional float added.,1613,2026-06-18 13:25:23.307715
1016,497,Cash deposited to bank.,1640,2026-06-18 13:25:23.307715
1017,497,PDQ totals reconciled.,1640,2026-06-18 13:25:23.307715
1018,498,Minor cash variance observed.,1664,2026-06-18 13:25:23.307715
1019,498,Closing completed without issues.,1664,2026-06-18 13:25:23.307715
1020,498,Customer refund processed.,1664,2026-06-18 13:25:23.307715
1021,499,Cash deposited to bank.,1709,2026-06-18 13:25:23.307715
1022,500,Daily reconciliation completed.,1731,2026-06-18 13:25:23.307715
1023,500,Additional float added.,1731,2026-06-18 13:25:23.307715
1024,500,Variance investigated.,1731,2026-06-18 13:25:23.307715
1025,501,Cash deposited to bank.,1779,2026-06-18 13:25:23.307715
1026,501,Cash verified successfully.,1779,2026-06-18 13:25:23.307715
1027,501,PDQ totals reconciled.,1779,2026-06-18 13:25:23.307715
1028,502,Daily reconciliation completed.,1797,2026-06-18 13:25:23.307715
1029,502,Cash verified successfully.,1797,2026-06-18 13:25:23.307715
1030,503,PDQ totals reconciled.,1852,2026-06-18 13:25:23.307715
1031,504,PDQ totals reconciled.,1884,2026-06-18 13:25:23.307715
1032,504,Manager approved closing balance.,1884,2026-06-18 13:25:23.307715
1033,505,Cash deposited to bank.,1911,2026-06-18 13:25:23.307715
1034,505,Closing completed without issues.,1911,2026-06-18 13:25:23.307715
1035,506,Cash verified successfully.,1967,2026-06-18 13:25:23.307715
1036,507,Customer refund processed.,1989,2026-06-18 13:25:23.307715
1037,507,Manager approved closing balance.,1989,2026-06-18 13:25:23.307715
1038,508,Customer refund processed.,2022,2026-06-18 13:25:23.307715
1039,509,PDQ totals reconciled.,2078,2026-06-18 13:25:23.307715
1040,509,Variance investigated.,2078,2026-06-18 13:25:23.307715
1041,509,Variance investigated.,2078,2026-06-18 13:25:23.307715
1042,510,Closing completed without issues.,2082,2026-06-18 13:25:23.307715
1043,510,Minor cash variance observed.,2082,2026-06-18 13:25:23.307715
1044,510,Customer refund processed.,2082,2026-06-18 13:25:23.307715
1045,511,Cash verified successfully.,2140,2026-06-18 13:25:23.307715
1046,511,Customer refund processed.,2140,2026-06-18 13:25:23.307715
1047,511,Cash verified successfully.,2140,2026-06-18 13:25:23.307715
1048,512,Minor cash variance observed.,2163,2026-06-18 13:25:23.307715
1049,512,Closing completed without issues.,2163,2026-06-18 13:25:23.307715
1050,513,Customer refund processed.,22,2026-06-18 13:25:23.307715
1051,513,Daily reconciliation completed.,22,2026-06-18 13:25:23.307715
1052,513,Customer refund processed.,22,2026-06-18 13:25:23.307715
1053,514,Customer refund processed.,48,2026-06-18 13:25:23.307715
1054,514,Cash deposited to bank.,48,2026-06-18 13:25:23.307715
1055,514,Minor cash variance observed.,48,2026-06-18 13:25:23.307715
1056,515,Cash verified successfully.,86,2026-06-18 13:25:23.307715
1057,515,Closing completed without issues.,86,2026-06-18 13:25:23.307715
1058,516,Daily reconciliation completed.,109,2026-06-18 13:25:23.307715
1059,517,Closing completed without issues.,140,2026-06-18 13:25:23.307715
1060,517,Minor cash variance observed.,140,2026-06-18 13:25:23.307715
1061,518,Minor cash variance observed.,191,2026-06-18 13:25:23.307715
1062,518,PDQ totals reconciled.,191,2026-06-18 13:25:23.307715
1063,519,Daily reconciliation completed.,224,2026-06-18 13:25:23.307715
1064,519,Customer refund processed.,224,2026-06-18 13:25:23.307715
1065,520,Minor cash variance observed.,245,2026-06-18 13:25:23.307715
1066,520,Customer refund processed.,245,2026-06-18 13:25:23.307715
1067,520,Cash deposited to bank.,245,2026-06-18 13:25:23.307715
1068,521,Closing completed without issues.,292,2026-06-18 13:25:23.307715
1069,521,PDQ totals reconciled.,292,2026-06-18 13:25:23.307715
1070,521,Closing completed without issues.,292,2026-06-18 13:25:23.307715
1071,522,Minor cash variance observed.,325,2026-06-18 13:25:23.307715
1072,523,Minor cash variance observed.,358,2026-06-18 13:25:23.307715
1073,523,Variance investigated.,358,2026-06-18 13:25:23.307715
1074,523,Variance investigated.,358,2026-06-18 13:25:23.307715
1075,524,Closing completed without issues.,405,2026-06-18 13:25:23.307715
1076,525,Manager approved closing balance.,444,2026-06-18 13:25:23.307715
1077,525,PDQ totals reconciled.,444,2026-06-18 13:25:23.307715
1078,526,Manager approved closing balance.,465,2026-06-18 13:25:23.307715
1079,527,PDQ totals reconciled.,518,2026-06-18 13:25:23.307715
1080,527,Manager approved closing balance.,518,2026-06-18 13:25:23.307715
1081,528,Manager approved closing balance.,550,2026-06-18 13:25:23.307715
1082,528,Minor cash variance observed.,550,2026-06-18 13:25:23.307715
1083,528,Manager approved closing balance.,550,2026-06-18 13:25:23.307715
1084,529,Additional float added.,556,2026-06-18 13:25:23.307715
1085,529,Additional float added.,556,2026-06-18 13:25:23.307715
1086,529,Daily reconciliation completed.,556,2026-06-18 13:25:23.307715
1087,530,Additional float added.,599,2026-06-18 13:25:23.307715
1088,530,Daily reconciliation completed.,599,2026-06-18 13:25:23.307715
1089,530,Daily reconciliation completed.,599,2026-06-18 13:25:23.307715
1090,531,Closing completed without issues.,635,2026-06-18 13:25:23.307715
1091,531,Manager approved closing balance.,635,2026-06-18 13:25:23.307715
1092,532,Minor cash variance observed.,674,2026-06-18 13:25:23.307715
1093,532,Additional float added.,674,2026-06-18 13:25:23.307715
1094,533,Cash deposited to bank.,693,2026-06-18 13:25:23.307715
1095,533,Cash deposited to bank.,693,2026-06-18 13:25:23.307715
1096,534,Cash verified successfully.,737,2026-06-18 13:25:23.307715
1097,534,Closing completed without issues.,737,2026-06-18 13:25:23.307715
1098,534,Variance investigated.,737,2026-06-18 13:25:23.307715
1099,535,Cash deposited to bank.,759,2026-06-18 13:25:23.307715
1100,536,Additional float added.,804,2026-06-18 13:25:23.307715
1101,536,Cash verified successfully.,804,2026-06-18 13:25:23.307715
1102,537,Closing completed without issues.,836,2026-06-18 13:25:23.307715
1103,538,Minor cash variance observed.,888,2026-06-18 13:25:23.307715
1104,538,Minor cash variance observed.,888,2026-06-18 13:25:23.307715
1105,539,Daily reconciliation completed.,919,2026-06-18 13:25:23.307715
1106,539,Variance investigated.,919,2026-06-18 13:25:23.307715
1107,539,Customer refund processed.,919,2026-06-18 13:25:23.307715
1108,540,Daily reconciliation completed.,945,2026-06-18 13:25:23.307715
1109,540,Variance investigated.,945,2026-06-18 13:25:23.307715
1110,541,Cash verified successfully.,974,2026-06-18 13:25:23.307715
1111,541,Additional float added.,974,2026-06-18 13:25:23.307715
1112,541,Daily reconciliation completed.,974,2026-06-18 13:25:23.307715
1113,542,PDQ totals reconciled.,1006,2026-06-18 13:25:23.307715
1114,542,Closing completed without issues.,1006,2026-06-18 13:25:23.307715
1115,542,Daily reconciliation completed.,1006,2026-06-18 13:25:23.307715
1116,543,Variance investigated.,1035,2026-06-18 13:25:23.307715
1117,543,Manager approved closing balance.,1035,2026-06-18 13:25:23.307715
1118,544,Additional float added.,1075,2026-06-18 13:25:23.307715
1119,545,Closing completed without issues.,1113,2026-06-18 13:25:23.307715
1120,546,Minor cash variance observed.,1148,2026-06-18 13:25:23.307715
1121,546,Variance investigated.,1148,2026-06-18 13:25:23.307715
1122,546,Manager approved closing balance.,1148,2026-06-18 13:25:23.307715
1123,547,PDQ totals reconciled.,1158,2026-06-18 13:25:23.307715
1124,548,Additional float added.,1188,2026-06-18 13:25:23.307715
1125,548,Additional float added.,1188,2026-06-18 13:25:23.307715
1126,548,Variance investigated.,1188,2026-06-18 13:25:23.307715
1127,549,Daily reconciliation completed.,1218,2026-06-18 13:25:23.307715
1128,549,Manager approved closing balance.,1218,2026-06-18 13:25:23.307715
1129,549,Closing completed without issues.,1218,2026-06-18 13:25:23.307715
1130,550,Cash deposited to bank.,1272,2026-06-18 13:25:23.307715
1131,550,Customer refund processed.,1272,2026-06-18 13:25:23.307715
1132,551,Closing completed without issues.,1290,2026-06-18 13:25:23.307715
1133,551,Daily reconciliation completed.,1290,2026-06-18 13:25:23.307715
1134,552,Closing completed without issues.,1340,2026-06-18 13:25:23.307715
1135,553,Closing completed without issues.,1361,2026-06-18 13:25:23.307715
1136,554,Variance investigated.,1399,2026-06-18 13:25:23.307715
1137,555,Customer refund processed.,1419,2026-06-18 13:25:23.307715
1138,555,Cash deposited to bank.,1419,2026-06-18 13:25:23.307715
1139,555,Cash deposited to bank.,1419,2026-06-18 13:25:23.307715
1140,556,Daily reconciliation completed.,1479,2026-06-18 13:25:23.307715
1141,556,Manager approved closing balance.,1479,2026-06-18 13:25:23.307715
1142,556,Closing completed without issues.,1479,2026-06-18 13:25:23.307715
1143,557,Daily reconciliation completed.,1512,2026-06-18 13:25:23.307715
1144,558,Manager approved closing balance.,1531,2026-06-18 13:25:23.307715
1145,558,Closing completed without issues.,1531,2026-06-18 13:25:23.307715
1146,558,Cash deposited to bank.,1531,2026-06-18 13:25:23.307715
1147,559,Customer refund processed.,1552,2026-06-18 13:25:23.307715
1148,559,Manager approved closing balance.,1552,2026-06-18 13:25:23.307715
1149,559,Daily reconciliation completed.,1552,2026-06-18 13:25:23.307715
1150,560,Minor cash variance observed.,1594,2026-06-18 13:25:23.307715
1151,560,Cash deposited to bank.,1594,2026-06-18 13:25:23.307715
1152,560,Variance investigated.,1594,2026-06-18 13:25:23.307715
1153,561,Closing completed without issues.,1627,2026-06-18 13:25:23.307715
1154,561,Manager approved closing balance.,1627,2026-06-18 13:25:23.307715
1155,562,Variance investigated.,1661,2026-06-18 13:25:23.307715
1156,562,Minor cash variance observed.,1661,2026-06-18 13:25:23.307715
1157,562,Customer refund processed.,1661,2026-06-18 13:25:23.307715
1158,563,Closing completed without issues.,1717,2026-06-18 13:25:23.307715
1159,563,Cash verified successfully.,1717,2026-06-18 13:25:23.307715
1160,563,Closing completed without issues.,1717,2026-06-18 13:25:23.307715
1161,564,Manager approved closing balance.,1736,2026-06-18 13:25:23.307715
1162,564,PDQ totals reconciled.,1736,2026-06-18 13:25:23.307715
1163,565,Additional float added.,1779,2026-06-18 13:25:23.307715
1164,565,PDQ totals reconciled.,1779,2026-06-18 13:25:23.307715
1165,566,Manager approved closing balance.,1800,2026-06-18 13:25:23.307715
1166,567,Minor cash variance observed.,1837,2026-06-18 13:25:23.307715
1167,568,Minor cash variance observed.,1882,2026-06-18 13:25:23.307715
1168,568,Variance investigated.,1882,2026-06-18 13:25:23.307715
1169,569,Variance investigated.,1907,2026-06-18 13:25:23.307715
1170,569,Cash verified successfully.,1907,2026-06-18 13:25:23.307715
1171,569,Closing completed without issues.,1907,2026-06-18 13:25:23.307715
1172,570,Manager approved closing balance.,1968,2026-06-18 13:25:23.307715
1173,570,Daily reconciliation completed.,1968,2026-06-18 13:25:23.307715
1174,570,Customer refund processed.,1968,2026-06-18 13:25:23.307715
1175,571,Manager approved closing balance.,2013,2026-06-18 13:25:23.307715
1176,572,Daily reconciliation completed.,2025,2026-06-18 13:25:23.307715
1177,573,Additional float added.,2055,2026-06-18 13:25:23.307715
1178,574,Customer refund processed.,2088,2026-06-18 13:25:23.307715
1179,575,PDQ totals reconciled.,2152,2026-06-18 13:25:23.307715
1180,575,Additional float added.,2152,2026-06-18 13:25:23.307715
1181,576,Cash deposited to bank.,2169,2026-06-18 13:25:23.307715
1182,576,Additional float added.,2169,2026-06-18 13:25:23.307715
1183,576,PDQ totals reconciled.,2169,2026-06-18 13:25:23.307715
1184,577,PDQ totals reconciled.,10,2026-06-18 13:25:23.307715
1185,577,Cash deposited to bank.,10,2026-06-18 13:25:23.307715
1186,577,Additional float added.,10,2026-06-18 13:25:23.307715
1187,578,Closing completed without issues.,63,2026-06-18 13:25:23.307715
1188,579,Daily reconciliation completed.,94,2026-06-18 13:25:23.307715
1189,579,Additional float added.,94,2026-06-18 13:25:23.307715
1190,579,Additional float added.,94,2026-06-18 13:25:23.307715
1191,580,Customer refund processed.,134,2026-06-18 13:25:23.307715
1192,580,Variance investigated.,134,2026-06-18 13:25:23.307715
1193,581,Customer refund processed.,160,2026-06-18 13:25:23.307715
1194,581,Manager approved closing balance.,160,2026-06-18 13:25:23.307715
1195,581,PDQ totals reconciled.,160,2026-06-18 13:25:23.307715
1196,582,Manager approved closing balance.,177,2026-06-18 13:25:23.307715
1197,582,Cash deposited to bank.,177,2026-06-18 13:25:23.307715
1198,582,Cash verified successfully.,177,2026-06-18 13:25:23.307715
1199,583,Additional float added.,236,2026-06-18 13:25:23.307715
1200,583,Closing completed without issues.,236,2026-06-18 13:25:23.307715
1201,583,Variance investigated.,236,2026-06-18 13:25:23.307715
1202,584,Variance investigated.,265,2026-06-18 13:25:23.307715
1203,585,Cash deposited to bank.,290,2026-06-18 13:25:23.307715
1204,586,Manager approved closing balance.,342,2026-06-18 13:25:23.307715
1205,587,Additional float added.,361,2026-06-18 13:25:23.307715
1206,587,Variance investigated.,361,2026-06-18 13:25:23.307715
1207,588,Customer refund processed.,397,2026-06-18 13:25:23.307715
1208,589,PDQ totals reconciled.,422,2026-06-18 13:25:23.307715
1209,590,Closing completed without issues.,455,2026-06-18 13:25:23.307715
1210,590,Cash verified successfully.,455,2026-06-18 13:25:23.307715
1211,591,Cash verified successfully.,516,2026-06-18 13:25:23.307715
1212,591,Customer refund processed.,516,2026-06-18 13:25:23.307715
1213,592,Closing completed without issues.,543,2026-06-18 13:25:23.307715
1214,592,PDQ totals reconciled.,543,2026-06-18 13:25:23.307715
1215,592,Customer refund processed.,543,2026-06-18 13:25:23.307715
1216,593,Closing completed without issues.,578,2026-06-18 13:25:23.307715
1217,594,Cash verified successfully.,607,2026-06-18 13:25:23.307715
1218,595,Minor cash variance observed.,621,2026-06-18 13:25:23.307715
1219,595,Closing completed without issues.,621,2026-06-18 13:25:23.307715
1220,596,Manager approved closing balance.,668,2026-06-18 13:25:23.307715
1221,597,Cash deposited to bank.,679,2026-06-18 13:25:23.307715
1222,598,Manager approved closing balance.,737,2026-06-18 13:25:23.307715
1223,598,Additional float added.,737,2026-06-18 13:25:23.307715
1224,599,Daily reconciliation completed.,758,2026-06-18 13:25:23.307715
1225,599,Cash verified successfully.,758,2026-06-18 13:25:23.307715
1226,600,Cash verified successfully.,816,2026-06-18 13:25:23.307715
1227,601,PDQ totals reconciled.,853,2026-06-18 13:25:23.307715
1228,601,Manager approved closing balance.,853,2026-06-18 13:25:23.307715
1229,602,Daily reconciliation completed.,871,2026-06-18 13:25:23.307715
1230,602,Variance investigated.,871,2026-06-18 13:25:23.307715
1231,602,Customer refund processed.,871,2026-06-18 13:25:23.307715
1232,603,Cash deposited to bank.,922,2026-06-18 13:25:23.307715
1233,604,Cash deposited to bank.,948,2026-06-18 13:25:23.307715
1234,605,Cash verified successfully.,961,2026-06-18 13:25:23.307715
1235,606,Customer refund processed.,983,2026-06-18 13:25:23.307715
1236,607,Daily reconciliation completed.,1023,2026-06-18 13:25:23.307715
1237,607,Additional float added.,1023,2026-06-18 13:25:23.307715
1238,607,Minor cash variance observed.,1023,2026-06-18 13:25:23.307715
1239,608,Additional float added.,1079,2026-06-18 13:25:23.307715
1240,609,Variance investigated.,1112,2026-06-18 13:25:23.307715
1241,609,Cash verified successfully.,1112,2026-06-18 13:25:23.307715
1242,609,Variance investigated.,1112,2026-06-18 13:25:23.307715
1243,610,PDQ totals reconciled.,1124,2026-06-18 13:25:23.307715
1244,610,Manager approved closing balance.,1124,2026-06-18 13:25:23.307715
1245,610,Cash deposited to bank.,1124,2026-06-18 13:25:23.307715
1246,611,Cash verified successfully.,1156,2026-06-18 13:25:23.307715
1247,611,Daily reconciliation completed.,1156,2026-06-18 13:25:23.307715
1248,612,PDQ totals reconciled.,1203,2026-06-18 13:25:23.307715
1249,612,Daily reconciliation completed.,1203,2026-06-18 13:25:23.307715
1250,613,Manager approved closing balance.,1225,2026-06-18 13:25:23.307715
1251,613,Minor cash variance observed.,1225,2026-06-18 13:25:23.307715
1252,614,Closing completed without issues.,1261,2026-06-18 13:25:23.307715
1253,614,Minor cash variance observed.,1261,2026-06-18 13:25:23.307715
1254,614,Variance investigated.,1261,2026-06-18 13:25:23.307715
1255,615,Variance investigated.,1312,2026-06-18 13:25:23.307715
1256,615,Variance investigated.,1312,2026-06-18 13:25:23.307715
1257,615,Variance investigated.,1312,2026-06-18 13:25:23.307715
1258,616,Customer refund processed.,1339,2026-06-18 13:25:23.307715
1259,617,Cash verified successfully.,1360,2026-06-18 13:25:23.307715
1260,617,Customer refund processed.,1360,2026-06-18 13:25:23.307715
1261,618,Cash deposited to bank.,1398,2026-06-18 13:25:23.307715
1262,618,Cash verified successfully.,1398,2026-06-18 13:25:23.307715
1263,619,Minor cash variance observed.,1444,2026-06-18 13:25:23.307715
1264,619,Closing completed without issues.,1444,2026-06-18 13:25:23.307715
1265,620,Minor cash variance observed.,1481,2026-06-18 13:25:23.307715
1266,621,Closing completed without issues.,1490,2026-06-18 13:25:23.307715
1267,621,Manager approved closing balance.,1490,2026-06-18 13:25:23.307715
1268,621,Cash verified successfully.,1490,2026-06-18 13:25:23.307715
1269,622,Variance investigated.,1524,2026-06-18 13:25:23.307715
1270,622,Closing completed without issues.,1524,2026-06-18 13:25:23.307715
1271,623,Manager approved closing balance.,1582,2026-06-18 13:25:23.307715
1272,623,Additional float added.,1582,2026-06-18 13:25:23.307715
1273,623,Additional float added.,1582,2026-06-18 13:25:23.307715
1274,624,Manager approved closing balance.,1607,2026-06-18 13:25:23.307715
1275,624,Manager approved closing balance.,1607,2026-06-18 13:25:23.307715
1276,624,Minor cash variance observed.,1607,2026-06-18 13:25:23.307715
1277,625,Additional float added.,1643,2026-06-18 13:25:23.307715
1278,625,Cash verified successfully.,1643,2026-06-18 13:25:23.307715
1279,625,Cash deposited to bank.,1643,2026-06-18 13:25:23.307715
1280,626,Cash verified successfully.,1663,2026-06-18 13:25:23.307715
1281,627,Cash verified successfully.,1700,2026-06-18 13:25:23.307715
1282,628,Cash deposited to bank.,1759,2026-06-18 13:25:23.307715
1283,628,Variance investigated.,1759,2026-06-18 13:25:23.307715
1284,629,Variance investigated.,1771,2026-06-18 13:25:23.307715
1285,629,Additional float added.,1771,2026-06-18 13:25:23.307715
1286,630,Cash verified successfully.,1796,2026-06-18 13:25:23.307715
1287,630,PDQ totals reconciled.,1796,2026-06-18 13:25:23.307715
1288,631,Closing completed without issues.,1855,2026-06-18 13:25:23.307715
1289,631,Cash verified successfully.,1855,2026-06-18 13:25:23.307715
1290,632,Closing completed without issues.,1883,2026-06-18 13:25:23.307715
1291,632,Cash deposited to bank.,1883,2026-06-18 13:25:23.307715
1292,632,Minor cash variance observed.,1883,2026-06-18 13:25:23.307715
